agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	completed
De man en de atleet stimuleren	De man en de atleet stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de atleet stimuleren de persoon.
De man en de atleet kennen	De man en de atleet kent	kennen	kent	4	5	singular	singular	De man en de atleet kennen de persoon.
De man en de atleet begrijpen	De man en de atleet begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de atleet begrijpen de persoon.
De man en de atleet roepen	De man en de atleet roept	roepen	roept	4	5	singular	singular	De man en de atleet roepen de persoon.
De man en de atleet groeten	De man en de atleet groet	groeten	groet	4	5	singular	singular	De man en de atleet groeten de persoon.
De man en de atleet zien	De man en de atleet ziet	zien	ziet	4	5	singular	singular	De man en de atleet zien de persoon.
De man en de atleet herkennen	De man en de atleet herkent	herkennen	herkent	4	5	singular	singular	De man en de atleet herkennen de persoon.
De man en de vriend verleiden	De man en de vriend verleidt	verleiden	verleidt	4	5	singular	singular	De man en de vriend verleiden de persoon.
De man en de vriend missen	De man en de vriend mist	missen	mist	4	5	singular	singular	De man en de vriend missen de persoon.
De man en de vriend bekritiseren	De man en de vriend bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de vriend bekritiseren de persoon.
De man en de vriend steunen	De man en de vriend steunt	steunen	steunt	4	5	singular	singular	De man en de vriend steunen de persoon.
De man en de vriend onderzoeken	De man en de vriend onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de vriend onderzoeken de persoon.
De man en de vriend vermijden	De man en de vriend vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de vriend vermijden de persoon.
De man en de vriend vertrouwen	De man en de vriend vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de vriend vertrouwen de persoon.
De man en de vriend horen	De man en de vriend hoort	horen	hoort	4	5	singular	singular	De man en de vriend horen de persoon.
De man en de vriend stimuleren	De man en de vriend stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de vriend stimuleren de persoon.
De man en de vriend kennen	De man en de vriend kent	kennen	kent	4	5	singular	singular	De man en de vriend kennen de persoon.
De man en de vriend begrijpen	De man en de vriend begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de vriend begrijpen de persoon.
De man en de vriend roepen	De man en de vriend roept	roepen	roept	4	5	singular	singular	De man en de vriend roepen de persoon.
De man en de vriend groeten	De man en de vriend groet	groeten	groet	4	5	singular	singular	De man en de vriend groeten de persoon.
De man en de vriend zien	De man en de vriend ziet	zien	ziet	4	5	singular	singular	De man en de vriend zien de persoon.
De man en de vriend herkennen	De man en de vriend herkent	herkennen	herkent	4	5	singular	singular	De man en de vriend herkennen de persoon.
De man en de inwoner verleiden	De man en de inwoner verleidt	verleiden	verleidt	4	5	singular	singular	De man en de inwoner verleiden de persoon.
De man en de inwoner missen	De man en de inwoner mist	missen	mist	4	5	singular	singular	De man en de inwoner missen de persoon.
De man en de inwoner bekritiseren	De man en de inwoner bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de inwoner bekritiseren de persoon.
De man en de inwoner steunen	De man en de inwoner steunt	steunen	steunt	4	5	singular	singular	De man en de inwoner steunen de persoon.
De man en de inwoner onderzoeken	De man en de inwoner onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de inwoner onderzoeken de persoon.
De man en de inwoner vermijden	De man en de inwoner vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de inwoner vermijden de persoon.
De man en de inwoner vertrouwen	De man en de inwoner vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de inwoner vertrouwen de persoon.
De man en de inwoner horen	De man en de inwoner hoort	horen	hoort	4	5	singular	singular	De man en de inwoner horen de persoon.
De man en de inwoner stimuleren	De man en de inwoner stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de inwoner stimuleren de persoon.
De man en de inwoner kennen	De man en de inwoner kent	kennen	kent	4	5	singular	singular	De man en de inwoner kennen de persoon.
De man en de inwoner begrijpen	De man en de inwoner begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de inwoner begrijpen de persoon.
De man en de inwoner roepen	De man en de inwoner roept	roepen	roept	4	5	singular	singular	De man en de inwoner roepen de persoon.
De man en de inwoner groeten	De man en de inwoner groet	groeten	groet	4	5	singular	singular	De man en de inwoner groeten de persoon.
De man en de inwoner zien	De man en de inwoner ziet	zien	ziet	4	5	singular	singular	De man en de inwoner zien de persoon.
De man en de inwoner herkennen	De man en de inwoner herkent	herkennen	herkent	4	5	singular	singular	De man en de inwoner herkennen de persoon.
De man en de vader verleiden	De man en de vader verleidt	verleiden	verleidt	4	5	singular	singular	De man en de vader verleiden de persoon.
De man en de vader missen	De man en de vader mist	missen	mist	4	5	singular	singular	De man en de vader missen de persoon.
De man en de vader bekritiseren	De man en de vader bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de vader bekritiseren de persoon.
De man en de vader steunen	De man en de vader steunt	steunen	steunt	4	5	singular	singular	De man en de vader steunen de persoon.
De man en de vader onderzoeken	De man en de vader onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de vader onderzoeken de persoon.
De man en de vader vermijden	De man en de vader vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de vader vermijden de persoon.
De man en de vader vertrouwen	De man en de vader vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de vader vertrouwen de persoon.
De man en de vader horen	De man en de vader hoort	horen	hoort	4	5	singular	singular	De man en de vader horen de persoon.
De man en de vader stimuleren	De man en de vader stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de vader stimuleren de persoon.
De man en de vader kennen	De man en de vader kent	kennen	kent	4	5	singular	singular	De man en de vader kennen de persoon.
De man en de vader begrijpen	De man en de vader begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de vader begrijpen de persoon.
De man en de vader roepen	De man en de vader roept	roepen	roept	4	5	singular	singular	De man en de vader roepen de persoon.
De man en de vader groeten	De man en de vader groet	groeten	groet	4	5	singular	singular	De man en de vader groeten de persoon.
De man en de vader zien	De man en de vader ziet	zien	ziet	4	5	singular	singular	De man en de vader zien de persoon.
De man en de vader herkennen	De man en de vader herkent	herkennen	herkent	4	5	singular	singular	De man en de vader herkennen de persoon.
De man en de oom verleiden	De man en de oom verleidt	verleiden	verleidt	4	5	singular	singular	De man en de oom verleiden de persoon.
De man en de oom missen	De man en de oom mist	missen	mist	4	5	singular	singular	De man en de oom missen de persoon.
De man en de oom bekritiseren	De man en de oom bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de oom bekritiseren de persoon.
De man en de oom steunen	De man en de oom steunt	steunen	steunt	4	5	singular	singular	De man en de oom steunen de persoon.
De man en de oom onderzoeken	De man en de oom onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de oom onderzoeken de persoon.
De man en de oom vermijden	De man en de oom vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de oom vermijden de persoon.
De man en de oom vertrouwen	De man en de oom vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de oom vertrouwen de persoon.
De man en de oom horen	De man en de oom hoort	horen	hoort	4	5	singular	singular	De man en de oom horen de persoon.
De man en de oom stimuleren	De man en de oom stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de oom stimuleren de persoon.
De man en de oom kennen	De man en de oom kent	kennen	kent	4	5	singular	singular	De man en de oom kennen de persoon.
De man en de oom begrijpen	De man en de oom begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de oom begrijpen de persoon.
De man en de oom roepen	De man en de oom roept	roepen	roept	4	5	singular	singular	De man en de oom roepen de persoon.
De man en de oom groeten	De man en de oom groet	groeten	groet	4	5	singular	singular	De man en de oom groeten de persoon.
De man en de oom zien	De man en de oom ziet	zien	ziet	4	5	singular	singular	De man en de oom zien de persoon.
De man en de oom herkennen	De man en de oom herkent	herkennen	herkent	4	5	singular	singular	De man en de oom herkennen de persoon.
De man en de persoon verleiden	De man en de persoon verleidt	verleiden	verleidt	4	5	singular	singular	De man en de persoon verleiden de persoon.
De man en de persoon missen	De man en de persoon mist	missen	mist	4	5	singular	singular	De man en de persoon missen de persoon.
De man en de persoon bekritiseren	De man en de persoon bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de persoon bekritiseren de persoon.
De man en de persoon steunen	De man en de persoon steunt	steunen	steunt	4	5	singular	singular	De man en de persoon steunen de persoon.
De man en de persoon onderzoeken	De man en de persoon onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de persoon onderzoeken de persoon.
De man en de persoon vermijden	De man en de persoon vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de persoon vermijden de persoon.
De man en de persoon vertrouwen	De man en de persoon vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de persoon vertrouwen de persoon.
De man en de persoon horen	De man en de persoon hoort	horen	hoort	4	5	singular	singular	De man en de persoon horen de persoon.
De man en de persoon stimuleren	De man en de persoon stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de persoon stimuleren de persoon.
De man en de persoon kennen	De man en de persoon kent	kennen	kent	4	5	singular	singular	De man en de persoon kennen de persoon.
De man en de persoon begrijpen	De man en de persoon begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de persoon begrijpen de persoon.
De man en de persoon roepen	De man en de persoon roept	roepen	roept	4	5	singular	singular	De man en de persoon roepen de persoon.
De man en de persoon groeten	De man en de persoon groet	groeten	groet	4	5	singular	singular	De man en de persoon groeten de persoon.
De man en de persoon zien	De man en de persoon ziet	zien	ziet	4	5	singular	singular	De man en de persoon zien de persoon.
De man en de persoon herkennen	De man en de persoon herkent	herkennen	herkent	4	5	singular	singular	De man en de persoon herkennen de persoon.
De man en de meid verleiden	De man en de meid verleidt	verleiden	verleidt	4	5	singular	singular	De man en de meid verleiden de persoon.
De man en de meid missen	De man en de meid mist	missen	mist	4	5	singular	singular	De man en de meid missen de persoon.
De man en de meid bekritiseren	De man en de meid bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de meid bekritiseren de persoon.
De man en de meid steunen	De man en de meid steunt	steunen	steunt	4	5	singular	singular	De man en de meid steunen de persoon.
De man en de meid onderzoeken	De man en de meid onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de meid onderzoeken de persoon.
De man en de meid vermijden	De man en de meid vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de meid vermijden de persoon.
De man en de meid vertrouwen	De man en de meid vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de meid vertrouwen de persoon.
De man en de meid horen	De man en de meid hoort	horen	hoort	4	5	singular	singular	De man en de meid horen de persoon.
De man en de meid stimuleren	De man en de meid stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de meid stimuleren de persoon.
De man en de meid kennen	De man en de meid kent	kennen	kent	4	5	singular	singular	De man en de meid kennen de persoon.
De man en de meid begrijpen	De man en de meid begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de meid begrijpen de persoon.
De man en de meid roepen	De man en de meid roept	roepen	roept	4	5	singular	singular	De man en de meid roepen de persoon.
De man en de meid groeten	De man en de meid groet	groeten	groet	4	5	singular	singular	De man en de meid groeten de persoon.
De man en de meid zien	De man en de meid ziet	zien	ziet	4	5	singular	singular	De man en de meid zien de persoon.
De man en de meid herkennen	De man en de meid herkent	herkennen	herkent	4	5	singular	singular	De man en de meid herkennen de persoon.
De man en de schrijver verleiden	De man en de schrijver verleidt	verleiden	verleidt	4	5	singular	singular	De man en de schrijver verleiden de persoon.
De man en de schrijver missen	De man en de schrijver mist	missen	mist	4	5	singular	singular	De man en de schrijver missen de persoon.
De man en de schrijver bekritiseren	De man en de schrijver bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de schrijver bekritiseren de persoon.
De man en de schrijver steunen	De man en de schrijver steunt	steunen	steunt	4	5	singular	singular	De man en de schrijver steunen de persoon.
De man en de schrijver onderzoeken	De man en de schrijver onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de schrijver onderzoeken de persoon.
De man en de schrijver vermijden	De man en de schrijver vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de schrijver vermijden de persoon.
De man en de schrijver vertrouwen	De man en de schrijver vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de schrijver vertrouwen de persoon.
De man en de schrijver horen	De man en de schrijver hoort	horen	hoort	4	5	singular	singular	De man en de schrijver horen de persoon.
De man en de schrijver stimuleren	De man en de schrijver stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de schrijver stimuleren de persoon.
De man en de schrijver kennen	De man en de schrijver kent	kennen	kent	4	5	singular	singular	De man en de schrijver kennen de persoon.
De man en de schrijver begrijpen	De man en de schrijver begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de schrijver begrijpen de persoon.
De man en de schrijver roepen	De man en de schrijver roept	roepen	roept	4	5	singular	singular	De man en de schrijver roepen de persoon.
De man en de schrijver groeten	De man en de schrijver groet	groeten	groet	4	5	singular	singular	De man en de schrijver groeten de persoon.
De man en de schrijver zien	De man en de schrijver ziet	zien	ziet	4	5	singular	singular	De man en de schrijver zien de persoon.
De man en de schrijver herkennen	De man en de schrijver herkent	herkennen	herkent	4	5	singular	singular	De man en de schrijver herkennen de persoon.
De man en de vrouw verleiden	De man en de vrouw verleidt	verleiden	verleidt	4	5	singular	singular	De man en de vrouw verleiden de persoon.
De man en de vrouw missen	De man en de vrouw mist	missen	mist	4	5	singular	singular	De man en de vrouw missen de persoon.
De man en de vrouw bekritiseren	De man en de vrouw bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de vrouw bekritiseren de persoon.
De man en de vrouw steunen	De man en de vrouw steunt	steunen	steunt	4	5	singular	singular	De man en de vrouw steunen de persoon.
De man en de vrouw onderzoeken	De man en de vrouw onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de vrouw onderzoeken de persoon.
De man en de vrouw vermijden	De man en de vrouw vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de vrouw vermijden de persoon.
De man en de vrouw vertrouwen	De man en de vrouw vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de vrouw vertrouwen de persoon.
De man en de vrouw horen	De man en de vrouw hoort	horen	hoort	4	5	singular	singular	De man en de vrouw horen de persoon.
De man en de vrouw stimuleren	De man en de vrouw stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de vrouw stimuleren de persoon.
De man en de vrouw kennen	De man en de vrouw kent	kennen	kent	4	5	singular	singular	De man en de vrouw kennen de persoon.
De man en de vrouw begrijpen	De man en de vrouw begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de vrouw begrijpen de persoon.
De man en de vrouw roepen	De man en de vrouw roept	roepen	roept	4	5	singular	singular	De man en de vrouw roepen de persoon.
De man en de vrouw groeten	De man en de vrouw groet	groeten	groet	4	5	singular	singular	De man en de vrouw groeten de persoon.
De man en de vrouw zien	De man en de vrouw ziet	zien	ziet	4	5	singular	singular	De man en de vrouw zien de persoon.
De man en de vrouw herkennen	De man en de vrouw herkent	herkennen	herkent	4	5	singular	singular	De man en de vrouw herkennen de persoon.
De man en de dokter verleiden	De man en de dokter verleidt	verleiden	verleidt	4	5	singular	singular	De man en de dokter verleiden de persoon.
De man en de dokter missen	De man en de dokter mist	missen	mist	4	5	singular	singular	De man en de dokter missen de persoon.
De man en de dokter bekritiseren	De man en de dokter bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de dokter bekritiseren de persoon.
De man en de dokter steunen	De man en de dokter steunt	steunen	steunt	4	5	singular	singular	De man en de dokter steunen de persoon.
De man en de dokter onderzoeken	De man en de dokter onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de dokter onderzoeken de persoon.
De man en de dokter vermijden	De man en de dokter vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de dokter vermijden de persoon.
De man en de dokter vertrouwen	De man en de dokter vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de dokter vertrouwen de persoon.
De man en de dokter horen	De man en de dokter hoort	horen	hoort	4	5	singular	singular	De man en de dokter horen de persoon.
De man en de dokter stimuleren	De man en de dokter stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de dokter stimuleren de persoon.
De man en de dokter kennen	De man en de dokter kent	kennen	kent	4	5	singular	singular	De man en de dokter kennen de persoon.
De man en de dokter begrijpen	De man en de dokter begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de dokter begrijpen de persoon.
De man en de dokter roepen	De man en de dokter roept	roepen	roept	4	5	singular	singular	De man en de dokter roepen de persoon.
De man en de dokter groeten	De man en de dokter groet	groeten	groet	4	5	singular	singular	De man en de dokter groeten de persoon.
De man en de dokter zien	De man en de dokter ziet	zien	ziet	4	5	singular	singular	De man en de dokter zien de persoon.
De man en de dokter herkennen	De man en de dokter herkent	herkennen	herkent	4	5	singular	singular	De man en de dokter herkennen de persoon.
De man en de advocaat verleiden	De man en de advocaat verleidt	verleiden	verleidt	4	5	singular	singular	De man en de advocaat verleiden de persoon.
De man en de advocaat missen	De man en de advocaat mist	missen	mist	4	5	singular	singular	De man en de advocaat missen de persoon.
De man en de advocaat bekritiseren	De man en de advocaat bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de advocaat bekritiseren de persoon.
De man en de advocaat steunen	De man en de advocaat steunt	steunen	steunt	4	5	singular	singular	De man en de advocaat steunen de persoon.
De man en de advocaat onderzoeken	De man en de advocaat onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de advocaat onderzoeken de persoon.
De man en de advocaat vermijden	De man en de advocaat vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de advocaat vermijden de persoon.
De man en de advocaat vertrouwen	De man en de advocaat vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de advocaat vertrouwen de persoon.
De man en de advocaat horen	De man en de advocaat hoort	horen	hoort	4	5	singular	singular	De man en de advocaat horen de persoon.
De man en de advocaat stimuleren	De man en de advocaat stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de advocaat stimuleren de persoon.
De man en de advocaat kennen	De man en de advocaat kent	kennen	kent	4	5	singular	singular	De man en de advocaat kennen de persoon.
De man en de advocaat begrijpen	De man en de advocaat begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de advocaat begrijpen de persoon.
De man en de advocaat roepen	De man en de advocaat roept	roepen	roept	4	5	singular	singular	De man en de advocaat roepen de persoon.
De man en de advocaat groeten	De man en de advocaat groet	groeten	groet	4	5	singular	singular	De man en de advocaat groeten de persoon.
De man en de advocaat zien	De man en de advocaat ziet	zien	ziet	4	5	singular	singular	De man en de advocaat zien de persoon.
De man en de advocaat herkennen	De man en de advocaat herkent	herkennen	herkent	4	5	singular	singular	De man en de advocaat herkennen de persoon.
De man en de dichter verleiden	De man en de dichter verleidt	verleiden	verleidt	4	5	singular	singular	De man en de dichter verleiden de persoon.
De man en de dichter missen	De man en de dichter mist	missen	mist	4	5	singular	singular	De man en de dichter missen de persoon.
De man en de dichter bekritiseren	De man en de dichter bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de dichter bekritiseren de persoon.
De man en de dichter steunen	De man en de dichter steunt	steunen	steunt	4	5	singular	singular	De man en de dichter steunen de persoon.
De man en de dichter onderzoeken	De man en de dichter onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de dichter onderzoeken de persoon.
De man en de dichter vermijden	De man en de dichter vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de dichter vermijden de persoon.
De man en de dichter vertrouwen	De man en de dichter vertrouwt	vertrouwen	vertrouwt	4	5	singular	singular	De man en de dichter vertrouwen de persoon.
De man en de dichter horen	De man en de dichter hoort	horen	hoort	4	5	singular	singular	De man en de dichter horen de persoon.
De man en de dichter stimuleren	De man en de dichter stimuleert	stimuleren	stimuleert	4	5	singular	singular	De man en de dichter stimuleren de persoon.
De man en de dichter kennen	De man en de dichter kent	kennen	kent	4	5	singular	singular	De man en de dichter kennen de persoon.
De man en de dichter begrijpen	De man en de dichter begrijpt	begrijpen	begrijpt	4	5	singular	singular	De man en de dichter begrijpen de persoon.
De man en de dichter roepen	De man en de dichter roept	roepen	roept	4	5	singular	singular	De man en de dichter roepen de persoon.
De man en de dichter groeten	De man en de dichter groet	groeten	groet	4	5	singular	singular	De man en de dichter groeten de persoon.
De man en de dichter zien	De man en de dichter ziet	zien	ziet	4	5	singular	singular	De man en de dichter zien de persoon.
De man en de dichter herkennen	De man en de dichter herkent	herkennen	herkent	4	5	singular	singular	De man en de dichter herkennen de persoon.
De man en de tante verleiden	De man en de tante verleidt	verleiden	verleidt	4	5	singular	singular	De man en de tante verleiden de persoon.
De man en de tante missen	De man en de tante mist	missen	mist	4	5	singular	singular	De man en de tante missen de persoon.
De man en de tante bekritiseren	De man en de tante bekritiseert	bekritiseren	bekritiseert	4	5	singular	singular	De man en de tante bekritiseren de persoon.
De man en de tante steunen	De man en de tante steunt	steunen	steunt	4	5	singular	singular	De man en de tante steunen de persoon.
De man en de tante onderzoeken	De man en de tante onderzoekt	onderzoeken	onderzoekt	4	5	singular	singular	De man en de tante onderzoeken de persoon.
De man en de tante vermijden	De man en de tante vermijdt	vermijden	vermijdt	4	5	singular	singular	De man en de tante vermijden de persoon.
