agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	completed
De hoeveelheid vrienden onder de vrachtwagen groet	De hoeveelheid vrienden onder de vrachtwagen groeten	groet	groeten	1	6	singular	singular	De hoeveelheid vrienden onder de vrachtwagen groet de persoon.
Het aantal boeren naast de fiets kent	Het aantal boeren naast de fiets kennen	kent	kennen	1	6	singular	singular	Het aantal boeren naast de fiets kent de persoon.
De hoeveelheid ooms bij de tafel herkent	De hoeveelheid ooms bij de tafel herkennen	herkent	herkennen	1	6	singular	singular	De hoeveelheid ooms bij de tafel herkent de persoon.
Het stel zangers op de boom vertrouwt	Het stel zangers op de boom vertrouwen	vertrouwt	vertrouwen	1	6	singular	singular	Het stel zangers op de boom vertrouwt de persoon.
Het paar jongens bij het bureau vermijdt	Het paar jongens bij het bureau vermijden	vermijdt	vermijden	1	6	singular	singular	Het paar jongens bij het bureau vermijdt de persoon.
Het stel boeren bij de stoel onderzoekt	Het stel boeren bij de stoel onderzoeken	onderzoekt	onderzoeken	1	6	singular	singular	Het stel boeren bij de stoel onderzoekt de persoon.
Het aantal dichters op de tafel onderzoekt	Het aantal dichters op de tafel onderzoeken	onderzoekt	onderzoeken	1	6	singular	singular	Het aantal dichters op de tafel onderzoekt de persoon.
Het aantal vrienden onder het bureau vertrouwt	Het aantal vrienden onder het bureau vertrouwen	vertrouwt	vertrouwen	1	6	singular	singular	Het aantal vrienden onder het bureau vertrouwt de persoon.
Het stel vaders naast de fiets steunt	Het stel vaders naast de fiets steunen	steunt	steunen	1	6	singular	singular	Het stel vaders naast de fiets steunt de persoon.
Het paar zangers achter de boom stimuleert	Het paar zangers achter de boom stimuleren	stimuleert	stimuleren	1	6	singular	singular	Het paar zangers achter de boom stimuleert de persoon.
Het aantal vrouwen onder het raam herkent	Het aantal vrouwen onder het raam herkennen	herkent	herkennen	1	6	singular	singular	Het aantal vrouwen onder het raam herkent de persoon.
De groep moeders bij het bureau steunt	De groep moeders bij het bureau steunen	steunt	steunen	1	6	singular	singular	De groep moeders bij het bureau steunt de persoon.
De hoeveelheid jongens onder de stoel verleidt	De hoeveelheid jongens onder de stoel verleiden	verleidt	verleiden	1	6	singular	singular	De hoeveelheid jongens onder de stoel verleidt de persoon.
De hoeveelheid timmermannen naast de vrachtwagen vermijdt	De hoeveelheid timmermannen naast de vrachtwagen vermijden	vermijdt	vermijden	1	6	singular	singular	De hoeveelheid timmermannen naast de vrachtwagen vermijdt de persoon.
De hoeveelheid mannen achter het raam begrijpt	De hoeveelheid mannen achter het raam begrijpen	begrijpt	begrijpen	1	6	singular	singular	De hoeveelheid mannen achter het raam begrijpt de persoon.
De groep meiden onder het bureau vermijdt	De groep meiden onder het bureau vermijden	vermijdt	vermijden	1	6	singular	singular	De groep meiden onder het bureau vermijdt de persoon.
Het stel boeren naast het raam ziet	Het stel boeren naast het raam zien	ziet	zien	1	6	singular	singular	Het stel boeren naast het raam ziet de persoon.
De hoeveelheid dichters bij de stoel begrijpt	De hoeveelheid dichters bij de stoel begrijpen	begrijpt	begrijpen	1	6	singular	singular	De hoeveelheid dichters bij de stoel begrijpt de persoon.
Het stel doktoren bij de vrachtwagen ziet	Het stel doktoren bij de vrachtwagen zien	ziet	zien	1	6	singular	singular	Het stel doktoren bij de vrachtwagen ziet de persoon.
De groep leraren naast de fiets steunt	De groep leraren naast de fiets steunen	steunt	steunen	1	6	singular	singular	De groep leraren naast de fiets steunt de persoon.
Het aantal ooms naast de tafel kent	Het aantal ooms naast de tafel kennen	kent	kennen	1	6	singular	singular	Het aantal ooms naast de tafel kent de persoon.
De groep boeren achter de stoel vermijdt	De groep boeren achter de stoel vermijden	vermijdt	vermijden	1	6	singular	singular	De groep boeren achter de stoel vermijdt de persoon.
De hoeveelheid zangers naast de stoel stimuleert	De hoeveelheid zangers naast de stoel stimuleren	stimuleert	stimuleren	1	6	singular	singular	De hoeveelheid zangers naast de stoel stimuleert de persoon.
Het stel timmermannen op de vrachtwagen ziet	Het stel timmermannen op de vrachtwagen zien	ziet	zien	1	6	singular	singular	Het stel timmermannen op de vrachtwagen ziet de persoon.
De groep doktoren achter de boom vermijdt	De groep doktoren achter de boom vermijden	vermijdt	vermijden	1	6	singular	singular	De groep doktoren achter de boom vermijdt de persoon.
Het stel tantes onder de stoel vertrouwt	Het stel tantes onder de stoel vertrouwen	vertrouwt	vertrouwen	1	6	singular	singular	Het stel tantes onder de stoel vertrouwt de persoon.
Het paar zangers bij de boom stimuleert	Het paar zangers bij de boom stimuleren	stimuleert	stimuleren	1	6	singular	singular	Het paar zangers bij de boom stimuleert de persoon.
De groep mannen onder de stoel bekritiseert	De groep mannen onder de stoel bekritiseren	bekritiseert	bekritiseren	1	6	singular	singular	De groep mannen onder de stoel bekritiseert de persoon.
Het stel ooms achter het raam groet	Het stel ooms achter het raam groeten	groet	groeten	1	6	singular	singular	Het stel ooms achter het raam groet de persoon.
Het paar jongens onder de vrachtwagen vertrouwt	Het paar jongens onder de vrachtwagen vertrouwen	vertrouwt	vertrouwen	1	6	singular	singular	Het paar jongens onder de vrachtwagen vertrouwt de persoon.
Het paar vrienden naast de stoel bekritiseert	Het paar vrienden naast de stoel bekritiseren	bekritiseert	bekritiseren	1	6	singular	singular	Het paar vrienden naast de stoel bekritiseert de persoon.
Het stel doktoren bij de stoel ziet	Het stel doktoren bij de stoel zien	ziet	zien	1	6	singular	singular	Het stel doktoren bij de stoel ziet de persoon.
Het paar ooms naast de tafel hoort	Het paar ooms naast de tafel horen	hoort	horen	1	6	singular	singular	Het paar ooms naast de tafel hoort de persoon.
Het aantal vrouwen op het raam onderzoekt	Het aantal vrouwen op het raam onderzoeken	onderzoekt	onderzoeken	1	6	singular	singular	Het aantal vrouwen op het raam onderzoekt de persoon.
Het stel leraren op het bureau begrijpt	Het stel leraren op het bureau begrijpen	begrijpt	begrijpen	1	6	singular	singular	Het stel leraren op het bureau begrijpt de persoon.
De hoeveelheid boeren onder de tafel hoort	De hoeveelheid boeren onder de tafel horen	hoort	horen	1	6	singular	singular	De hoeveelheid boeren onder de tafel hoort de persoon.
Het stel doktoren onder de stoel ziet	Het stel doktoren onder de stoel zien	ziet	zien	1	6	singular	singular	Het stel doktoren onder de stoel ziet de persoon.
De hoeveelheid moeders onder de stoel vertrouwt	De hoeveelheid moeders onder de stoel vertrouwen	vertrouwt	vertrouwen	1	6	singular	singular	De hoeveelheid moeders onder de stoel vertrouwt de persoon.
Het aantal vrienden onder de vrachtwagen roept	Het aantal vrienden onder de vrachtwagen roepen	roept	roepen	1	6	singular	singular	Het aantal vrienden onder de vrachtwagen roept de persoon.
De hoeveelheid vaders bij de tafel mist	De hoeveelheid vaders bij de tafel missen	mist	missen	1	6	singular	singular	De hoeveelheid vaders bij de tafel mist de persoon.
Het paar vrienden naast de fiets begrijpt	Het paar vrienden naast de fiets begrijpen	begrijpt	begrijpen	1	6	singular	singular	Het paar vrienden naast de fiets begrijpt de persoon.
De groep jongens achter het bureau verleidt	De groep jongens achter het bureau verleiden	verleidt	verleiden	1	6	singular	singular	De groep jongens achter het bureau verleidt de persoon.
De hoeveelheid doktoren op het bureau stimuleert	De hoeveelheid doktoren op het bureau stimuleren	stimuleert	stimuleren	1	6	singular	singular	De hoeveelheid doktoren op het bureau stimuleert de persoon.
Het stel zangers naast de tafel stimuleert	Het stel zangers naast de tafel stimuleren	stimuleert	stimuleren	1	6	singular	singular	Het stel zangers naast de tafel stimuleert de persoon.
De groep vaders bij de boom steunt	De groep vaders bij de boom steunen	steunt	steunen	1	6	singular	singular	De groep vaders bij de boom steunt de persoon.
Het aantal leraren naast het raam hoort	Het aantal leraren naast het raam horen	hoort	horen	1	6	singular	singular	Het aantal leraren naast het raam hoort de persoon.
De groep jongens op het bureau groet	De groep jongens op het bureau groeten	groet	groeten	1	6	singular	singular	De groep jongens op het bureau groet de persoon.
Het paar leraren onder de stoel kent	Het paar leraren onder de stoel kennen	kent	kennen	1	6	singular	singular	Het paar leraren onder de stoel kent de persoon.
Het paar vrouwen op de boom kent	Het paar vrouwen op de boom kennen	kent	kennen	1	6	singular	singular	Het paar vrouwen op de boom kent de persoon.
Het stel meiden onder het bureau verleidt	Het stel meiden onder het bureau verleiden	verleidt	verleiden	1	6	singular	singular	Het stel meiden onder het bureau verleidt de persoon.
Het stel zangers op het raam verleidt	Het stel zangers op het raam verleiden	verleidt	verleiden	1	6	singular	singular	Het stel zangers op het raam verleidt de persoon.
Het stel vrienden onder het raam begrijpt	Het stel vrienden onder het raam begrijpen	begrijpt	begrijpen	1	6	singular	singular	Het stel vrienden onder het raam begrijpt de persoon.
Het aantal advocaten bij de vrachtwagen verleidt	Het aantal advocaten bij de vrachtwagen verleiden	verleidt	verleiden	1	6	singular	singular	Het aantal advocaten bij de vrachtwagen verleidt de persoon.
Het aantal vrienden bij het bureau groet	Het aantal vrienden bij het bureau groeten	groet	groeten	1	6	singular	singular	Het aantal vrienden bij het bureau groet de persoon.
De hoeveelheid tantes bij de stoel steunt	De hoeveelheid tantes bij de stoel steunen	steunt	steunen	1	6	singular	singular	De hoeveelheid tantes bij de stoel steunt de persoon.
De hoeveelheid mannen achter het raam vermijdt	De hoeveelheid mannen achter het raam vermijden	vermijdt	vermijden	1	6	singular	singular	De hoeveelheid mannen achter het raam vermijdt de persoon.
De hoeveelheid zangers bij het bureau onderzoekt	De hoeveelheid zangers bij het bureau onderzoeken	onderzoekt	onderzoeken	1	6	singular	singular	De hoeveelheid zangers bij het bureau onderzoekt de persoon.
Het paar advocaten onder de tafel begrijpt	Het paar advocaten onder de tafel begrijpen	begrijpt	begrijpen	1	6	singular	singular	Het paar advocaten onder de tafel begrijpt de persoon.
De hoeveelheid advocaten onder het bureau bekritiseert	De hoeveelheid advocaten onder het bureau bekritiseren	bekritiseert	bekritiseren	1	6	singular	singular	De hoeveelheid advocaten onder het bureau bekritiseert de persoon.
Het stel meiden bij de fiets bekritiseert	Het stel meiden bij de fiets bekritiseren	bekritiseert	bekritiseren	1	6	singular	singular	Het stel meiden bij de fiets bekritiseert de persoon.
De hoeveelheid tantes onder de vrachtwagen bekritiseert	De hoeveelheid tantes onder de vrachtwagen bekritiseren	bekritiseert	bekritiseren	1	6	singular	singular	De hoeveelheid tantes onder de vrachtwagen bekritiseert de persoon.
De hoeveelheid boeren onder de vrachtwagen ziet	De hoeveelheid boeren onder de vrachtwagen zien	ziet	zien	1	6	singular	singular	De hoeveelheid boeren onder de vrachtwagen ziet de persoon.
De hoeveelheid meiden achter de boom verleidt	De hoeveelheid meiden achter de boom verleiden	verleidt	verleiden	1	6	singular	singular	De hoeveelheid meiden achter de boom verleidt de persoon.
De hoeveelheid vaders achter de fiets verleidt	De hoeveelheid vaders achter de fiets verleiden	verleidt	verleiden	1	6	singular	singular	De hoeveelheid vaders achter de fiets verleidt de persoon.
De groep advocaten bij de vrachtwagen steunt	De groep advocaten bij de vrachtwagen steunen	steunt	steunen	1	6	singular	singular	De groep advocaten bij de vrachtwagen steunt de persoon.
De groep vrouwen achter de stoel mist	De groep vrouwen achter de stoel missen	mist	missen	1	6	singular	singular	De groep vrouwen achter de stoel mist de persoon.
De groep mannen onder de vrachtwagen groet	De groep mannen onder de vrachtwagen groeten	groet	groeten	1	6	singular	singular	De groep mannen onder de vrachtwagen groet de persoon.
De hoeveelheid mannen bij de stoel begrijpt	De hoeveelheid mannen bij de stoel begrijpen	begrijpt	begrijpen	1	6	singular	singular	De hoeveelheid mannen bij de stoel begrijpt de persoon.
Het aantal zangers naast de vrachtwagen bekritiseert	Het aantal zangers naast de vrachtwagen bekritiseren	bekritiseert	bekritiseren	1	6	singular	singular	Het aantal zangers naast de vrachtwagen bekritiseert de persoon.
Het stel doktoren onder de fiets herkent	Het stel doktoren onder de fiets herkennen	herkent	herkennen	1	6	singular	singular	Het stel doktoren onder de fiets herkent de persoon.
Het aantal moeders onder het bureau kent	Het aantal moeders onder het bureau kennen	kent	kennen	1	6	singular	singular	Het aantal moeders onder het bureau kent de persoon.
Het paar mannen onder de vrachtwagen begrijpt	Het paar mannen onder de vrachtwagen begrijpen	begrijpt	begrijpen	1	6	singular	singular	Het paar mannen onder de vrachtwagen begrijpt de persoon.
Het paar moeders op het bureau vertrouwt	Het paar moeders op het bureau vertrouwen	vertrouwt	vertrouwen	1	6	singular	singular	Het paar moeders op het bureau vertrouwt de persoon.
De groep vrienden naast de boom herkent	De groep vrienden naast de boom herkennen	herkent	herkennen	1	6	singular	singular	De groep vrienden naast de boom herkent de persoon.
Het stel moeders onder de stoel roept	Het stel moeders onder de stoel roepen	roept	roepen	1	6	singular	singular	Het stel moeders onder de stoel roept de persoon.
Het aantal vaders op het bureau ziet	Het aantal vaders op het bureau zien	ziet	zien	1	6	singular	singular	Het aantal vaders op het bureau ziet de persoon.
De hoeveelheid jongens onder de boom ziet	De hoeveelheid jongens onder de boom zien	ziet	zien	1	6	singular	singular	De hoeveelheid jongens onder de boom ziet de persoon.
Het aantal ooms bij het bureau kent	Het aantal ooms bij het bureau kennen	kent	kennen	1	6	singular	singular	Het aantal ooms bij het bureau kent de persoon.
Het aantal vrienden onder de boom steunt	Het aantal vrienden onder de boom steunen	steunt	steunen	1	6	singular	singular	Het aantal vrienden onder de boom steunt de persoon.
De hoeveelheid advocaten op het raam herkent	De hoeveelheid advocaten op het raam herkennen	herkent	herkennen	1	6	singular	singular	De hoeveelheid advocaten op het raam herkent de persoon.
Het paar zangers achter de tafel onderzoekt	Het paar zangers achter de tafel onderzoeken	onderzoekt	onderzoeken	1	6	singular	singular	Het paar zangers achter de tafel onderzoekt de persoon.
De groep ooms achter de boom vertrouwt	De groep ooms achter de boom vertrouwen	vertrouwt	vertrouwen	1	6	singular	singular	De groep ooms achter de boom vertrouwt de persoon.
