agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	completed
De persoon ziet dat de persoon de persoon steunt	De persoon ziet dat de persoon de persoon steunen	steunt	steunen	5	8	singular	singular	De persoon ziet dat de persoon de persoon steunt.
De leider ziet dat de dichter de persoon kent	De leider ziet dat de dichter de persoon kennen	kent	kennen	5	8	singular	singular	De leider ziet dat de dichter de persoon kent.
De leider ziet dat de vriend de persoon ziet	De leider ziet dat de vriend de persoon zien	ziet	zien	5	8	singular	singular	De leider ziet dat de vriend de persoon ziet.
De leider denkt dat de oom de persoon mist	De leider denkt dat de oom de persoon missen	mist	missen	5	8	singular	singular	De leider denkt dat de oom de persoon mist.
De persoon ziet dat de oom de persoon herkent	De persoon ziet dat de oom de persoon herkennen	herkent	herkennen	5	8	singular	singular	De persoon ziet dat de oom de persoon herkent.
De leider wenst dat de inwoner de persoon ziet	De leider wenst dat de inwoner de persoon zien	ziet	zien	5	8	singular	singular	De leider wenst dat de inwoner de persoon ziet.
De persoon wenst dat de vader de persoon ziet	De persoon wenst dat de vader de persoon zien	ziet	zien	5	8	singular	singular	De persoon wenst dat de vader de persoon ziet.
De directeur wil dat de moeder de persoon mist	De directeur wil dat de moeder de persoon missen	mist	missen	5	8	singular	singular	De directeur wil dat de moeder de persoon mist.
De persoon ziet dat de advocaat de persoon vermijdt	De persoon ziet dat de advocaat de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De persoon ziet dat de advocaat de persoon vermijdt.
De directeur wenst dat de inwoner de persoon ziet	De directeur wenst dat de inwoner de persoon zien	ziet	zien	5	8	singular	singular	De directeur wenst dat de inwoner de persoon ziet.
De werkgever wil dat de dichter de persoon begrijpt	De werkgever wil dat de dichter de persoon begrijpen	begrijpt	begrijpen	5	8	singular	singular	De werkgever wil dat de dichter de persoon begrijpt.
De toeschouwer gelooft dat de schrijver de persoon stimuleert	De toeschouwer gelooft dat de schrijver de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De toeschouwer gelooft dat de schrijver de persoon stimuleert.
De persoon wenst dat de zanger de persoon hoort	De persoon wenst dat de zanger de persoon horen	hoort	horen	5	8	singular	singular	De persoon wenst dat de zanger de persoon hoort.
De persoon ziet dat de zanger de persoon vermijdt	De persoon ziet dat de zanger de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De persoon ziet dat de zanger de persoon vermijdt.
De directeur denkt dat de vriend de persoon bekritiseert	De directeur denkt dat de vriend de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De directeur denkt dat de vriend de persoon bekritiseert.
De automobilist wil dat de vriend de persoon verleidt	De automobilist wil dat de vriend de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De automobilist wil dat de vriend de persoon verleidt.
De leider denkt dat de advocaat de persoon stimuleert	De leider denkt dat de advocaat de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De leider denkt dat de advocaat de persoon stimuleert.
De werkgever denkt dat de moeder de persoon bekritiseert	De werkgever denkt dat de moeder de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De werkgever denkt dat de moeder de persoon bekritiseert.
De persoon ziet dat de dokter de persoon herkent	De persoon ziet dat de dokter de persoon herkennen	herkent	herkennen	5	8	singular	singular	De persoon ziet dat de dokter de persoon herkent.
De directeur wenst dat de oom de persoon hoort	De directeur wenst dat de oom de persoon horen	hoort	horen	5	8	singular	singular	De directeur wenst dat de oom de persoon hoort.
De directeur wil dat de zanger de persoon vertrouwt	De directeur wil dat de zanger de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De directeur wil dat de zanger de persoon vertrouwt.
De persoon denkt dat de inwoner de persoon roept	De persoon denkt dat de inwoner de persoon roepen	roept	roepen	5	8	singular	singular	De persoon denkt dat de inwoner de persoon roept.
De werkgever ziet dat de persoon de persoon hoort	De werkgever ziet dat de persoon de persoon horen	hoort	horen	5	8	singular	singular	De werkgever ziet dat de persoon de persoon hoort.
De leider wil dat de moeder de persoon vermijdt	De leider wil dat de moeder de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De leider wil dat de moeder de persoon vermijdt.
De automobilist wenst dat de man de persoon verleidt	De automobilist wenst dat de man de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De automobilist wenst dat de man de persoon verleidt.
De automobilist ziet dat de winnaar de persoon vertrouwt	De automobilist ziet dat de winnaar de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De automobilist ziet dat de winnaar de persoon vertrouwt.
De werkgever wil dat de persoon de persoon mist	De werkgever wil dat de persoon de persoon missen	mist	missen	5	8	singular	singular	De werkgever wil dat de persoon de persoon mist.
De automobilist wenst dat de dichter de persoon bekritiseert	De automobilist wenst dat de dichter de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De automobilist wenst dat de dichter de persoon bekritiseert.
De persoon ziet dat de oom de persoon bekritiseert	De persoon ziet dat de oom de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De persoon ziet dat de oom de persoon bekritiseert.
De persoon wil dat de moeder de persoon roept	De persoon wil dat de moeder de persoon roepen	roept	roepen	5	8	singular	singular	De persoon wil dat de moeder de persoon roept.
De persoon wenst dat de advocaat de persoon verleidt	De persoon wenst dat de advocaat de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De persoon wenst dat de advocaat de persoon verleidt.
De toeschouwer ziet dat de persoon de persoon onderzoekt	De toeschouwer ziet dat de persoon de persoon onderzoeken	onderzoekt	onderzoeken	5	8	singular	singular	De toeschouwer ziet dat de persoon de persoon onderzoekt.
De toeschouwer ziet dat de persoon de persoon groet	De toeschouwer ziet dat de persoon de persoon groeten	groet	groeten	5	8	singular	singular	De toeschouwer ziet dat de persoon de persoon groet.
De automobilist wil dat de man de persoon verleidt	De automobilist wil dat de man de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De automobilist wil dat de man de persoon verleidt.
De werkgever denkt dat de jongen de persoon mist	De werkgever denkt dat de jongen de persoon missen	mist	missen	5	8	singular	singular	De werkgever denkt dat de jongen de persoon mist.
De werkgever wil dat de inwoner de persoon herkent	De werkgever wil dat de inwoner de persoon herkennen	herkent	herkennen	5	8	singular	singular	De werkgever wil dat de inwoner de persoon herkent.
De toeschouwer ziet dat de jongen de persoon roept	De toeschouwer ziet dat de jongen de persoon roepen	roept	roepen	5	8	singular	singular	De toeschouwer ziet dat de jongen de persoon roept.
De directeur gelooft dat de vriend de persoon steunt	De directeur gelooft dat de vriend de persoon steunen	steunt	steunen	5	8	singular	singular	De directeur gelooft dat de vriend de persoon steunt.
De werkgever ziet dat de jongen de persoon vertrouwt	De werkgever ziet dat de jongen de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De werkgever ziet dat de jongen de persoon vertrouwt.
De toeschouwer gelooft dat de inwoner de persoon hoort	De toeschouwer gelooft dat de inwoner de persoon horen	hoort	horen	5	8	singular	singular	De toeschouwer gelooft dat de inwoner de persoon hoort.
De leider denkt dat de dichter de persoon ziet	De leider denkt dat de dichter de persoon zien	ziet	zien	5	8	singular	singular	De leider denkt dat de dichter de persoon ziet.
De directeur wenst dat de vriend de persoon verleidt	De directeur wenst dat de vriend de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De directeur wenst dat de vriend de persoon verleidt.
De persoon wenst dat de man de persoon bekritiseert	De persoon wenst dat de man de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De persoon wenst dat de man de persoon bekritiseert.
De automobilist wenst dat de inwoner de persoon stimuleert	De automobilist wenst dat de inwoner de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De automobilist wenst dat de inwoner de persoon stimuleert.
De leider wil dat de dokter de persoon groet	De leider wil dat de dokter de persoon groeten	groet	groeten	5	8	singular	singular	De leider wil dat de dokter de persoon groet.
De werkgever denkt dat de man de persoon groet	De werkgever denkt dat de man de persoon groeten	groet	groeten	5	8	singular	singular	De werkgever denkt dat de man de persoon groet.
De persoon denkt dat de moeder de persoon ziet	De persoon denkt dat de moeder de persoon zien	ziet	zien	5	8	singular	singular	De persoon denkt dat de moeder de persoon ziet.
De directeur gelooft dat de schrijver de persoon roept	De directeur gelooft dat de schrijver de persoon roepen	roept	roepen	5	8	singular	singular	De directeur gelooft dat de schrijver de persoon roept.
De leider denkt dat de inwoner de persoon roept	De leider denkt dat de inwoner de persoon roepen	roept	roepen	5	8	singular	singular	De leider denkt dat de inwoner de persoon roept.
De automobilist ziet dat de man de persoon begrijpt	De automobilist ziet dat de man de persoon begrijpen	begrijpt	begrijpen	5	8	singular	singular	De automobilist ziet dat de man de persoon begrijpt.
De werkgever gelooft dat de winnaar de persoon roept	De werkgever gelooft dat de winnaar de persoon roepen	roept	roepen	5	8	singular	singular	De werkgever gelooft dat de winnaar de persoon roept.
De toeschouwer wil dat de dokter de persoon herkent	De toeschouwer wil dat de dokter de persoon herkennen	herkent	herkennen	5	8	singular	singular	De toeschouwer wil dat de dokter de persoon herkent.
De leider wenst dat de inwoner de persoon stimuleert	De leider wenst dat de inwoner de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De leider wenst dat de inwoner de persoon stimuleert.
De directeur denkt dat de winnaar de persoon vermijdt	De directeur denkt dat de winnaar de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De directeur denkt dat de winnaar de persoon vermijdt.
De directeur wil dat de dichter de persoon roept	De directeur wil dat de dichter de persoon roepen	roept	roepen	5	8	singular	singular	De directeur wil dat de dichter de persoon roept.
De leider gelooft dat de vriend de persoon mist	De leider gelooft dat de vriend de persoon missen	mist	missen	5	8	singular	singular	De leider gelooft dat de vriend de persoon mist.
De automobilist wenst dat de dichter de persoon mist	De automobilist wenst dat de dichter de persoon missen	mist	missen	5	8	singular	singular	De automobilist wenst dat de dichter de persoon mist.
De persoon wenst dat de schrijver de persoon vertrouwt	De persoon wenst dat de schrijver de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De persoon wenst dat de schrijver de persoon vertrouwt.
De automobilist ziet dat de oom de persoon begrijpt	De automobilist ziet dat de oom de persoon begrijpen	begrijpt	begrijpen	5	8	singular	singular	De automobilist ziet dat de oom de persoon begrijpt.
De werkgever ziet dat de persoon de persoon groet	De werkgever ziet dat de persoon de persoon groeten	groet	groeten	5	8	singular	singular	De werkgever ziet dat de persoon de persoon groet.
De werkgever wil dat de schrijver de persoon roept	De werkgever wil dat de schrijver de persoon roepen	roept	roepen	5	8	singular	singular	De werkgever wil dat de schrijver de persoon roept.
De persoon ziet dat de oom de persoon roept	De persoon ziet dat de oom de persoon roepen	roept	roepen	5	8	singular	singular	De persoon ziet dat de oom de persoon roept.
De toeschouwer ziet dat de zanger de persoon stimuleert	De toeschouwer ziet dat de zanger de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De toeschouwer ziet dat de zanger de persoon stimuleert.
De leider denkt dat de jongen de persoon stimuleert	De leider denkt dat de jongen de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De leider denkt dat de jongen de persoon stimuleert.
De werkgever denkt dat de jongen de persoon ziet	De werkgever denkt dat de jongen de persoon zien	ziet	zien	5	8	singular	singular	De werkgever denkt dat de jongen de persoon ziet.
De directeur gelooft dat de dichter de persoon verleidt	De directeur gelooft dat de dichter de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De directeur gelooft dat de dichter de persoon verleidt.
De leider ziet dat de dokter de persoon verleidt	De leider ziet dat de dokter de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De leider ziet dat de dokter de persoon verleidt.
De automobilist wil dat de inwoner de persoon mist	De automobilist wil dat de inwoner de persoon missen	mist	missen	5	8	singular	singular	De automobilist wil dat de inwoner de persoon mist.
De werkgever ziet dat de jongen de persoon ziet	De werkgever ziet dat de jongen de persoon zien	ziet	zien	5	8	singular	singular	De werkgever ziet dat de jongen de persoon ziet.
De persoon ziet dat de man de persoon stimuleert	De persoon ziet dat de man de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De persoon ziet dat de man de persoon stimuleert.
De automobilist wenst dat de oom de persoon stimuleert	De automobilist wenst dat de oom de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De automobilist wenst dat de oom de persoon stimuleert.
De leider denkt dat de jongen de persoon groet	De leider denkt dat de jongen de persoon groeten	groet	groeten	5	8	singular	singular	De leider denkt dat de jongen de persoon groet.
De automobilist wil dat de persoon de persoon vermijdt	De automobilist wil dat de persoon de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De automobilist wil dat de persoon de persoon vermijdt.
De directeur ziet dat de moeder de persoon roept	De directeur ziet dat de moeder de persoon roepen	roept	roepen	5	8	singular	singular	De directeur ziet dat de moeder de persoon roept.
De toeschouwer wenst dat de winnaar de persoon steunt	De toeschouwer wenst dat de winnaar de persoon steunen	steunt	steunen	5	8	singular	singular	De toeschouwer wenst dat de winnaar de persoon steunt.
De persoon wil dat de dichter de persoon groet	De persoon wil dat de dichter de persoon groeten	groet	groeten	5	8	singular	singular	De persoon wil dat de dichter de persoon groet.
De leider wenst dat de dokter de persoon herkent	De leider wenst dat de dokter de persoon herkennen	herkent	herkennen	5	8	singular	singular	De leider wenst dat de dokter de persoon herkent.
De persoon denkt dat de oom de persoon herkent	De persoon denkt dat de oom de persoon herkennen	herkent	herkennen	5	8	singular	singular	De persoon denkt dat de oom de persoon herkent.
De werkgever wenst dat de schrijver de persoon vertrouwt	De werkgever wenst dat de schrijver de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De werkgever wenst dat de schrijver de persoon vertrouwt.
De leider gelooft dat de zanger de persoon bekritiseert	De leider gelooft dat de zanger de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De leider gelooft dat de zanger de persoon bekritiseert.
De leider gelooft dat de dokter de persoon vertrouwt	De leider gelooft dat de dokter de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De leider gelooft dat de dokter de persoon vertrouwt.
De directeur gelooft dat de dokter de persoon groet	De directeur gelooft dat de dokter de persoon groeten	groet	groeten	5	8	singular	singular	De directeur gelooft dat de dokter de persoon groet.
De toeschouwer wil dat de jongen de persoon hoort	De toeschouwer wil dat de jongen de persoon horen	hoort	horen	5	8	singular	singular	De toeschouwer wil dat de jongen de persoon hoort.
De werkgever gelooft dat de persoon de persoon bekritiseert	De werkgever gelooft dat de persoon de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De werkgever gelooft dat de persoon de persoon bekritiseert.
De directeur denkt dat de schrijver de persoon verleidt	De directeur denkt dat de schrijver de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De directeur denkt dat de schrijver de persoon verleidt.
De toeschouwer wil dat de advocaat de persoon bekritiseert	De toeschouwer wil dat de advocaat de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De toeschouwer wil dat de advocaat de persoon bekritiseert.
De werkgever ziet dat de jongen de persoon herkent	De werkgever ziet dat de jongen de persoon herkennen	herkent	herkennen	5	8	singular	singular	De werkgever ziet dat de jongen de persoon herkent.
De toeschouwer wil dat de jongen de persoon vermijdt	De toeschouwer wil dat de jongen de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De toeschouwer wil dat de jongen de persoon vermijdt.
De toeschouwer ziet dat de zanger de persoon kent	De toeschouwer ziet dat de zanger de persoon kennen	kent	kennen	5	8	singular	singular	De toeschouwer ziet dat de zanger de persoon kent.
De leider wil dat de winnaar de persoon vertrouwt	De leider wil dat de winnaar de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De leider wil dat de winnaar de persoon vertrouwt.
De werkgever denkt dat de man de persoon steunt	De werkgever denkt dat de man de persoon steunen	steunt	steunen	5	8	singular	singular	De werkgever denkt dat de man de persoon steunt.
De leider denkt dat de jongen de persoon herkent	De leider denkt dat de jongen de persoon herkennen	herkent	herkennen	5	8	singular	singular	De leider denkt dat de jongen de persoon herkent.
De directeur wil dat de schrijver de persoon vermijdt	De directeur wil dat de schrijver de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De directeur wil dat de schrijver de persoon vermijdt.
De leider wenst dat de oom de persoon roept	De leider wenst dat de oom de persoon roepen	roept	roepen	5	8	singular	singular	De leider wenst dat de oom de persoon roept.
De leider ziet dat de dichter de persoon mist	De leider ziet dat de dichter de persoon missen	mist	missen	5	8	singular	singular	De leider ziet dat de dichter de persoon mist.
De toeschouwer denkt dat de oom de persoon onderzoekt	De toeschouwer denkt dat de oom de persoon onderzoeken	onderzoekt	onderzoeken	5	8	singular	singular	De toeschouwer denkt dat de oom de persoon onderzoekt.
De toeschouwer wil dat de jongen de persoon onderzoekt	De toeschouwer wil dat de jongen de persoon onderzoeken	onderzoekt	onderzoeken	5	8	singular	singular	De toeschouwer wil dat de jongen de persoon onderzoekt.
De directeur denkt dat de advocaat de persoon vertrouwt	De directeur denkt dat de advocaat de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De directeur denkt dat de advocaat de persoon vertrouwt.
De automobilist denkt dat de dichter de persoon steunt	De automobilist denkt dat de dichter de persoon steunen	steunt	steunen	5	8	singular	singular	De automobilist denkt dat de dichter de persoon steunt.
De directeur ziet dat de man de persoon kent	De directeur ziet dat de man de persoon kennen	kent	kennen	5	8	singular	singular	De directeur ziet dat de man de persoon kent.
De werkgever ziet dat de man de persoon steunt	De werkgever ziet dat de man de persoon steunen	steunt	steunen	5	8	singular	singular	De werkgever ziet dat de man de persoon steunt.
De automobilist gelooft dat de man de persoon kent	De automobilist gelooft dat de man de persoon kennen	kent	kennen	5	8	singular	singular	De automobilist gelooft dat de man de persoon kent.
De persoon ziet dat de advocaat de persoon verleidt	De persoon ziet dat de advocaat de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De persoon ziet dat de advocaat de persoon verleidt.
De toeschouwer wenst dat de moeder de persoon bekritiseert	De toeschouwer wenst dat de moeder de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De toeschouwer wenst dat de moeder de persoon bekritiseert.
De toeschouwer ziet dat de vriend de persoon hoort	De toeschouwer ziet dat de vriend de persoon horen	hoort	horen	5	8	singular	singular	De toeschouwer ziet dat de vriend de persoon hoort.
De persoon wenst dat de dichter de persoon hoort	De persoon wenst dat de dichter de persoon horen	hoort	horen	5	8	singular	singular	De persoon wenst dat de dichter de persoon hoort.
De toeschouwer denkt dat de dokter de persoon verleidt	De toeschouwer denkt dat de dokter de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De toeschouwer denkt dat de dokter de persoon verleidt.
De werkgever wenst dat de inwoner de persoon verleidt	De werkgever wenst dat de inwoner de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De werkgever wenst dat de inwoner de persoon verleidt.
De leider wil dat de man de persoon herkent	De leider wil dat de man de persoon herkennen	herkent	herkennen	5	8	singular	singular	De leider wil dat de man de persoon herkent.
De directeur wil dat de dokter de persoon ziet	De directeur wil dat de dokter de persoon zien	ziet	zien	5	8	singular	singular	De directeur wil dat de dokter de persoon ziet.
De werkgever wenst dat de jongen de persoon ziet	De werkgever wenst dat de jongen de persoon zien	ziet	zien	5	8	singular	singular	De werkgever wenst dat de jongen de persoon ziet.
De toeschouwer wil dat de winnaar de persoon onderzoekt	De toeschouwer wil dat de winnaar de persoon onderzoeken	onderzoekt	onderzoeken	5	8	singular	singular	De toeschouwer wil dat de winnaar de persoon onderzoekt.
De toeschouwer ziet dat de vader de persoon vermijdt	De toeschouwer ziet dat de vader de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De toeschouwer ziet dat de vader de persoon vermijdt.
De persoon gelooft dat de man de persoon steunt	De persoon gelooft dat de man de persoon steunen	steunt	steunen	5	8	singular	singular	De persoon gelooft dat de man de persoon steunt.
De werkgever wenst dat de moeder de persoon vertrouwt	De werkgever wenst dat de moeder de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De werkgever wenst dat de moeder de persoon vertrouwt.
De werkgever gelooft dat de winnaar de persoon vertrouwt	De werkgever gelooft dat de winnaar de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De werkgever gelooft dat de winnaar de persoon vertrouwt.
De leider gelooft dat de man de persoon vermijdt	De leider gelooft dat de man de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De leider gelooft dat de man de persoon vermijdt.
De werkgever gelooft dat de dichter de persoon mist	De werkgever gelooft dat de dichter de persoon missen	mist	missen	5	8	singular	singular	De werkgever gelooft dat de dichter de persoon mist.
De automobilist denkt dat de oom de persoon groet	De automobilist denkt dat de oom de persoon groeten	groet	groeten	5	8	singular	singular	De automobilist denkt dat de oom de persoon groet.
De persoon wenst dat de zanger de persoon bekritiseert	De persoon wenst dat de zanger de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De persoon wenst dat de zanger de persoon bekritiseert.
De werkgever wil dat de schrijver de persoon vertrouwt	De werkgever wil dat de schrijver de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De werkgever wil dat de schrijver de persoon vertrouwt.
De automobilist denkt dat de winnaar de persoon mist	De automobilist denkt dat de winnaar de persoon missen	mist	missen	5	8	singular	singular	De automobilist denkt dat de winnaar de persoon mist.
De werkgever wil dat de zanger de persoon verleidt	De werkgever wil dat de zanger de persoon verleiden	verleidt	verleiden	5	8	singular	singular	De werkgever wil dat de zanger de persoon verleidt.
De toeschouwer ziet dat de inwoner de persoon vertrouwt	De toeschouwer ziet dat de inwoner de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De toeschouwer ziet dat de inwoner de persoon vertrouwt.
De toeschouwer ziet dat de moeder de persoon steunt	De toeschouwer ziet dat de moeder de persoon steunen	steunt	steunen	5	8	singular	singular	De toeschouwer ziet dat de moeder de persoon steunt.
De persoon gelooft dat de dichter de persoon hoort	De persoon gelooft dat de dichter de persoon horen	hoort	horen	5	8	singular	singular	De persoon gelooft dat de dichter de persoon hoort.
De leider ziet dat de persoon de persoon vermijdt	De leider ziet dat de persoon de persoon vermijden	vermijdt	vermijden	5	8	singular	singular	De leider ziet dat de persoon de persoon vermijdt.
De toeschouwer wenst dat de vriend de persoon stimuleert	De toeschouwer wenst dat de vriend de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De toeschouwer wenst dat de vriend de persoon stimuleert.
De directeur wil dat de vriend de persoon hoort	De directeur wil dat de vriend de persoon horen	hoort	horen	5	8	singular	singular	De directeur wil dat de vriend de persoon hoort.
De persoon gelooft dat de advocaat de persoon kent	De persoon gelooft dat de advocaat de persoon kennen	kent	kennen	5	8	singular	singular	De persoon gelooft dat de advocaat de persoon kent.
De directeur denkt dat de schrijver de persoon roept	De directeur denkt dat de schrijver de persoon roepen	roept	roepen	5	8	singular	singular	De directeur denkt dat de schrijver de persoon roept.
De persoon denkt dat de zanger de persoon vertrouwt	De persoon denkt dat de zanger de persoon vertrouwen	vertrouwt	vertrouwen	5	8	singular	singular	De persoon denkt dat de zanger de persoon vertrouwt.
De automobilist ziet dat de winnaar de persoon roept	De automobilist ziet dat de winnaar de persoon roepen	roept	roepen	5	8	singular	singular	De automobilist ziet dat de winnaar de persoon roept.
De werkgever denkt dat de inwoner de persoon begrijpt	De werkgever denkt dat de inwoner de persoon begrijpen	begrijpt	begrijpen	5	8	singular	singular	De werkgever denkt dat de inwoner de persoon begrijpt.
De werkgever ziet dat de persoon de persoon kent	De werkgever ziet dat de persoon de persoon kennen	kent	kennen	5	8	singular	singular	De werkgever ziet dat de persoon de persoon kent.
De automobilist denkt dat de jongen de persoon roept	De automobilist denkt dat de jongen de persoon roepen	roept	roepen	5	8	singular	singular	De automobilist denkt dat de jongen de persoon roept.
De werkgever ziet dat de schrijver de persoon stimuleert	De werkgever ziet dat de schrijver de persoon stimuleren	stimuleert	stimuleren	5	8	singular	singular	De werkgever ziet dat de schrijver de persoon stimuleert.
De persoon denkt dat de vader de persoon herkent	De persoon denkt dat de vader de persoon herkennen	herkent	herkennen	5	8	singular	singular	De persoon denkt dat de vader de persoon herkent.
De toeschouwer wil dat de vriend de persoon bekritiseert	De toeschouwer wil dat de vriend de persoon bekritiseren	bekritiseert	bekritiseren	5	8	singular	singular	De toeschouwer wil dat de vriend de persoon bekritiseert.
De leider wil dat de persoon de persoon roept	De leider wil dat de persoon de persoon roepen	roept	roepen	5	8	singular	singular	De leider wil dat de persoon de persoon roept.
