agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	completed
De directeur denkt dat de vader werkt	De directeur denkt dat de vader werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de vader werkt.
De persoon wenst dat de vader werkt	De persoon wenst dat de vader werken	werkt	werken	5	6	singular	singular	De persoon wenst dat de vader werkt.
De werkgever wenst dat de vrouw loopt	De werkgever wenst dat de vrouw lopen	loopt	lopen	5	6	singular	singular	De werkgever wenst dat de vrouw loopt.
De persoon wenst dat de winnaar praat	De persoon wenst dat de winnaar praten	praat	praten	5	6	singular	singular	De persoon wenst dat de winnaar praat.
De persoon ziet dat de zanger lacht	De persoon ziet dat de zanger lachen	lacht	lachen	5	6	singular	singular	De persoon ziet dat de zanger lacht.
De leider wenst dat de vader werkt	De leider wenst dat de vader werken	werkt	werken	5	6	singular	singular	De leider wenst dat de vader werkt.
De persoon wil dat de vrouw komt	De persoon wil dat de vrouw komen	komt	komen	5	6	singular	singular	De persoon wil dat de vrouw komt.
De persoon wil dat de vrouw werkt	De persoon wil dat de vrouw werken	werkt	werken	5	6	singular	singular	De persoon wil dat de vrouw werkt.
De automobilist wil dat de atleet zit	De automobilist wil dat de atleet zitten	zit	zitten	5	6	singular	singular	De automobilist wil dat de atleet zit.
De persoon ziet dat de winnaar loopt	De persoon ziet dat de winnaar lopen	loopt	lopen	5	6	singular	singular	De persoon ziet dat de winnaar loopt.
De werkgever ziet dat de meid werkt	De werkgever ziet dat de meid werken	werkt	werken	5	6	singular	singular	De werkgever ziet dat de meid werkt.
De directeur gelooft dat de dichter komt	De directeur gelooft dat de dichter komen	komt	komen	5	6	singular	singular	De directeur gelooft dat de dichter komt.
De directeur wil dat de dichter werkt	De directeur wil dat de dichter werken	werkt	werken	5	6	singular	singular	De directeur wil dat de dichter werkt.
De toeschouwer denkt dat de schrijver zit	De toeschouwer denkt dat de schrijver zitten	zit	zitten	5	6	singular	singular	De toeschouwer denkt dat de schrijver zit.
De toeschouwer denkt dat de dichter werkt	De toeschouwer denkt dat de dichter werken	werkt	werken	5	6	singular	singular	De toeschouwer denkt dat de dichter werkt.
De directeur ziet dat de vriend komt	De directeur ziet dat de vriend komen	komt	komen	5	6	singular	singular	De directeur ziet dat de vriend komt.
De directeur wil dat de inwoner groeit	De directeur wil dat de inwoner groeien	groeit	groeien	5	6	singular	singular	De directeur wil dat de inwoner groeit.
De directeur ziet dat de zanger lacht	De directeur ziet dat de zanger lachen	lacht	lachen	5	6	singular	singular	De directeur ziet dat de zanger lacht.
De persoon wenst dat de boer groeit	De persoon wenst dat de boer groeien	groeit	groeien	5	6	singular	singular	De persoon wenst dat de boer groeit.
De leider wenst dat de leraar praat	De leider wenst dat de leraar praten	praat	praten	5	6	singular	singular	De leider wenst dat de leraar praat.
De automobilist denkt dat de winnaar komt	De automobilist denkt dat de winnaar komen	komt	komen	5	6	singular	singular	De automobilist denkt dat de winnaar komt.
De directeur wil dat de tante lacht	De directeur wil dat de tante lachen	lacht	lachen	5	6	singular	singular	De directeur wil dat de tante lacht.
De werkgever gelooft dat de zanger komt	De werkgever gelooft dat de zanger komen	komt	komen	5	6	singular	singular	De werkgever gelooft dat de zanger komt.
De persoon denkt dat de jongen lacht	De persoon denkt dat de jongen lachen	lacht	lachen	5	6	singular	singular	De persoon denkt dat de jongen lacht.
De directeur wil dat de vader lacht	De directeur wil dat de vader lachen	lacht	lachen	5	6	singular	singular	De directeur wil dat de vader lacht.
De werkgever wil dat de meid loopt	De werkgever wil dat de meid lopen	loopt	lopen	5	6	singular	singular	De werkgever wil dat de meid loopt.
De leider wenst dat de advocaat zit	De leider wenst dat de advocaat zitten	zit	zitten	5	6	singular	singular	De leider wenst dat de advocaat zit.
De persoon gelooft dat de persoon groeit	De persoon gelooft dat de persoon groeien	groeit	groeien	5	6	singular	singular	De persoon gelooft dat de persoon groeit.
De toeschouwer ziet dat de atleet komt	De toeschouwer ziet dat de atleet komen	komt	komen	5	6	singular	singular	De toeschouwer ziet dat de atleet komt.
De werkgever wil dat de schrijver werkt	De werkgever wil dat de schrijver werken	werkt	werken	5	6	singular	singular	De werkgever wil dat de schrijver werkt.
De werkgever wenst dat de atleet lacht	De werkgever wenst dat de atleet lachen	lacht	lachen	5	6	singular	singular	De werkgever wenst dat de atleet lacht.
De persoon ziet dat de atleet werkt	De persoon ziet dat de atleet werken	werkt	werken	5	6	singular	singular	De persoon ziet dat de atleet werkt.
De leider denkt dat de moeder lacht	De leider denkt dat de moeder lachen	lacht	lachen	5	6	singular	singular	De leider denkt dat de moeder lacht.
De automobilist ziet dat de vriend werkt	De automobilist ziet dat de vriend werken	werkt	werken	5	6	singular	singular	De automobilist ziet dat de vriend werkt.
De leider denkt dat de jongen zit	De leider denkt dat de jongen zitten	zit	zitten	5	6	singular	singular	De leider denkt dat de jongen zit.
De directeur wil dat de boer groeit	De directeur wil dat de boer groeien	groeit	groeien	5	6	singular	singular	De directeur wil dat de boer groeit.
De leider denkt dat de meid komt	De leider denkt dat de meid komen	komt	komen	5	6	singular	singular	De leider denkt dat de meid komt.
De automobilist gelooft dat de vader zit	De automobilist gelooft dat de vader zitten	zit	zitten	5	6	singular	singular	De automobilist gelooft dat de vader zit.
De toeschouwer gelooft dat de man loopt	De toeschouwer gelooft dat de man lopen	loopt	lopen	5	6	singular	singular	De toeschouwer gelooft dat de man loopt.
De automobilist denkt dat de persoon lacht	De automobilist denkt dat de persoon lachen	lacht	lachen	5	6	singular	singular	De automobilist denkt dat de persoon lacht.
De werkgever gelooft dat de zanger zit	De werkgever gelooft dat de zanger zitten	zit	zitten	5	6	singular	singular	De werkgever gelooft dat de zanger zit.
De persoon wenst dat de advocaat loopt	De persoon wenst dat de advocaat lopen	loopt	lopen	5	6	singular	singular	De persoon wenst dat de advocaat loopt.
De automobilist wenst dat de vriend zit	De automobilist wenst dat de vriend zitten	zit	zitten	5	6	singular	singular	De automobilist wenst dat de vriend zit.
De leider gelooft dat de advocaat zit	De leider gelooft dat de advocaat zitten	zit	zitten	5	6	singular	singular	De leider gelooft dat de advocaat zit.
De toeschouwer denkt dat de dichter loopt	De toeschouwer denkt dat de dichter lopen	loopt	lopen	5	6	singular	singular	De toeschouwer denkt dat de dichter loopt.
De automobilist denkt dat de meid praat	De automobilist denkt dat de meid praten	praat	praten	5	6	singular	singular	De automobilist denkt dat de meid praat.
De persoon denkt dat de dokter loopt	De persoon denkt dat de dokter lopen	loopt	lopen	5	6	singular	singular	De persoon denkt dat de dokter loopt.
De automobilist wenst dat de tante lacht	De automobilist wenst dat de tante lachen	lacht	lachen	5	6	singular	singular	De automobilist wenst dat de tante lacht.
De directeur wenst dat de jongen komt	De directeur wenst dat de jongen komen	komt	komen	5	6	singular	singular	De directeur wenst dat de jongen komt.
De automobilist denkt dat de schrijver zit	De automobilist denkt dat de schrijver zitten	zit	zitten	5	6	singular	singular	De automobilist denkt dat de schrijver zit.
De toeschouwer ziet dat de atleet loopt	De toeschouwer ziet dat de atleet lopen	loopt	lopen	5	6	singular	singular	De toeschouwer ziet dat de atleet loopt.
De leider denkt dat de winnaar lacht	De leider denkt dat de winnaar lachen	lacht	lachen	5	6	singular	singular	De leider denkt dat de winnaar lacht.
De leider ziet dat de winnaar loopt	De leider ziet dat de winnaar lopen	loopt	lopen	5	6	singular	singular	De leider ziet dat de winnaar loopt.
De automobilist gelooft dat de zanger groeit	De automobilist gelooft dat de zanger groeien	groeit	groeien	5	6	singular	singular	De automobilist gelooft dat de zanger groeit.
De directeur wenst dat de winnaar werkt	De directeur wenst dat de winnaar werken	werkt	werken	5	6	singular	singular	De directeur wenst dat de winnaar werkt.
De persoon wil dat de boer lacht	De persoon wil dat de boer lachen	lacht	lachen	5	6	singular	singular	De persoon wil dat de boer lacht.
De directeur wil dat de dokter praat	De directeur wil dat de dokter praten	praat	praten	5	6	singular	singular	De directeur wil dat de dokter praat.
De directeur denkt dat de vriend zit	De directeur denkt dat de vriend zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de vriend zit.
De leider gelooft dat de vader komt	De leider gelooft dat de vader komen	komt	komen	5	6	singular	singular	De leider gelooft dat de vader komt.
De automobilist wenst dat de meid komt	De automobilist wenst dat de meid komen	komt	komen	5	6	singular	singular	De automobilist wenst dat de meid komt.
De persoon denkt dat de winnaar groeit	De persoon denkt dat de winnaar groeien	groeit	groeien	5	6	singular	singular	De persoon denkt dat de winnaar groeit.
De directeur wenst dat de vader loopt	De directeur wenst dat de vader lopen	loopt	lopen	5	6	singular	singular	De directeur wenst dat de vader loopt.
De leider gelooft dat de man zit	De leider gelooft dat de man zitten	zit	zitten	5	6	singular	singular	De leider gelooft dat de man zit.
De toeschouwer wenst dat de atleet komt	De toeschouwer wenst dat de atleet komen	komt	komen	5	6	singular	singular	De toeschouwer wenst dat de atleet komt.
De toeschouwer ziet dat de persoon werkt	De toeschouwer ziet dat de persoon werken	werkt	werken	5	6	singular	singular	De toeschouwer ziet dat de persoon werkt.
De toeschouwer gelooft dat de tante komt	De toeschouwer gelooft dat de tante komen	komt	komen	5	6	singular	singular	De toeschouwer gelooft dat de tante komt.
De directeur denkt dat de jongen praat	De directeur denkt dat de jongen praten	praat	praten	5	6	singular	singular	De directeur denkt dat de jongen praat.
De werkgever denkt dat de jongen komt	De werkgever denkt dat de jongen komen	komt	komen	5	6	singular	singular	De werkgever denkt dat de jongen komt.
De werkgever gelooft dat de dokter werkt	De werkgever gelooft dat de dokter werken	werkt	werken	5	6	singular	singular	De werkgever gelooft dat de dokter werkt.
De werkgever gelooft dat de advocaat lacht	De werkgever gelooft dat de advocaat lachen	lacht	lachen	5	6	singular	singular	De werkgever gelooft dat de advocaat lacht.
De toeschouwer wil dat de advocaat praat	De toeschouwer wil dat de advocaat praten	praat	praten	5	6	singular	singular	De toeschouwer wil dat de advocaat praat.
De persoon ziet dat de atleet lacht	De persoon ziet dat de atleet lachen	lacht	lachen	5	6	singular	singular	De persoon ziet dat de atleet lacht.
De persoon ziet dat de vrouw komt	De persoon ziet dat de vrouw komen	komt	komen	5	6	singular	singular	De persoon ziet dat de vrouw komt.
De directeur ziet dat de persoon komt	De directeur ziet dat de persoon komen	komt	komen	5	6	singular	singular	De directeur ziet dat de persoon komt.
De automobilist gelooft dat de meid praat	De automobilist gelooft dat de meid praten	praat	praten	5	6	singular	singular	De automobilist gelooft dat de meid praat.
De directeur gelooft dat de meid praat	De directeur gelooft dat de meid praten	praat	praten	5	6	singular	singular	De directeur gelooft dat de meid praat.
De automobilist wil dat de oom werkt	De automobilist wil dat de oom werken	werkt	werken	5	6	singular	singular	De automobilist wil dat de oom werkt.
De directeur wenst dat de zanger praat	De directeur wenst dat de zanger praten	praat	praten	5	6	singular	singular	De directeur wenst dat de zanger praat.
De toeschouwer wil dat de advocaat werkt	De toeschouwer wil dat de advocaat werken	werkt	werken	5	6	singular	singular	De toeschouwer wil dat de advocaat werkt.
De automobilist ziet dat de leraar groeit	De automobilist ziet dat de leraar groeien	groeit	groeien	5	6	singular	singular	De automobilist ziet dat de leraar groeit.
De persoon wenst dat de dokter groeit	De persoon wenst dat de dokter groeien	groeit	groeien	5	6	singular	singular	De persoon wenst dat de dokter groeit.
De toeschouwer ziet dat de man zit	De toeschouwer ziet dat de man zitten	zit	zitten	5	6	singular	singular	De toeschouwer ziet dat de man zit.
De werkgever gelooft dat de moeder groeit	De werkgever gelooft dat de moeder groeien	groeit	groeien	5	6	singular	singular	De werkgever gelooft dat de moeder groeit.
De directeur ziet dat de leraar lacht	De directeur ziet dat de leraar lachen	lacht	lachen	5	6	singular	singular	De directeur ziet dat de leraar lacht.
De leider wil dat de advocaat loopt	De leider wil dat de advocaat lopen	loopt	lopen	5	6	singular	singular	De leider wil dat de advocaat loopt.
De werkgever wenst dat de tante zit	De werkgever wenst dat de tante zitten	zit	zitten	5	6	singular	singular	De werkgever wenst dat de tante zit.
De automobilist denkt dat de schrijver lacht	De automobilist denkt dat de schrijver lachen	lacht	lachen	5	6	singular	singular	De automobilist denkt dat de schrijver lacht.
De leider wil dat de tante zit	De leider wil dat de tante zitten	zit	zitten	5	6	singular	singular	De leider wil dat de tante zit.
De directeur ziet dat de atleet praat	De directeur ziet dat de atleet praten	praat	praten	5	6	singular	singular	De directeur ziet dat de atleet praat.
De toeschouwer gelooft dat de meid lacht	De toeschouwer gelooft dat de meid lachen	lacht	lachen	5	6	singular	singular	De toeschouwer gelooft dat de meid lacht.
De persoon wil dat de inwoner loopt	De persoon wil dat de inwoner lopen	loopt	lopen	5	6	singular	singular	De persoon wil dat de inwoner loopt.
De werkgever wil dat de dokter loopt	De werkgever wil dat de dokter lopen	loopt	lopen	5	6	singular	singular	De werkgever wil dat de dokter loopt.
De werkgever wil dat de vader lacht	De werkgever wil dat de vader lachen	lacht	lachen	5	6	singular	singular	De werkgever wil dat de vader lacht.
De leider ziet dat de zanger lacht	De leider ziet dat de zanger lachen	lacht	lachen	5	6	singular	singular	De leider ziet dat de zanger lacht.
De toeschouwer denkt dat de vriend zit	De toeschouwer denkt dat de vriend zitten	zit	zitten	5	6	singular	singular	De toeschouwer denkt dat de vriend zit.
De persoon wenst dat de dokter lacht	De persoon wenst dat de dokter lachen	lacht	lachen	5	6	singular	singular	De persoon wenst dat de dokter lacht.
De leider ziet dat de vrouw zit	De leider ziet dat de vrouw zitten	zit	zitten	5	6	singular	singular	De leider ziet dat de vrouw zit.
De werkgever wil dat de oom werkt	De werkgever wil dat de oom werken	werkt	werken	5	6	singular	singular	De werkgever wil dat de oom werkt.
De directeur wenst dat de winnaar loopt	De directeur wenst dat de winnaar lopen	loopt	lopen	5	6	singular	singular	De directeur wenst dat de winnaar loopt.
De leider wenst dat de advocaat lacht	De leider wenst dat de advocaat lachen	lacht	lachen	5	6	singular	singular	De leider wenst dat de advocaat lacht.
De directeur ziet dat de inwoner werkt	De directeur ziet dat de inwoner werken	werkt	werken	5	6	singular	singular	De directeur ziet dat de inwoner werkt.
De automobilist gelooft dat de schrijver komt	De automobilist gelooft dat de schrijver komen	komt	komen	5	6	singular	singular	De automobilist gelooft dat de schrijver komt.
De toeschouwer gelooft dat de inwoner lacht	De toeschouwer gelooft dat de inwoner lachen	lacht	lachen	5	6	singular	singular	De toeschouwer gelooft dat de inwoner lacht.
De persoon wil dat de man groeit	De persoon wil dat de man groeien	groeit	groeien	5	6	singular	singular	De persoon wil dat de man groeit.
De persoon denkt dat de persoon werkt	De persoon denkt dat de persoon werken	werkt	werken	5	6	singular	singular	De persoon denkt dat de persoon werkt.
De automobilist gelooft dat de leraar werkt	De automobilist gelooft dat de leraar werken	werkt	werken	5	6	singular	singular	De automobilist gelooft dat de leraar werkt.
De automobilist gelooft dat de leraar zit	De automobilist gelooft dat de leraar zitten	zit	zitten	5	6	singular	singular	De automobilist gelooft dat de leraar zit.
De directeur denkt dat de man lacht	De directeur denkt dat de man lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de man lacht.
De werkgever ziet dat de tante lacht	De werkgever ziet dat de tante lachen	lacht	lachen	5	6	singular	singular	De werkgever ziet dat de tante lacht.
De persoon gelooft dat de vader praat	De persoon gelooft dat de vader praten	praat	praten	5	6	singular	singular	De persoon gelooft dat de vader praat.
De toeschouwer wenst dat de zanger werkt	De toeschouwer wenst dat de zanger werken	werkt	werken	5	6	singular	singular	De toeschouwer wenst dat de zanger werkt.
De persoon wenst dat de oom praat	De persoon wenst dat de oom praten	praat	praten	5	6	singular	singular	De persoon wenst dat de oom praat.
De toeschouwer wenst dat de moeder loopt	De toeschouwer wenst dat de moeder lopen	loopt	lopen	5	6	singular	singular	De toeschouwer wenst dat de moeder loopt.
De toeschouwer ziet dat de jongen praat	De toeschouwer ziet dat de jongen praten	praat	praten	5	6	singular	singular	De toeschouwer ziet dat de jongen praat.
De toeschouwer gelooft dat de oom groeit	De toeschouwer gelooft dat de oom groeien	groeit	groeien	5	6	singular	singular	De toeschouwer gelooft dat de oom groeit.
De automobilist wil dat de persoon groeit	De automobilist wil dat de persoon groeien	groeit	groeien	5	6	singular	singular	De automobilist wil dat de persoon groeit.
De persoon wenst dat de man groeit	De persoon wenst dat de man groeien	groeit	groeien	5	6	singular	singular	De persoon wenst dat de man groeit.
De persoon denkt dat de inwoner loopt	De persoon denkt dat de inwoner lopen	loopt	lopen	5	6	singular	singular	De persoon denkt dat de inwoner loopt.
De directeur denkt dat de winnaar zit	De directeur denkt dat de winnaar zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de winnaar zit.
De automobilist wil dat de vriend loopt	De automobilist wil dat de vriend lopen	loopt	lopen	5	6	singular	singular	De automobilist wil dat de vriend loopt.
De leider gelooft dat de winnaar praat	De leider gelooft dat de winnaar praten	praat	praten	5	6	singular	singular	De leider gelooft dat de winnaar praat.
De werkgever denkt dat de dokter loopt	De werkgever denkt dat de dokter lopen	loopt	lopen	5	6	singular	singular	De werkgever denkt dat de dokter loopt.
De persoon denkt dat de oom komt	De persoon denkt dat de oom komen	komt	komen	5	6	singular	singular	De persoon denkt dat de oom komt.
De automobilist wil dat de advocaat komt	De automobilist wil dat de advocaat komen	komt	komen	5	6	singular	singular	De automobilist wil dat de advocaat komt.
De automobilist wenst dat de boer werkt	De automobilist wenst dat de boer werken	werkt	werken	5	6	singular	singular	De automobilist wenst dat de boer werkt.
De toeschouwer denkt dat de meid loopt	De toeschouwer denkt dat de meid lopen	loopt	lopen	5	6	singular	singular	De toeschouwer denkt dat de meid loopt.
De leider wil dat de meid werkt	De leider wil dat de meid werken	werkt	werken	5	6	singular	singular	De leider wil dat de meid werkt.
De automobilist gelooft dat de leraar praat	De automobilist gelooft dat de leraar praten	praat	praten	5	6	singular	singular	De automobilist gelooft dat de leraar praat.
De werkgever wenst dat de schrijver werkt	De werkgever wenst dat de schrijver werken	werkt	werken	5	6	singular	singular	De werkgever wenst dat de schrijver werkt.
De persoon denkt dat de jongen loopt	De persoon denkt dat de jongen lopen	loopt	lopen	5	6	singular	singular	De persoon denkt dat de jongen loopt.
De toeschouwer ziet dat de vrouw praat	De toeschouwer ziet dat de vrouw praten	praat	praten	5	6	singular	singular	De toeschouwer ziet dat de vrouw praat.
De leider denkt dat de jongen werkt	De leider denkt dat de jongen werken	werkt	werken	5	6	singular	singular	De leider denkt dat de jongen werkt.
De persoon wenst dat de vrouw lacht	De persoon wenst dat de vrouw lachen	lacht	lachen	5	6	singular	singular	De persoon wenst dat de vrouw lacht.
De werkgever wenst dat de meid komt	De werkgever wenst dat de meid komen	komt	komen	5	6	singular	singular	De werkgever wenst dat de meid komt.
De leider denkt dat de boer werkt	De leider denkt dat de boer werken	werkt	werken	5	6	singular	singular	De leider denkt dat de boer werkt.
De toeschouwer gelooft dat de vader werkt	De toeschouwer gelooft dat de vader werken	werkt	werken	5	6	singular	singular	De toeschouwer gelooft dat de vader werkt.
De persoon ziet dat de jongen groeit	De persoon ziet dat de jongen groeien	groeit	groeien	5	6	singular	singular	De persoon ziet dat de jongen groeit.
De toeschouwer ziet dat de inwoner lacht	De toeschouwer ziet dat de inwoner lachen	lacht	lachen	5	6	singular	singular	De toeschouwer ziet dat de inwoner lacht.
De directeur ziet dat de meid werkt	De directeur ziet dat de meid werken	werkt	werken	5	6	singular	singular	De directeur ziet dat de meid werkt.
De directeur denkt dat de tante werkt	De directeur denkt dat de tante werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de tante werkt.
De directeur wenst dat de winnaar groeit	De directeur wenst dat de winnaar groeien	groeit	groeien	5	6	singular	singular	De directeur wenst dat de winnaar groeit.
De automobilist wil dat de vader werkt	De automobilist wil dat de vader werken	werkt	werken	5	6	singular	singular	De automobilist wil dat de vader werkt.
De automobilist wenst dat de tante loopt	De automobilist wenst dat de tante lopen	loopt	lopen	5	6	singular	singular	De automobilist wenst dat de tante loopt.
De toeschouwer ziet dat de inwoner groeit	De toeschouwer ziet dat de inwoner groeien	groeit	groeien	5	6	singular	singular	De toeschouwer ziet dat de inwoner groeit.
De automobilist wenst dat de man komt	De automobilist wenst dat de man komen	komt	komen	5	6	singular	singular	De automobilist wenst dat de man komt.
De automobilist gelooft dat de man loopt	De automobilist gelooft dat de man lopen	loopt	lopen	5	6	singular	singular	De automobilist gelooft dat de man loopt.
De leider wenst dat de vrouw zit	De leider wenst dat de vrouw zitten	zit	zitten	5	6	singular	singular	De leider wenst dat de vrouw zit.
De automobilist gelooft dat de persoon groeit	De automobilist gelooft dat de persoon groeien	groeit	groeien	5	6	singular	singular	De automobilist gelooft dat de persoon groeit.
De persoon gelooft dat de tante lacht	De persoon gelooft dat de tante lachen	lacht	lachen	5	6	singular	singular	De persoon gelooft dat de tante lacht.
De toeschouwer wenst dat de zanger komt	De toeschouwer wenst dat de zanger komen	komt	komen	5	6	singular	singular	De toeschouwer wenst dat de zanger komt.
De leider gelooft dat de dichter groeit	De leider gelooft dat de dichter groeien	groeit	groeien	5	6	singular	singular	De leider gelooft dat de dichter groeit.
De leider gelooft dat de oom groeit	De leider gelooft dat de oom groeien	groeit	groeien	5	6	singular	singular	De leider gelooft dat de oom groeit.
De leider ziet dat de persoon groeit	De leider ziet dat de persoon groeien	groeit	groeien	5	6	singular	singular	De leider ziet dat de persoon groeit.
De werkgever gelooft dat de persoon zit	De werkgever gelooft dat de persoon zitten	zit	zitten	5	6	singular	singular	De werkgever gelooft dat de persoon zit.
De toeschouwer denkt dat de dokter zit	De toeschouwer denkt dat de dokter zitten	zit	zitten	5	6	singular	singular	De toeschouwer denkt dat de dokter zit.
De persoon wil dat de dokter zit	De persoon wil dat de dokter zitten	zit	zitten	5	6	singular	singular	De persoon wil dat de dokter zit.
De leider ziet dat de tante werkt	De leider ziet dat de tante werken	werkt	werken	5	6	singular	singular	De leider ziet dat de tante werkt.
De automobilist ziet dat de vader zit	De automobilist ziet dat de vader zitten	zit	zitten	5	6	singular	singular	De automobilist ziet dat de vader zit.
De automobilist denkt dat de advocaat lacht	De automobilist denkt dat de advocaat lachen	lacht	lachen	5	6	singular	singular	De automobilist denkt dat de advocaat lacht.
De werkgever wenst dat de boer lacht	De werkgever wenst dat de boer lachen	lacht	lachen	5	6	singular	singular	De werkgever wenst dat de boer lacht.
De toeschouwer wil dat de moeder loopt	De toeschouwer wil dat de moeder lopen	loopt	lopen	5	6	singular	singular	De toeschouwer wil dat de moeder loopt.
De werkgever denkt dat de vader komt	De werkgever denkt dat de vader komen	komt	komen	5	6	singular	singular	De werkgever denkt dat de vader komt.
De directeur wenst dat de leraar loopt	De directeur wenst dat de leraar lopen	loopt	lopen	5	6	singular	singular	De directeur wenst dat de leraar loopt.
De toeschouwer denkt dat de boer lacht	De toeschouwer denkt dat de boer lachen	lacht	lachen	5	6	singular	singular	De toeschouwer denkt dat de boer lacht.
De leider wenst dat de zanger komt	De leider wenst dat de zanger komen	komt	komen	5	6	singular	singular	De leider wenst dat de zanger komt.
De persoon denkt dat de leraar lacht	De persoon denkt dat de leraar lachen	lacht	lachen	5	6	singular	singular	De persoon denkt dat de leraar lacht.
De werkgever gelooft dat de oom werkt	De werkgever gelooft dat de oom werken	werkt	werken	5	6	singular	singular	De werkgever gelooft dat de oom werkt.
De automobilist gelooft dat de boer loopt	De automobilist gelooft dat de boer lopen	loopt	lopen	5	6	singular	singular	De automobilist gelooft dat de boer loopt.
De directeur gelooft dat de oom groeit	De directeur gelooft dat de oom groeien	groeit	groeien	5	6	singular	singular	De directeur gelooft dat de oom groeit.
De werkgever ziet dat de inwoner zit	De werkgever ziet dat de inwoner zitten	zit	zitten	5	6	singular	singular	De werkgever ziet dat de inwoner zit.
De toeschouwer wil dat de winnaar werkt	De toeschouwer wil dat de winnaar werken	werkt	werken	5	6	singular	singular	De toeschouwer wil dat de winnaar werkt.
De persoon denkt dat de tante praat	De persoon denkt dat de tante praten	praat	praten	5	6	singular	singular	De persoon denkt dat de tante praat.
De automobilist wil dat de persoon komt	De automobilist wil dat de persoon komen	komt	komen	5	6	singular	singular	De automobilist wil dat de persoon komt.
De toeschouwer ziet dat de vrouw zit	De toeschouwer ziet dat de vrouw zitten	zit	zitten	5	6	singular	singular	De toeschouwer ziet dat de vrouw zit.
De directeur wil dat de zanger praat	De directeur wil dat de zanger praten	praat	praten	5	6	singular	singular	De directeur wil dat de zanger praat.
De persoon denkt dat de meid komt	De persoon denkt dat de meid komen	komt	komen	5	6	singular	singular	De persoon denkt dat de meid komt.
De leider denkt dat de man groeit	De leider denkt dat de man groeien	groeit	groeien	5	6	singular	singular	De leider denkt dat de man groeit.
De werkgever wil dat de meid groeit	De werkgever wil dat de meid groeien	groeit	groeien	5	6	singular	singular	De werkgever wil dat de meid groeit.
De leider ziet dat de dokter lacht	De leider ziet dat de dokter lachen	lacht	lachen	5	6	singular	singular	De leider ziet dat de dokter lacht.
De automobilist wil dat de oom komt	De automobilist wil dat de oom komen	komt	komen	5	6	singular	singular	De automobilist wil dat de oom komt.
De directeur denkt dat de vriend praat	De directeur denkt dat de vriend praten	praat	praten	5	6	singular	singular	De directeur denkt dat de vriend praat.
De leider wenst dat de man werkt	De leider wenst dat de man werken	werkt	werken	5	6	singular	singular	De leider wenst dat de man werkt.
