agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	completed
De advocaat , die werkt , hoort	De advocaat , die werkt , horen	hoort	horen	1	6	singular	De advocaat , die werkt , hoort de persoon.
De meid , die groeit , ziet	De meid , die groeit , zien	ziet	zien	1	6	singular	De meid , die groeit , ziet de persoon.
De dokter , die werkt , hoort	De dokter , die werkt , horen	hoort	horen	1	6	singular	De dokter , die werkt , hoort de persoon.
De winnaar , die loopt , groet	De winnaar , die loopt , groeten	groet	groeten	1	6	singular	De winnaar , die loopt , groet de persoon.
De winnaar , die lacht , ziet	De winnaar , die lacht , zien	ziet	zien	1	6	singular	De winnaar , die lacht , ziet de persoon.
De vader , die werkt , onderzoekt	De vader , die werkt , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De vader , die werkt , onderzoekt de persoon.
De jongen , die praat , steunt	De jongen , die praat , steunen	steunt	steunen	1	6	singular	De jongen , die praat , steunt de persoon.
De schrijver , die zit , vermijdt	De schrijver , die zit , vermijden	vermijdt	vermijden	1	6	singular	De schrijver , die zit , vermijdt de persoon.
De oom , die loopt , begrijpt	De oom , die loopt , begrijpen	begrijpt	begrijpen	1	6	singular	De oom , die loopt , begrijpt de persoon.
De boer , die lacht , stimuleert	De boer , die lacht , stimuleren	stimuleert	stimuleren	1	6	singular	De boer , die lacht , stimuleert de persoon.
De moeder , die komt , groet	De moeder , die komt , groeten	groet	groeten	1	6	singular	De moeder , die komt , groet de persoon.
De oom , die werkt , stimuleert	De oom , die werkt , stimuleren	stimuleert	stimuleren	1	6	singular	De oom , die werkt , stimuleert de persoon.
De meid , die werkt , bekritiseert	De meid , die werkt , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De meid , die werkt , bekritiseert de persoon.
De jongen , die werkt , hoort	De jongen , die werkt , horen	hoort	horen	1	6	singular	De jongen , die werkt , hoort de persoon.
De vrouw , die lacht , stimuleert	De vrouw , die lacht , stimuleren	stimuleert	stimuleren	1	6	singular	De vrouw , die lacht , stimuleert de persoon.
De dokter , die komt , roept	De dokter , die komt , roepen	roept	roepen	1	6	singular	De dokter , die komt , roept de persoon.
De boer , die lacht , ziet	De boer , die lacht , zien	ziet	zien	1	6	singular	De boer , die lacht , ziet de persoon.
De inwoner , die komt , kent	De inwoner , die komt , kennen	kent	kennen	1	6	singular	De inwoner , die komt , kent de persoon.
De vader , die komt , verleidt	De vader , die komt , verleiden	verleidt	verleiden	1	6	singular	De vader , die komt , verleidt de persoon.
De dokter , die werkt , steunt	De dokter , die werkt , steunen	steunt	steunen	1	6	singular	De dokter , die werkt , steunt de persoon.
De dichter , die loopt , vermijdt	De dichter , die loopt , vermijden	vermijdt	vermijden	1	6	singular	De dichter , die loopt , vermijdt de persoon.
De dokter , die zit , steunt	De dokter , die zit , steunen	steunt	steunen	1	6	singular	De dokter , die zit , steunt de persoon.
De dokter , die werkt , groet	De dokter , die werkt , groeten	groet	groeten	1	6	singular	De dokter , die werkt , groet de persoon.
De winnaar , die komt , kent	De winnaar , die komt , kennen	kent	kennen	1	6	singular	De winnaar , die komt , kent de persoon.
De vader , die praat , stimuleert	De vader , die praat , stimuleren	stimuleert	stimuleren	1	6	singular	De vader , die praat , stimuleert de persoon.
De persoon , die lacht , herkent	De persoon , die lacht , herkennen	herkent	herkennen	1	6	singular	De persoon , die lacht , herkent de persoon.
De meid , die lacht , vermijdt	De meid , die lacht , vermijden	vermijdt	vermijden	1	6	singular	De meid , die lacht , vermijdt de persoon.
De zanger , die loopt , hoort	De zanger , die loopt , horen	hoort	horen	1	6	singular	De zanger , die loopt , hoort de persoon.
De man , die werkt , vermijdt	De man , die werkt , vermijden	vermijdt	vermijden	1	6	singular	De man , die werkt , vermijdt de persoon.
De man , die praat , bekritiseert	De man , die praat , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De man , die praat , bekritiseert de persoon.
De vader , die lacht , begrijpt	De vader , die lacht , begrijpen	begrijpt	begrijpen	1	6	singular	De vader , die lacht , begrijpt de persoon.
De leraar , die werkt , herkent	De leraar , die werkt , herkennen	herkent	herkennen	1	6	singular	De leraar , die werkt , herkent de persoon.
De leraar , die zit , verleidt	De leraar , die zit , verleiden	verleidt	verleiden	1	6	singular	De leraar , die zit , verleidt de persoon.
De boer , die komt , ziet	De boer , die komt , zien	ziet	zien	1	6	singular	De boer , die komt , ziet de persoon.
De persoon , die werkt , hoort	De persoon , die werkt , horen	hoort	horen	1	6	singular	De persoon , die werkt , hoort de persoon.
De leraar , die groeit , hoort	De leraar , die groeit , horen	hoort	horen	1	6	singular	De leraar , die groeit , hoort de persoon.
De vader , die komt , vermijdt	De vader , die komt , vermijden	vermijdt	vermijden	1	6	singular	De vader , die komt , vermijdt de persoon.
De vriend , die zit , begrijpt	De vriend , die zit , begrijpen	begrijpt	begrijpen	1	6	singular	De vriend , die zit , begrijpt de persoon.
De leraar , die groeit , herkent	De leraar , die groeit , herkennen	herkent	herkennen	1	6	singular	De leraar , die groeit , herkent de persoon.
De dichter , die zit , stimuleert	De dichter , die zit , stimuleren	stimuleert	stimuleren	1	6	singular	De dichter , die zit , stimuleert de persoon.
De vader , die lacht , groet	De vader , die lacht , groeten	groet	groeten	1	6	singular	De vader , die lacht , groet de persoon.
De man , die groeit , vertrouwt	De man , die groeit , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De man , die groeit , vertrouwt de persoon.
De winnaar , die loopt , ziet	De winnaar , die loopt , zien	ziet	zien	1	6	singular	De winnaar , die loopt , ziet de persoon.
De leraar , die komt , ziet	De leraar , die komt , zien	ziet	zien	1	6	singular	De leraar , die komt , ziet de persoon.
De persoon , die groeit , mist	De persoon , die groeit , missen	mist	missen	1	6	singular	De persoon , die groeit , mist de persoon.
De atleet , die loopt , ziet	De atleet , die loopt , zien	ziet	zien	1	6	singular	De atleet , die loopt , ziet de persoon.
De man , die lacht , vermijdt	De man , die lacht , vermijden	vermijdt	vermijden	1	6	singular	De man , die lacht , vermijdt de persoon.
De winnaar , die loopt , verleidt	De winnaar , die loopt , verleiden	verleidt	verleiden	1	6	singular	De winnaar , die loopt , verleidt de persoon.
De winnaar , die lacht , begrijpt	De winnaar , die lacht , begrijpen	begrijpt	begrijpen	1	6	singular	De winnaar , die lacht , begrijpt de persoon.
De schrijver , die lacht , stimuleert	De schrijver , die lacht , stimuleren	stimuleert	stimuleren	1	6	singular	De schrijver , die lacht , stimuleert de persoon.
De dichter , die komt , vertrouwt	De dichter , die komt , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De dichter , die komt , vertrouwt de persoon.
De vrouw , die werkt , vermijdt	De vrouw , die werkt , vermijden	vermijdt	vermijden	1	6	singular	De vrouw , die werkt , vermijdt de persoon.
De moeder , die werkt , kent	De moeder , die werkt , kennen	kent	kennen	1	6	singular	De moeder , die werkt , kent de persoon.
De persoon , die praat , hoort	De persoon , die praat , horen	hoort	horen	1	6	singular	De persoon , die praat , hoort de persoon.
De boer , die groeit , vertrouwt	De boer , die groeit , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De boer , die groeit , vertrouwt de persoon.
De atleet , die zit , groet	De atleet , die zit , groeten	groet	groeten	1	6	singular	De atleet , die zit , groet de persoon.
De persoon , die zit , onderzoekt	De persoon , die zit , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De persoon , die zit , onderzoekt de persoon.
De leraar , die zit , steunt	De leraar , die zit , steunen	steunt	steunen	1	6	singular	De leraar , die zit , steunt de persoon.
De oom , die komt , bekritiseert	De oom , die komt , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De oom , die komt , bekritiseert de persoon.
De persoon , die loopt , groet	De persoon , die loopt , groeten	groet	groeten	1	6	singular	De persoon , die loopt , groet de persoon.
De persoon , die lacht , verleidt	De persoon , die lacht , verleiden	verleidt	verleiden	1	6	singular	De persoon , die lacht , verleidt de persoon.
De vader , die praat , vertrouwt	De vader , die praat , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De vader , die praat , vertrouwt de persoon.
De tante , die groeit , onderzoekt	De tante , die groeit , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De tante , die groeit , onderzoekt de persoon.
De dokter , die praat , steunt	De dokter , die praat , steunen	steunt	steunen	1	6	singular	De dokter , die praat , steunt de persoon.
De dichter , die werkt , verleidt	De dichter , die werkt , verleiden	verleidt	verleiden	1	6	singular	De dichter , die werkt , verleidt de persoon.
De persoon , die loopt , roept	De persoon , die loopt , roepen	roept	roepen	1	6	singular	De persoon , die loopt , roept de persoon.
De atleet , die loopt , begrijpt	De atleet , die loopt , begrijpen	begrijpt	begrijpen	1	6	singular	De atleet , die loopt , begrijpt de persoon.
De advocaat , die zit , herkent	De advocaat , die zit , herkennen	herkent	herkennen	1	6	singular	De advocaat , die zit , herkent de persoon.
De tante , die groeit , vermijdt	De tante , die groeit , vermijden	vermijdt	vermijden	1	6	singular	De tante , die groeit , vermijdt de persoon.
De schrijver , die zit , begrijpt	De schrijver , die zit , begrijpen	begrijpt	begrijpen	1	6	singular	De schrijver , die zit , begrijpt de persoon.
De zanger , die loopt , vertrouwt	De zanger , die loopt , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De zanger , die loopt , vertrouwt de persoon.
De tante , die lacht , groet	De tante , die lacht , groeten	groet	groeten	1	6	singular	De tante , die lacht , groet de persoon.
De meid , die groeit , groet	De meid , die groeit , groeten	groet	groeten	1	6	singular	De meid , die groeit , groet de persoon.
De persoon , die loopt , steunt	De persoon , die loopt , steunen	steunt	steunen	1	6	singular	De persoon , die loopt , steunt de persoon.
De leraar , die zit , herkent	De leraar , die zit , herkennen	herkent	herkennen	1	6	singular	De leraar , die zit , herkent de persoon.
De boer , die werkt , mist	De boer , die werkt , missen	mist	missen	1	6	singular	De boer , die werkt , mist de persoon.
De boer , die komt , kent	De boer , die komt , kennen	kent	kennen	1	6	singular	De boer , die komt , kent de persoon.
De vader , die zit , herkent	De vader , die zit , herkennen	herkent	herkennen	1	6	singular	De vader , die zit , herkent de persoon.
De dichter , die werkt , herkent	De dichter , die werkt , herkennen	herkent	herkennen	1	6	singular	De dichter , die werkt , herkent de persoon.
De dokter , die werkt , bekritiseert	De dokter , die werkt , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De dokter , die werkt , bekritiseert de persoon.
De inwoner , die komt , onderzoekt	De inwoner , die komt , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De inwoner , die komt , onderzoekt de persoon.
De man , die zit , herkent	De man , die zit , herkennen	herkent	herkennen	1	6	singular	De man , die zit , herkent de persoon.
De inwoner , die loopt , begrijpt	De inwoner , die loopt , begrijpen	begrijpt	begrijpen	1	6	singular	De inwoner , die loopt , begrijpt de persoon.
De vriend , die praat , roept	De vriend , die praat , roepen	roept	roepen	1	6	singular	De vriend , die praat , roept de persoon.
De oom , die zit , stimuleert	De oom , die zit , stimuleren	stimuleert	stimuleren	1	6	singular	De oom , die zit , stimuleert de persoon.
De schrijver , die lacht , vermijdt	De schrijver , die lacht , vermijden	vermijdt	vermijden	1	6	singular	De schrijver , die lacht , vermijdt de persoon.
De vader , die werkt , roept	De vader , die werkt , roepen	roept	roepen	1	6	singular	De vader , die werkt , roept de persoon.
De atleet , die loopt , onderzoekt	De atleet , die loopt , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De atleet , die loopt , onderzoekt de persoon.
De schrijver , die zit , bekritiseert	De schrijver , die zit , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De schrijver , die zit , bekritiseert de persoon.
De vrouw , die lacht , vertrouwt	De vrouw , die lacht , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De vrouw , die lacht , vertrouwt de persoon.
De moeder , die praat , vermijdt	De moeder , die praat , vermijden	vermijdt	vermijden	1	6	singular	De moeder , die praat , vermijdt de persoon.
De dokter , die zit , vertrouwt	De dokter , die zit , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De dokter , die zit , vertrouwt de persoon.
De vrouw , die komt , vermijdt	De vrouw , die komt , vermijden	vermijdt	vermijden	1	6	singular	De vrouw , die komt , vermijdt de persoon.
De tante , die komt , steunt	De tante , die komt , steunen	steunt	steunen	1	6	singular	De tante , die komt , steunt de persoon.
De vrouw , die komt , mist	De vrouw , die komt , missen	mist	missen	1	6	singular	De vrouw , die komt , mist de persoon.
De dokter , die lacht , vertrouwt	De dokter , die lacht , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De dokter , die lacht , vertrouwt de persoon.
De jongen , die groeit , kent	De jongen , die groeit , kennen	kent	kennen	1	6	singular	De jongen , die groeit , kent de persoon.
De oom , die lacht , vermijdt	De oom , die lacht , vermijden	vermijdt	vermijden	1	6	singular	De oom , die lacht , vermijdt de persoon.
De schrijver , die praat , roept	De schrijver , die praat , roepen	roept	roepen	1	6	singular	De schrijver , die praat , roept de persoon.
De oom , die loopt , steunt	De oom , die loopt , steunen	steunt	steunen	1	6	singular	De oom , die loopt , steunt de persoon.
De advocaat , die groeit , verleidt	De advocaat , die groeit , verleiden	verleidt	verleiden	1	6	singular	De advocaat , die groeit , verleidt de persoon.
De dokter , die loopt , herkent	De dokter , die loopt , herkennen	herkent	herkennen	1	6	singular	De dokter , die loopt , herkent de persoon.
De boer , die zit , ziet	De boer , die zit , zien	ziet	zien	1	6	singular	De boer , die zit , ziet de persoon.
De vader , die lacht , stimuleert	De vader , die lacht , stimuleren	stimuleert	stimuleren	1	6	singular	De vader , die lacht , stimuleert de persoon.
De dokter , die groeit , onderzoekt	De dokter , die groeit , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De dokter , die groeit , onderzoekt de persoon.
De vriend , die zit , onderzoekt	De vriend , die zit , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De vriend , die zit , onderzoekt de persoon.
De vriend , die komt , steunt	De vriend , die komt , steunen	steunt	steunen	1	6	singular	De vriend , die komt , steunt de persoon.
De schrijver , die lacht , onderzoekt	De schrijver , die lacht , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De schrijver , die lacht , onderzoekt de persoon.
De vrouw , die werkt , stimuleert	De vrouw , die werkt , stimuleren	stimuleert	stimuleren	1	6	singular	De vrouw , die werkt , stimuleert de persoon.
De boer , die werkt , bekritiseert	De boer , die werkt , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De boer , die werkt , bekritiseert de persoon.
De boer , die zit , mist	De boer , die zit , missen	mist	missen	1	6	singular	De boer , die zit , mist de persoon.
De vriend , die komt , vertrouwt	De vriend , die komt , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De vriend , die komt , vertrouwt de persoon.
De winnaar , die lacht , bekritiseert	De winnaar , die lacht , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De winnaar , die lacht , bekritiseert de persoon.
De leraar , die lacht , kent	De leraar , die lacht , kennen	kent	kennen	1	6	singular	De leraar , die lacht , kent de persoon.
De zanger , die lacht , bekritiseert	De zanger , die lacht , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De zanger , die lacht , bekritiseert de persoon.
De zanger , die groeit , hoort	De zanger , die groeit , horen	hoort	horen	1	6	singular	De zanger , die groeit , hoort de persoon.
De meid , die groeit , vermijdt	De meid , die groeit , vermijden	vermijdt	vermijden	1	6	singular	De meid , die groeit , vermijdt de persoon.
De schrijver , die komt , stimuleert	De schrijver , die komt , stimuleren	stimuleert	stimuleren	1	6	singular	De schrijver , die komt , stimuleert de persoon.
De schrijver , die groeit , vermijdt	De schrijver , die groeit , vermijden	vermijdt	vermijden	1	6	singular	De schrijver , die groeit , vermijdt de persoon.
De vader , die praat , vermijdt	De vader , die praat , vermijden	vermijdt	vermijden	1	6	singular	De vader , die praat , vermijdt de persoon.
De moeder , die lacht , verleidt	De moeder , die lacht , verleiden	verleidt	verleiden	1	6	singular	De moeder , die lacht , verleidt de persoon.
De persoon , die zit , herkent	De persoon , die zit , herkennen	herkent	herkennen	1	6	singular	De persoon , die zit , herkent de persoon.
De zanger , die komt , groet	De zanger , die komt , groeten	groet	groeten	1	6	singular	De zanger , die komt , groet de persoon.
De persoon , die loopt , hoort	De persoon , die loopt , horen	hoort	horen	1	6	singular	De persoon , die loopt , hoort de persoon.
De vriend , die zit , vertrouwt	De vriend , die zit , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De vriend , die zit , vertrouwt de persoon.
De vrouw , die groeit , mist	De vrouw , die groeit , missen	mist	missen	1	6	singular	De vrouw , die groeit , mist de persoon.
De dokter , die praat , roept	De dokter , die praat , roepen	roept	roepen	1	6	singular	De dokter , die praat , roept de persoon.
De persoon , die groeit , stimuleert	De persoon , die groeit , stimuleren	stimuleert	stimuleren	1	6	singular	De persoon , die groeit , stimuleert de persoon.
De dokter , die praat , herkent	De dokter , die praat , herkennen	herkent	herkennen	1	6	singular	De dokter , die praat , herkent de persoon.
De atleet , die groeit , roept	De atleet , die groeit , roepen	roept	roepen	1	6	singular	De atleet , die groeit , roept de persoon.
De inwoner , die werkt , hoort	De inwoner , die werkt , horen	hoort	horen	1	6	singular	De inwoner , die werkt , hoort de persoon.
De persoon , die komt , stimuleert	De persoon , die komt , stimuleren	stimuleert	stimuleren	1	6	singular	De persoon , die komt , stimuleert de persoon.
De schrijver , die zit , hoort	De schrijver , die zit , horen	hoort	horen	1	6	singular	De schrijver , die zit , hoort de persoon.
De man , die werkt , kent	De man , die werkt , kennen	kent	kennen	1	6	singular	De man , die werkt , kent de persoon.
De tante , die lacht , steunt	De tante , die lacht , steunen	steunt	steunen	1	6	singular	De tante , die lacht , steunt de persoon.
De vrouw , die groeit , hoort	De vrouw , die groeit , horen	hoort	horen	1	6	singular	De vrouw , die groeit , hoort de persoon.
De winnaar , die groeit , vermijdt	De winnaar , die groeit , vermijden	vermijdt	vermijden	1	6	singular	De winnaar , die groeit , vermijdt de persoon.
De schrijver , die komt , mist	De schrijver , die komt , missen	mist	missen	1	6	singular	De schrijver , die komt , mist de persoon.
De oom , die lacht , mist	De oom , die lacht , missen	mist	missen	1	6	singular	De oom , die lacht , mist de persoon.
De tante , die lacht , begrijpt	De tante , die lacht , begrijpen	begrijpt	begrijpen	1	6	singular	De tante , die lacht , begrijpt de persoon.
De dokter , die lacht , herkent	De dokter , die lacht , herkennen	herkent	herkennen	1	6	singular	De dokter , die lacht , herkent de persoon.
De boer , die praat , roept	De boer , die praat , roepen	roept	roepen	1	6	singular	De boer , die praat , roept de persoon.
De vriend , die groeit , roept	De vriend , die groeit , roepen	roept	roepen	1	6	singular	De vriend , die groeit , roept de persoon.
De winnaar , die lacht , kent	De winnaar , die lacht , kennen	kent	kennen	1	6	singular	De winnaar , die lacht , kent de persoon.
De oom , die groeit , roept	De oom , die groeit , roepen	roept	roepen	1	6	singular	De oom , die groeit , roept de persoon.
De vader , die zit , stimuleert	De vader , die zit , stimuleren	stimuleert	stimuleren	1	6	singular	De vader , die zit , stimuleert de persoon.
De inwoner , die zit , kent	De inwoner , die zit , kennen	kent	kennen	1	6	singular	De inwoner , die zit , kent de persoon.
De vrouw , die komt , vertrouwt	De vrouw , die komt , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De vrouw , die komt , vertrouwt de persoon.
De meid , die komt , steunt	De meid , die komt , steunen	steunt	steunen	1	6	singular	De meid , die komt , steunt de persoon.
De advocaat , die praat , mist	De advocaat , die praat , missen	mist	missen	1	6	singular	De advocaat , die praat , mist de persoon.
De boer , die werkt , steunt	De boer , die werkt , steunen	steunt	steunen	1	6	singular	De boer , die werkt , steunt de persoon.
De dokter , die zit , stimuleert	De dokter , die zit , stimuleren	stimuleert	stimuleren	1	6	singular	De dokter , die zit , stimuleert de persoon.
De zanger , die komt , stimuleert	De zanger , die komt , stimuleren	stimuleert	stimuleren	1	6	singular	De zanger , die komt , stimuleert de persoon.
De tante , die zit , mist	De tante , die zit , missen	mist	missen	1	6	singular	De tante , die zit , mist de persoon.
De vrouw , die komt , stimuleert	De vrouw , die komt , stimuleren	stimuleert	stimuleren	1	6	singular	De vrouw , die komt , stimuleert de persoon.
De vriend , die komt , groet	De vriend , die komt , groeten	groet	groeten	1	6	singular	De vriend , die komt , groet de persoon.
De advocaat , die lacht , vermijdt	De advocaat , die lacht , vermijden	vermijdt	vermijden	1	6	singular	De advocaat , die lacht , vermijdt de persoon.
De moeder , die werkt , stimuleert	De moeder , die werkt , stimuleren	stimuleert	stimuleren	1	6	singular	De moeder , die werkt , stimuleert de persoon.
De jongen , die werkt , mist	De jongen , die werkt , missen	mist	missen	1	6	singular	De jongen , die werkt , mist de persoon.
De persoon , die komt , vermijdt	De persoon , die komt , vermijden	vermijdt	vermijden	1	6	singular	De persoon , die komt , vermijdt de persoon.
De vrouw , die lacht , roept	De vrouw , die lacht , roepen	roept	roepen	1	6	singular	De vrouw , die lacht , roept de persoon.
De atleet , die komt , onderzoekt	De atleet , die komt , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De atleet , die komt , onderzoekt de persoon.
De winnaar , die komt , hoort	De winnaar , die komt , horen	hoort	horen	1	6	singular	De winnaar , die komt , hoort de persoon.
De inwoner , die komt , groet	De inwoner , die komt , groeten	groet	groeten	1	6	singular	De inwoner , die komt , groet de persoon.
De oom , die groeit , stimuleert	De oom , die groeit , stimuleren	stimuleert	stimuleren	1	6	singular	De oom , die groeit , stimuleert de persoon.
De zanger , die zit , kent	De zanger , die zit , kennen	kent	kennen	1	6	singular	De zanger , die zit , kent de persoon.
De winnaar , die zit , kent	De winnaar , die zit , kennen	kent	kennen	1	6	singular	De winnaar , die zit , kent de persoon.
De moeder , die komt , herkent	De moeder , die komt , herkennen	herkent	herkennen	1	6	singular	De moeder , die komt , herkent de persoon.
De dichter , die komt , roept	De dichter , die komt , roepen	roept	roepen	1	6	singular	De dichter , die komt , roept de persoon.
De zanger , die loopt , onderzoekt	De zanger , die loopt , onderzoeken	onderzoekt	onderzoeken	1	6	singular	De zanger , die loopt , onderzoekt de persoon.
De leraar , die lacht , bekritiseert	De leraar , die lacht , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De leraar , die lacht , bekritiseert de persoon.
De dokter , die loopt , bekritiseert	De dokter , die loopt , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De dokter , die loopt , bekritiseert de persoon.
De meid , die praat , vertrouwt	De meid , die praat , vertrouwen	vertrouwt	vertrouwen	1	6	singular	De meid , die praat , vertrouwt de persoon.
De vriend , die loopt , ziet	De vriend , die loopt , zien	ziet	zien	1	6	singular	De vriend , die loopt , ziet de persoon.
De schrijver , die groeit , bekritiseert	De schrijver , die groeit , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De schrijver , die groeit , bekritiseert de persoon.
De leraar , die praat , bekritiseert	De leraar , die praat , bekritiseren	bekritiseert	bekritiseren	1	6	singular	De leraar , die praat , bekritiseert de persoon.
De dokter , die lacht , kent	De dokter , die lacht , kennen	kent	kennen	1	6	singular	De dokter , die lacht , kent de persoon.
