agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	completed
De schrijver herkent	De schrijver herkennen	herkent	herkennen	1	2	singular	De schrijver herkent de persoon openlijk.
De advocaat vermijdt	De advocaat vermijden	vermijdt	vermijden	1	2	singular	De advocaat vermijdt de persoon waarschijnlijk.
De schrijver hoort	De schrijver horen	hoort	horen	1	2	singular	De schrijver hoort de persoon openlijk.
De tante onderzoekt	De tante onderzoeken	onderzoekt	onderzoeken	1	2	singular	De tante onderzoekt de persoon bewust.
De oom stimuleert	De oom stimuleren	stimuleert	stimuleren	1	2	singular	De oom stimuleert de persoon eigenlijk.
De vader kent	De vader kennen	kent	kennen	1	2	singular	De vader kent de persoon bewust.
De zanger verleidt	De zanger verleiden	verleidt	verleiden	1	2	singular	De zanger verleidt de persoon voorzichtig.
De tante vertrouwt	De tante vertrouwen	vertrouwt	vertrouwen	1	2	singular	De tante vertrouwt de persoon eigenlijk.
De tante vermijdt	De tante vermijden	vermijdt	vermijden	1	2	singular	De tante vermijdt de persoon bewust.
De schrijver mist	De schrijver missen	mist	missen	1	2	singular	De schrijver mist de persoon eigenlijk.
De vrouw mist	De vrouw missen	mist	missen	1	2	singular	De vrouw mist de persoon waarschijnlijk.
De vader onderzoekt	De vader onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vader onderzoekt de persoon waarschijnlijk.
De persoon hoort	De persoon horen	hoort	horen	1	2	singular	De persoon hoort de persoon eigenlijk.
De schrijver bekritiseert	De schrijver bekritiseren	bekritiseert	bekritiseren	1	2	singular	De schrijver bekritiseert de persoon waarschijnlijk.
De jongen stimuleert	De jongen stimuleren	stimuleert	stimuleren	1	2	singular	De jongen stimuleert de persoon openlijk.
De vader vermijdt	De vader vermijden	vermijdt	vermijden	1	2	singular	De vader vermijdt de persoon voorzichtig.
De jongen vertrouwt	De jongen vertrouwen	vertrouwt	vertrouwen	1	2	singular	De jongen vertrouwt de persoon openlijk.
De dichter ziet	De dichter zien	ziet	zien	1	2	singular	De dichter ziet de persoon eigenlijk.
De tante roept	De tante roepen	roept	roepen	1	2	singular	De tante roept de persoon publiekelijk.
De zanger roept	De zanger roepen	roept	roepen	1	2	singular	De zanger roept de persoon bewust.
De persoon ziet	De persoon zien	ziet	zien	1	2	singular	De persoon ziet de persoon waarschijnlijk.
De dokter bekritiseert	De dokter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dokter bekritiseert de persoon waarschijnlijk.
De schrijver kent	De schrijver kennen	kent	kennen	1	2	singular	De schrijver kent de persoon waarschijnlijk.
De moeder onderzoekt	De moeder onderzoeken	onderzoekt	onderzoeken	1	2	singular	De moeder onderzoekt de persoon openlijk.
De zanger bekritiseert	De zanger bekritiseren	bekritiseert	bekritiseren	1	2	singular	De zanger bekritiseert de persoon voorzichtig.
De persoon mist	De persoon missen	mist	missen	1	2	singular	De persoon mist de persoon openlijk.
De oom roept	De oom roepen	roept	roepen	1	2	singular	De oom roept de persoon voorzichtig.
De inwoner kent	De inwoner kennen	kent	kennen	1	2	singular	De inwoner kent de persoon bewust.
De advocaat bekritiseert	De advocaat bekritiseren	bekritiseert	bekritiseren	1	2	singular	De advocaat bekritiseert de persoon waarschijnlijk.
De meid ziet	De meid zien	ziet	zien	1	2	singular	De meid ziet de persoon waarschijnlijk.
De atleet hoort	De atleet horen	hoort	horen	1	2	singular	De atleet hoort de persoon eigenlijk.
De moeder bekritiseert	De moeder bekritiseren	bekritiseert	bekritiseren	1	2	singular	De moeder bekritiseert de persoon bewust.
De dichter vertrouwt	De dichter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dichter vertrouwt de persoon bewust.
De meid roept	De meid roepen	roept	roepen	1	2	singular	De meid roept de persoon publiekelijk.
De man mist	De man missen	mist	missen	1	2	singular	De man mist de persoon eigenlijk.
De meid kent	De meid kennen	kent	kennen	1	2	singular	De meid kent de persoon openlijk.
De tante hoort	De tante horen	hoort	horen	1	2	singular	De tante hoort de persoon openlijk.
De meid vertrouwt	De meid vertrouwen	vertrouwt	vertrouwen	1	2	singular	De meid vertrouwt de persoon publiekelijk.
De vriend ziet	De vriend zien	ziet	zien	1	2	singular	De vriend ziet de persoon openlijk.
De oom herkent	De oom herkennen	herkent	herkennen	1	2	singular	De oom herkent de persoon publiekelijk.
De boer verleidt	De boer verleiden	verleidt	verleiden	1	2	singular	De boer verleidt de persoon voorzichtig.
De meid ziet	De meid zien	ziet	zien	1	2	singular	De meid ziet de persoon eigenlijk.
De tante roept	De tante roepen	roept	roepen	1	2	singular	De tante roept de persoon voorzichtig.
De dokter hoort	De dokter horen	hoort	horen	1	2	singular	De dokter hoort de persoon publiekelijk.
De meid vermijdt	De meid vermijden	vermijdt	vermijden	1	2	singular	De meid vermijdt de persoon bewust.
De oom ziet	De oom zien	ziet	zien	1	2	singular	De oom ziet de persoon voorzichtig.
De oom hoort	De oom horen	hoort	horen	1	2	singular	De oom hoort de persoon eigenlijk.
De man roept	De man roepen	roept	roepen	1	2	singular	De man roept de persoon publiekelijk.
De dokter verleidt	De dokter verleiden	verleidt	verleiden	1	2	singular	De dokter verleidt de persoon waarschijnlijk.
De advocaat hoort	De advocaat horen	hoort	horen	1	2	singular	De advocaat hoort de persoon bewust.
De boer roept	De boer roepen	roept	roepen	1	2	singular	De boer roept de persoon bewust.
De moeder ziet	De moeder zien	ziet	zien	1	2	singular	De moeder ziet de persoon waarschijnlijk.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon waarschijnlijk.
De jongen bekritiseert	De jongen bekritiseren	bekritiseert	bekritiseren	1	2	singular	De jongen bekritiseert de persoon bewust.
De boer ziet	De boer zien	ziet	zien	1	2	singular	De boer ziet de persoon voorzichtig.
De atleet roept	De atleet roepen	roept	roepen	1	2	singular	De atleet roept de persoon waarschijnlijk.
De boer begrijpt	De boer begrijpen	begrijpt	begrijpen	1	2	singular	De boer begrijpt de persoon publiekelijk.
De persoon stimuleert	De persoon stimuleren	stimuleert	stimuleren	1	2	singular	De persoon stimuleert de persoon eigenlijk.
De atleet groet	De atleet groeten	groet	groeten	1	2	singular	De atleet groet de persoon waarschijnlijk.
De advocaat groet	De advocaat groeten	groet	groeten	1	2	singular	De advocaat groet de persoon openlijk.
De inwoner kent	De inwoner kennen	kent	kennen	1	2	singular	De inwoner kent de persoon eigenlijk.
De boer vertrouwt	De boer vertrouwen	vertrouwt	vertrouwen	1	2	singular	De boer vertrouwt de persoon openlijk.
De schrijver ziet	De schrijver zien	ziet	zien	1	2	singular	De schrijver ziet de persoon voorzichtig.
De dokter mist	De dokter missen	mist	missen	1	2	singular	De dokter mist de persoon publiekelijk.
De advocaat hoort	De advocaat horen	hoort	horen	1	2	singular	De advocaat hoort de persoon publiekelijk.
De vriend kent	De vriend kennen	kent	kennen	1	2	singular	De vriend kent de persoon voorzichtig.
De vrouw hoort	De vrouw horen	hoort	horen	1	2	singular	De vrouw hoort de persoon voorzichtig.
De tante hoort	De tante horen	hoort	horen	1	2	singular	De tante hoort de persoon bewust.
De oom herkent	De oom herkennen	herkent	herkennen	1	2	singular	De oom herkent de persoon eigenlijk.
De dichter begrijpt	De dichter begrijpen	begrijpt	begrijpen	1	2	singular	De dichter begrijpt de persoon bewust.
De vriend herkent	De vriend herkennen	herkent	herkennen	1	2	singular	De vriend herkent de persoon publiekelijk.
De man groet	De man groeten	groet	groeten	1	2	singular	De man groet de persoon openlijk.
De oom onderzoekt	De oom onderzoeken	onderzoekt	onderzoeken	1	2	singular	De oom onderzoekt de persoon bewust.
De persoon kent	De persoon kennen	kent	kennen	1	2	singular	De persoon kent de persoon bewust.
De advocaat herkent	De advocaat herkennen	herkent	herkennen	1	2	singular	De advocaat herkent de persoon eigenlijk.
De tante verleidt	De tante verleiden	verleidt	verleiden	1	2	singular	De tante verleidt de persoon voorzichtig.
De vriend begrijpt	De vriend begrijpen	begrijpt	begrijpen	1	2	singular	De vriend begrijpt de persoon voorzichtig.
De tante kent	De tante kennen	kent	kennen	1	2	singular	De tante kent de persoon publiekelijk.
De vriend begrijpt	De vriend begrijpen	begrijpt	begrijpen	1	2	singular	De vriend begrijpt de persoon openlijk.
De man groet	De man groeten	groet	groeten	1	2	singular	De man groet de persoon publiekelijk.
De jongen groet	De jongen groeten	groet	groeten	1	2	singular	De jongen groet de persoon eigenlijk.
De zanger kent	De zanger kennen	kent	kennen	1	2	singular	De zanger kent de persoon voorzichtig.
De persoon onderzoekt	De persoon onderzoeken	onderzoekt	onderzoeken	1	2	singular	De persoon onderzoekt de persoon openlijk.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon bewust.
De vrouw kent	De vrouw kennen	kent	kennen	1	2	singular	De vrouw kent de persoon waarschijnlijk.
De vader mist	De vader missen	mist	missen	1	2	singular	De vader mist de persoon openlijk.
De meid groet	De meid groeten	groet	groeten	1	2	singular	De meid groet de persoon publiekelijk.
De advocaat mist	De advocaat missen	mist	missen	1	2	singular	De advocaat mist de persoon waarschijnlijk.
De persoon vermijdt	De persoon vermijden	vermijdt	vermijden	1	2	singular	De persoon vermijdt de persoon openlijk.
De oom groet	De oom groeten	groet	groeten	1	2	singular	De oom groet de persoon bewust.
De inwoner roept	De inwoner roepen	roept	roepen	1	2	singular	De inwoner roept de persoon waarschijnlijk.
De schrijver stimuleert	De schrijver stimuleren	stimuleert	stimuleren	1	2	singular	De schrijver stimuleert de persoon waarschijnlijk.
De leraar onderzoekt	De leraar onderzoeken	onderzoekt	onderzoeken	1	2	singular	De leraar onderzoekt de persoon voorzichtig.
De vriend vertrouwt	De vriend vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vriend vertrouwt de persoon waarschijnlijk.
De advocaat ziet	De advocaat zien	ziet	zien	1	2	singular	De advocaat ziet de persoon openlijk.
De vader verleidt	De vader verleiden	verleidt	verleiden	1	2	singular	De vader verleidt de persoon voorzichtig.
De man onderzoekt	De man onderzoeken	onderzoekt	onderzoeken	1	2	singular	De man onderzoekt de persoon openlijk.
De meid roept	De meid roepen	roept	roepen	1	2	singular	De meid roept de persoon waarschijnlijk.
De boer hoort	De boer horen	hoort	horen	1	2	singular	De boer hoort de persoon voorzichtig.
De vader groet	De vader groeten	groet	groeten	1	2	singular	De vader groet de persoon voorzichtig.
De oom hoort	De oom horen	hoort	horen	1	2	singular	De oom hoort de persoon publiekelijk.
De tante roept	De tante roepen	roept	roepen	1	2	singular	De tante roept de persoon bewust.
De zanger bekritiseert	De zanger bekritiseren	bekritiseert	bekritiseren	1	2	singular	De zanger bekritiseert de persoon eigenlijk.
De leraar onderzoekt	De leraar onderzoeken	onderzoekt	onderzoeken	1	2	singular	De leraar onderzoekt de persoon waarschijnlijk.
De tante ziet	De tante zien	ziet	zien	1	2	singular	De tante ziet de persoon bewust.
De inwoner roept	De inwoner roepen	roept	roepen	1	2	singular	De inwoner roept de persoon voorzichtig.
De vriend herkent	De vriend herkennen	herkent	herkennen	1	2	singular	De vriend herkent de persoon waarschijnlijk.
De dokter verleidt	De dokter verleiden	verleidt	verleiden	1	2	singular	De dokter verleidt de persoon openlijk.
De dokter herkent	De dokter herkennen	herkent	herkennen	1	2	singular	De dokter herkent de persoon eigenlijk.
De boer ziet	De boer zien	ziet	zien	1	2	singular	De boer ziet de persoon openlijk.
De persoon onderzoekt	De persoon onderzoeken	onderzoekt	onderzoeken	1	2	singular	De persoon onderzoekt de persoon bewust.
De persoon kent	De persoon kennen	kent	kennen	1	2	singular	De persoon kent de persoon waarschijnlijk.
De tante bekritiseert	De tante bekritiseren	bekritiseert	bekritiseren	1	2	singular	De tante bekritiseert de persoon voorzichtig.
De oom onderzoekt	De oom onderzoeken	onderzoekt	onderzoeken	1	2	singular	De oom onderzoekt de persoon waarschijnlijk.
De advocaat kent	De advocaat kennen	kent	kennen	1	2	singular	De advocaat kent de persoon bewust.
De atleet ziet	De atleet zien	ziet	zien	1	2	singular	De atleet ziet de persoon eigenlijk.
De inwoner vermijdt	De inwoner vermijden	vermijdt	vermijden	1	2	singular	De inwoner vermijdt de persoon bewust.
De boer mist	De boer missen	mist	missen	1	2	singular	De boer mist de persoon openlijk.
De schrijver kent	De schrijver kennen	kent	kennen	1	2	singular	De schrijver kent de persoon voorzichtig.
De man roept	De man roepen	roept	roepen	1	2	singular	De man roept de persoon waarschijnlijk.
De vader bekritiseert	De vader bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vader bekritiseert de persoon openlijk.
De schrijver groet	De schrijver groeten	groet	groeten	1	2	singular	De schrijver groet de persoon bewust.
De advocaat ziet	De advocaat zien	ziet	zien	1	2	singular	De advocaat ziet de persoon waarschijnlijk.
De vriend stimuleert	De vriend stimuleren	stimuleert	stimuleren	1	2	singular	De vriend stimuleert de persoon openlijk.
De leraar kent	De leraar kennen	kent	kennen	1	2	singular	De leraar kent de persoon bewust.
De zanger vermijdt	De zanger vermijden	vermijdt	vermijden	1	2	singular	De zanger vermijdt de persoon publiekelijk.
De zanger begrijpt	De zanger begrijpen	begrijpt	begrijpen	1	2	singular	De zanger begrijpt de persoon openlijk.
De inwoner groet	De inwoner groeten	groet	groeten	1	2	singular	De inwoner groet de persoon eigenlijk.
De vriend vertrouwt	De vriend vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vriend vertrouwt de persoon voorzichtig.
De vader roept	De vader roepen	roept	roepen	1	2	singular	De vader roept de persoon openlijk.
De leraar kent	De leraar kennen	kent	kennen	1	2	singular	De leraar kent de persoon openlijk.
De tante verleidt	De tante verleiden	verleidt	verleiden	1	2	singular	De tante verleidt de persoon openlijk.
De moeder vertrouwt	De moeder vertrouwen	vertrouwt	vertrouwen	1	2	singular	De moeder vertrouwt de persoon eigenlijk.
De man begrijpt	De man begrijpen	begrijpt	begrijpen	1	2	singular	De man begrijpt de persoon eigenlijk.
De advocaat hoort	De advocaat horen	hoort	horen	1	2	singular	De advocaat hoort de persoon openlijk.
De vader roept	De vader roepen	roept	roepen	1	2	singular	De vader roept de persoon waarschijnlijk.
De meid groet	De meid groeten	groet	groeten	1	2	singular	De meid groet de persoon openlijk.
De dichter onderzoekt	De dichter onderzoeken	onderzoekt	onderzoeken	1	2	singular	De dichter onderzoekt de persoon bewust.
De vader vermijdt	De vader vermijden	vermijdt	vermijden	1	2	singular	De vader vermijdt de persoon bewust.
De meid hoort	De meid horen	hoort	horen	1	2	singular	De meid hoort de persoon openlijk.
De man begrijpt	De man begrijpen	begrijpt	begrijpen	1	2	singular	De man begrijpt de persoon bewust.
De schrijver herkent	De schrijver herkennen	herkent	herkennen	1	2	singular	De schrijver herkent de persoon bewust.
De jongen stimuleert	De jongen stimuleren	stimuleert	stimuleren	1	2	singular	De jongen stimuleert de persoon publiekelijk.
De leraar hoort	De leraar horen	hoort	horen	1	2	singular	De leraar hoort de persoon publiekelijk.
De tante kent	De tante kennen	kent	kennen	1	2	singular	De tante kent de persoon openlijk.
De advocaat verleidt	De advocaat verleiden	verleidt	verleiden	1	2	singular	De advocaat verleidt de persoon openlijk.
De moeder groet	De moeder groeten	groet	groeten	1	2	singular	De moeder groet de persoon eigenlijk.
De moeder begrijpt	De moeder begrijpen	begrijpt	begrijpen	1	2	singular	De moeder begrijpt de persoon publiekelijk.
De atleet ziet	De atleet zien	ziet	zien	1	2	singular	De atleet ziet de persoon voorzichtig.
De oom vermijdt	De oom vermijden	vermijdt	vermijden	1	2	singular	De oom vermijdt de persoon voorzichtig.
De boer mist	De boer missen	mist	missen	1	2	singular	De boer mist de persoon publiekelijk.
De atleet mist	De atleet missen	mist	missen	1	2	singular	De atleet mist de persoon voorzichtig.
De vrouw kent	De vrouw kennen	kent	kennen	1	2	singular	De vrouw kent de persoon eigenlijk.
De advocaat vertrouwt	De advocaat vertrouwen	vertrouwt	vertrouwen	1	2	singular	De advocaat vertrouwt de persoon bewust.
De oom ziet	De oom zien	ziet	zien	1	2	singular	De oom ziet de persoon waarschijnlijk.
De vrouw vermijdt	De vrouw vermijden	vermijdt	vermijden	1	2	singular	De vrouw vermijdt de persoon eigenlijk.
De leraar groet	De leraar groeten	groet	groeten	1	2	singular	De leraar groet de persoon voorzichtig.
De moeder bekritiseert	De moeder bekritiseren	bekritiseert	bekritiseren	1	2	singular	De moeder bekritiseert de persoon openlijk.
De persoon kent	De persoon kennen	kent	kennen	1	2	singular	De persoon kent de persoon eigenlijk.
De dichter hoort	De dichter horen	hoort	horen	1	2	singular	De dichter hoort de persoon voorzichtig.
De jongen verleidt	De jongen verleiden	verleidt	verleiden	1	2	singular	De jongen verleidt de persoon waarschijnlijk.
De inwoner hoort	De inwoner horen	hoort	horen	1	2	singular	De inwoner hoort de persoon bewust.
De atleet verleidt	De atleet verleiden	verleidt	verleiden	1	2	singular	De atleet verleidt de persoon openlijk.
De man vertrouwt	De man vertrouwen	vertrouwt	vertrouwen	1	2	singular	De man vertrouwt de persoon eigenlijk.
De vader bekritiseert	De vader bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vader bekritiseert de persoon voorzichtig.
De zanger roept	De zanger roepen	roept	roepen	1	2	singular	De zanger roept de persoon publiekelijk.
De dichter kent	De dichter kennen	kent	kennen	1	2	singular	De dichter kent de persoon bewust.
De jongen begrijpt	De jongen begrijpen	begrijpt	begrijpen	1	2	singular	De jongen begrijpt de persoon voorzichtig.
De meid bekritiseert	De meid bekritiseren	bekritiseert	bekritiseren	1	2	singular	De meid bekritiseert de persoon openlijk.
De meid kent	De meid kennen	kent	kennen	1	2	singular	De meid kent de persoon waarschijnlijk.
De jongen mist	De jongen missen	mist	missen	1	2	singular	De jongen mist de persoon voorzichtig.
De advocaat stimuleert	De advocaat stimuleren	stimuleert	stimuleren	1	2	singular	De advocaat stimuleert de persoon publiekelijk.
De dokter vertrouwt	De dokter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dokter vertrouwt de persoon publiekelijk.
De moeder vertrouwt	De moeder vertrouwen	vertrouwt	vertrouwen	1	2	singular	De moeder vertrouwt de persoon bewust.
De oom onderzoekt	De oom onderzoeken	onderzoekt	onderzoeken	1	2	singular	De oom onderzoekt de persoon voorzichtig.
De meid onderzoekt	De meid onderzoeken	onderzoekt	onderzoeken	1	2	singular	De meid onderzoekt de persoon eigenlijk.
De jongen vermijdt	De jongen vermijden	vermijdt	vermijden	1	2	singular	De jongen vermijdt de persoon eigenlijk.
De oom bekritiseert	De oom bekritiseren	bekritiseert	bekritiseren	1	2	singular	De oom bekritiseert de persoon openlijk.
De dokter groet	De dokter groeten	groet	groeten	1	2	singular	De dokter groet de persoon bewust.
De inwoner bekritiseert	De inwoner bekritiseren	bekritiseert	bekritiseren	1	2	singular	De inwoner bekritiseert de persoon publiekelijk.
De moeder stimuleert	De moeder stimuleren	stimuleert	stimuleren	1	2	singular	De moeder stimuleert de persoon openlijk.
De inwoner vertrouwt	De inwoner vertrouwen	vertrouwt	vertrouwen	1	2	singular	De inwoner vertrouwt de persoon waarschijnlijk.
De oom ziet	De oom zien	ziet	zien	1	2	singular	De oom ziet de persoon eigenlijk.
De jongen ziet	De jongen zien	ziet	zien	1	2	singular	De jongen ziet de persoon waarschijnlijk.
De atleet vertrouwt	De atleet vertrouwen	vertrouwt	vertrouwen	1	2	singular	De atleet vertrouwt de persoon openlijk.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon voorzichtig.
De leraar begrijpt	De leraar begrijpen	begrijpt	begrijpen	1	2	singular	De leraar begrijpt de persoon openlijk.
De boer ziet	De boer zien	ziet	zien	1	2	singular	De boer ziet de persoon bewust.
De boer verleidt	De boer verleiden	verleidt	verleiden	1	2	singular	De boer verleidt de persoon waarschijnlijk.
De schrijver vermijdt	De schrijver vermijden	vermijdt	vermijden	1	2	singular	De schrijver vermijdt de persoon openlijk.
De jongen vertrouwt	De jongen vertrouwen	vertrouwt	vertrouwen	1	2	singular	De jongen vertrouwt de persoon waarschijnlijk.
De meid vertrouwt	De meid vertrouwen	vertrouwt	vertrouwen	1	2	singular	De meid vertrouwt de persoon openlijk.
De atleet groet	De atleet groeten	groet	groeten	1	2	singular	De atleet groet de persoon openlijk.
De dokter mist	De dokter missen	mist	missen	1	2	singular	De dokter mist de persoon openlijk.
De persoon herkent	De persoon herkennen	herkent	herkennen	1	2	singular	De persoon herkent de persoon waarschijnlijk.
De oom roept	De oom roepen	roept	roepen	1	2	singular	De oom roept de persoon publiekelijk.
De advocaat stimuleert	De advocaat stimuleren	stimuleert	stimuleren	1	2	singular	De advocaat stimuleert de persoon voorzichtig.
De vriend hoort	De vriend horen	hoort	horen	1	2	singular	De vriend hoort de persoon voorzichtig.
De schrijver vermijdt	De schrijver vermijden	vermijdt	vermijden	1	2	singular	De schrijver vermijdt de persoon voorzichtig.
De inwoner stimuleert	De inwoner stimuleren	stimuleert	stimuleren	1	2	singular	De inwoner stimuleert de persoon openlijk.
De dichter bekritiseert	De dichter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dichter bekritiseert de persoon voorzichtig.
De schrijver mist	De schrijver missen	mist	missen	1	2	singular	De schrijver mist de persoon openlijk.
De boer onderzoekt	De boer onderzoeken	onderzoekt	onderzoeken	1	2	singular	De boer onderzoekt de persoon eigenlijk.
De vader begrijpt	De vader begrijpen	begrijpt	begrijpen	1	2	singular	De vader begrijpt de persoon bewust.
De vader begrijpt	De vader begrijpen	begrijpt	begrijpen	1	2	singular	De vader begrijpt de persoon openlijk.
De vrouw kent	De vrouw kennen	kent	kennen	1	2	singular	De vrouw kent de persoon publiekelijk.
De vader vermijdt	De vader vermijden	vermijdt	vermijden	1	2	singular	De vader vermijdt de persoon eigenlijk.
De dokter ziet	De dokter zien	ziet	zien	1	2	singular	De dokter ziet de persoon waarschijnlijk.
De atleet groet	De atleet groeten	groet	groeten	1	2	singular	De atleet groet de persoon bewust.
De dichter vertrouwt	De dichter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dichter vertrouwt de persoon voorzichtig.
De tante groet	De tante groeten	groet	groeten	1	2	singular	De tante groet de persoon publiekelijk.
De oom vertrouwt	De oom vertrouwen	vertrouwt	vertrouwen	1	2	singular	De oom vertrouwt de persoon eigenlijk.
De atleet herkent	De atleet herkennen	herkent	herkennen	1	2	singular	De atleet herkent de persoon waarschijnlijk.
De inwoner herkent	De inwoner herkennen	herkent	herkennen	1	2	singular	De inwoner herkent de persoon voorzichtig.
De zanger kent	De zanger kennen	kent	kennen	1	2	singular	De zanger kent de persoon publiekelijk.
De meid vermijdt	De meid vermijden	vermijdt	vermijden	1	2	singular	De meid vermijdt de persoon openlijk.
De persoon verleidt	De persoon verleiden	verleidt	verleiden	1	2	singular	De persoon verleidt de persoon eigenlijk.
De dokter vermijdt	De dokter vermijden	vermijdt	vermijden	1	2	singular	De dokter vermijdt de persoon waarschijnlijk.
De tante stimuleert	De tante stimuleren	stimuleert	stimuleren	1	2	singular	De tante stimuleert de persoon waarschijnlijk.
De jongen mist	De jongen missen	mist	missen	1	2	singular	De jongen mist de persoon waarschijnlijk.
De leraar vermijdt	De leraar vermijden	vermijdt	vermijden	1	2	singular	De leraar vermijdt de persoon bewust.
De zanger onderzoekt	De zanger onderzoeken	onderzoekt	onderzoeken	1	2	singular	De zanger onderzoekt de persoon openlijk.
De atleet herkent	De atleet herkennen	herkent	herkennen	1	2	singular	De atleet herkent de persoon bewust.
De boer onderzoekt	De boer onderzoeken	onderzoekt	onderzoeken	1	2	singular	De boer onderzoekt de persoon waarschijnlijk.
De vrouw mist	De vrouw missen	mist	missen	1	2	singular	De vrouw mist de persoon publiekelijk.
De zanger roept	De zanger roepen	roept	roepen	1	2	singular	De zanger roept de persoon eigenlijk.
De zanger verleidt	De zanger verleiden	verleidt	verleiden	1	2	singular	De zanger verleidt de persoon publiekelijk.
De boer stimuleert	De boer stimuleren	stimuleert	stimuleren	1	2	singular	De boer stimuleert de persoon publiekelijk.
De atleet onderzoekt	De atleet onderzoeken	onderzoekt	onderzoeken	1	2	singular	De atleet onderzoekt de persoon waarschijnlijk.
De boer roept	De boer roepen	roept	roepen	1	2	singular	De boer roept de persoon publiekelijk.
De leraar onderzoekt	De leraar onderzoeken	onderzoekt	onderzoeken	1	2	singular	De leraar onderzoekt de persoon publiekelijk.
De dichter roept	De dichter roepen	roept	roepen	1	2	singular	De dichter roept de persoon eigenlijk.
De meid hoort	De meid horen	hoort	horen	1	2	singular	De meid hoort de persoon publiekelijk.
