agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	completed
De persoon ziet dat de jongen openlijk de persoon begrijpt	De persoon ziet dat de jongen openlijk de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon ziet dat de jongen openlijk de persoon begrijpt.
De persoon wenst dat de man bewust de persoon kent	De persoon wenst dat de man bewust de persoon kennen	kent	kennen	5	9	singular	singular	De persoon wenst dat de man bewust de persoon kent.
De persoon gelooft dat de boer publiekelijk de persoon herkent	De persoon gelooft dat de boer publiekelijk de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon gelooft dat de boer publiekelijk de persoon herkent.
De persoon denkt dat de persoon voorzichtig de persoon vermijdt	De persoon denkt dat de persoon voorzichtig de persoon vermijden	vermijdt	vermijden	5	9	singular	singular	De persoon denkt dat de persoon voorzichtig de persoon vermijdt.
De persoon ziet dat de inwoner publiekelijk de persoon begrijpt	De persoon ziet dat de inwoner publiekelijk de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon ziet dat de inwoner publiekelijk de persoon begrijpt.
De persoon denkt dat de persoon publiekelijk de persoon mist	De persoon denkt dat de persoon publiekelijk de persoon missen	mist	missen	5	9	singular	singular	De persoon denkt dat de persoon publiekelijk de persoon mist.
De persoon denkt dat de vrouw bewust de persoon herkent	De persoon denkt dat de vrouw bewust de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon denkt dat de vrouw bewust de persoon herkent.
De persoon wenst dat de oom openlijk de persoon vermijdt	De persoon wenst dat de oom openlijk de persoon vermijden	vermijdt	vermijden	5	9	singular	singular	De persoon wenst dat de oom openlijk de persoon vermijdt.
De persoon gelooft dat de vrouw publiekelijk de persoon stimuleert	De persoon gelooft dat de vrouw publiekelijk de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon gelooft dat de vrouw publiekelijk de persoon stimuleert.
De persoon gelooft dat de zanger openlijk de persoon begrijpt	De persoon gelooft dat de zanger openlijk de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon gelooft dat de zanger openlijk de persoon begrijpt.
De persoon denkt dat de meid eigenlijk de persoon herkent	De persoon denkt dat de meid eigenlijk de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon denkt dat de meid eigenlijk de persoon herkent.
De persoon gelooft dat de tante voorzichtig de persoon mist	De persoon gelooft dat de tante voorzichtig de persoon missen	mist	missen	5	9	singular	singular	De persoon gelooft dat de tante voorzichtig de persoon mist.
De persoon wenst dat de meid waarschijnlijk de persoon roept	De persoon wenst dat de meid waarschijnlijk de persoon roepen	roept	roepen	5	9	singular	singular	De persoon wenst dat de meid waarschijnlijk de persoon roept.
De persoon denkt dat de oom openlijk de persoon mist	De persoon denkt dat de oom openlijk de persoon missen	mist	missen	5	9	singular	singular	De persoon denkt dat de oom openlijk de persoon mist.
De persoon wil dat de advocaat waarschijnlijk de persoon hoort	De persoon wil dat de advocaat waarschijnlijk de persoon horen	hoort	horen	5	9	singular	singular	De persoon wil dat de advocaat waarschijnlijk de persoon hoort.
De persoon ziet dat de vrouw openlijk de persoon roept	De persoon ziet dat de vrouw openlijk de persoon roepen	roept	roepen	5	9	singular	singular	De persoon ziet dat de vrouw openlijk de persoon roept.
De persoon wenst dat de leraar waarschijnlijk de persoon kent	De persoon wenst dat de leraar waarschijnlijk de persoon kennen	kent	kennen	5	9	singular	singular	De persoon wenst dat de leraar waarschijnlijk de persoon kent.
De persoon gelooft dat de leraar bewust de persoon hoort	De persoon gelooft dat de leraar bewust de persoon horen	hoort	horen	5	9	singular	singular	De persoon gelooft dat de leraar bewust de persoon hoort.
De persoon ziet dat de tante openlijk de persoon begrijpt	De persoon ziet dat de tante openlijk de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon ziet dat de tante openlijk de persoon begrijpt.
De persoon ziet dat de inwoner voorzichtig de persoon verleidt	De persoon ziet dat de inwoner voorzichtig de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon ziet dat de inwoner voorzichtig de persoon verleidt.
De persoon ziet dat de persoon openlijk de persoon roept	De persoon ziet dat de persoon openlijk de persoon roepen	roept	roepen	5	9	singular	singular	De persoon ziet dat de persoon openlijk de persoon roept.
De persoon gelooft dat de dichter eigenlijk de persoon verleidt	De persoon gelooft dat de dichter eigenlijk de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon gelooft dat de dichter eigenlijk de persoon verleidt.
De persoon wil dat de schrijver voorzichtig de persoon herkent	De persoon wil dat de schrijver voorzichtig de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon wil dat de schrijver voorzichtig de persoon herkent.
De persoon denkt dat de vrouw openlijk de persoon stimuleert	De persoon denkt dat de vrouw openlijk de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon denkt dat de vrouw openlijk de persoon stimuleert.
De persoon wil dat de oom bewust de persoon bekritiseert	De persoon wil dat de oom bewust de persoon bekritiseren	bekritiseert	bekritiseren	5	9	singular	singular	De persoon wil dat de oom bewust de persoon bekritiseert.
De persoon gelooft dat de inwoner publiekelijk de persoon bekritiseert	De persoon gelooft dat de inwoner publiekelijk de persoon bekritiseren	bekritiseert	bekritiseren	5	9	singular	singular	De persoon gelooft dat de inwoner publiekelijk de persoon bekritiseert.
De persoon gelooft dat de boer publiekelijk de persoon begrijpt	De persoon gelooft dat de boer publiekelijk de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon gelooft dat de boer publiekelijk de persoon begrijpt.
De persoon denkt dat de man voorzichtig de persoon verleidt	De persoon denkt dat de man voorzichtig de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon denkt dat de man voorzichtig de persoon verleidt.
De persoon gelooft dat de leraar openlijk de persoon mist	De persoon gelooft dat de leraar openlijk de persoon missen	mist	missen	5	9	singular	singular	De persoon gelooft dat de leraar openlijk de persoon mist.
De persoon gelooft dat de advocaat voorzichtig de persoon herkent	De persoon gelooft dat de advocaat voorzichtig de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon gelooft dat de advocaat voorzichtig de persoon herkent.
De persoon wenst dat de jongen eigenlijk de persoon stimuleert	De persoon wenst dat de jongen eigenlijk de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon wenst dat de jongen eigenlijk de persoon stimuleert.
De persoon wil dat de jongen bewust de persoon verleidt	De persoon wil dat de jongen bewust de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon wil dat de jongen bewust de persoon verleidt.
De persoon gelooft dat de leraar waarschijnlijk de persoon onderzoekt	De persoon gelooft dat de leraar waarschijnlijk de persoon onderzoeken	onderzoekt	onderzoeken	5	9	singular	singular	De persoon gelooft dat de leraar waarschijnlijk de persoon onderzoekt.
De persoon wenst dat de jongen publiekelijk de persoon ziet	De persoon wenst dat de jongen publiekelijk de persoon zien	ziet	zien	5	9	singular	singular	De persoon wenst dat de jongen publiekelijk de persoon ziet.
De persoon denkt dat de oom waarschijnlijk de persoon begrijpt	De persoon denkt dat de oom waarschijnlijk de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon denkt dat de oom waarschijnlijk de persoon begrijpt.
De persoon denkt dat de oom voorzichtig de persoon groet	De persoon denkt dat de oom voorzichtig de persoon groeten	groet	groeten	5	9	singular	singular	De persoon denkt dat de oom voorzichtig de persoon groet.
De persoon denkt dat de zanger publiekelijk de persoon groet	De persoon denkt dat de zanger publiekelijk de persoon groeten	groet	groeten	5	9	singular	singular	De persoon denkt dat de zanger publiekelijk de persoon groet.
De persoon wenst dat de meid publiekelijk de persoon kent	De persoon wenst dat de meid publiekelijk de persoon kennen	kent	kennen	5	9	singular	singular	De persoon wenst dat de meid publiekelijk de persoon kent.
De persoon wenst dat de leraar voorzichtig de persoon stimuleert	De persoon wenst dat de leraar voorzichtig de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon wenst dat de leraar voorzichtig de persoon stimuleert.
De persoon ziet dat de vrouw bewust de persoon stimuleert	De persoon ziet dat de vrouw bewust de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon ziet dat de vrouw bewust de persoon stimuleert.
De persoon wil dat de advocaat voorzichtig de persoon ziet	De persoon wil dat de advocaat voorzichtig de persoon zien	ziet	zien	5	9	singular	singular	De persoon wil dat de advocaat voorzichtig de persoon ziet.
De persoon wil dat de zanger openlijk de persoon vertrouwt	De persoon wil dat de zanger openlijk de persoon vertrouwen	vertrouwt	vertrouwen	5	9	singular	singular	De persoon wil dat de zanger openlijk de persoon vertrouwt.
De persoon denkt dat de man eigenlijk de persoon ziet	De persoon denkt dat de man eigenlijk de persoon zien	ziet	zien	5	9	singular	singular	De persoon denkt dat de man eigenlijk de persoon ziet.
De persoon ziet dat de meid waarschijnlijk de persoon verleidt	De persoon ziet dat de meid waarschijnlijk de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon ziet dat de meid waarschijnlijk de persoon verleidt.
De persoon ziet dat de jongen voorzichtig de persoon bekritiseert	De persoon ziet dat de jongen voorzichtig de persoon bekritiseren	bekritiseert	bekritiseren	5	9	singular	singular	De persoon ziet dat de jongen voorzichtig de persoon bekritiseert.
De persoon denkt dat de jongen eigenlijk de persoon stimuleert	De persoon denkt dat de jongen eigenlijk de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon denkt dat de jongen eigenlijk de persoon stimuleert.
De persoon wenst dat de leraar publiekelijk de persoon stimuleert	De persoon wenst dat de leraar publiekelijk de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon wenst dat de leraar publiekelijk de persoon stimuleert.
De persoon wil dat de leraar waarschijnlijk de persoon onderzoekt	De persoon wil dat de leraar waarschijnlijk de persoon onderzoeken	onderzoekt	onderzoeken	5	9	singular	singular	De persoon wil dat de leraar waarschijnlijk de persoon onderzoekt.
De persoon denkt dat de persoon eigenlijk de persoon mist	De persoon denkt dat de persoon eigenlijk de persoon missen	mist	missen	5	9	singular	singular	De persoon denkt dat de persoon eigenlijk de persoon mist.
De persoon ziet dat de man waarschijnlijk de persoon kent	De persoon ziet dat de man waarschijnlijk de persoon kennen	kent	kennen	5	9	singular	singular	De persoon ziet dat de man waarschijnlijk de persoon kent.
De persoon wenst dat de vriend publiekelijk de persoon verleidt	De persoon wenst dat de vriend publiekelijk de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon wenst dat de vriend publiekelijk de persoon verleidt.
De persoon ziet dat de jongen bewust de persoon stimuleert	De persoon ziet dat de jongen bewust de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon ziet dat de jongen bewust de persoon stimuleert.
De persoon denkt dat de persoon waarschijnlijk de persoon groet	De persoon denkt dat de persoon waarschijnlijk de persoon groeten	groet	groeten	5	9	singular	singular	De persoon denkt dat de persoon waarschijnlijk de persoon groet.
De persoon wenst dat de zanger eigenlijk de persoon kent	De persoon wenst dat de zanger eigenlijk de persoon kennen	kent	kennen	5	9	singular	singular	De persoon wenst dat de zanger eigenlijk de persoon kent.
De persoon ziet dat de vriend publiekelijk de persoon vertrouwt	De persoon ziet dat de vriend publiekelijk de persoon vertrouwen	vertrouwt	vertrouwen	5	9	singular	singular	De persoon ziet dat de vriend publiekelijk de persoon vertrouwt.
De persoon denkt dat de leraar publiekelijk de persoon ziet	De persoon denkt dat de leraar publiekelijk de persoon zien	ziet	zien	5	9	singular	singular	De persoon denkt dat de leraar publiekelijk de persoon ziet.
De persoon ziet dat de dokter eigenlijk de persoon vertrouwt	De persoon ziet dat de dokter eigenlijk de persoon vertrouwen	vertrouwt	vertrouwen	5	9	singular	singular	De persoon ziet dat de dokter eigenlijk de persoon vertrouwt.
De persoon wenst dat de zanger openlijk de persoon verleidt	De persoon wenst dat de zanger openlijk de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon wenst dat de zanger openlijk de persoon verleidt.
De persoon ziet dat de dokter bewust de persoon herkent	De persoon ziet dat de dokter bewust de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon ziet dat de dokter bewust de persoon herkent.
De persoon ziet dat de oom eigenlijk de persoon stimuleert	De persoon ziet dat de oom eigenlijk de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon ziet dat de oom eigenlijk de persoon stimuleert.
De persoon denkt dat de dichter bewust de persoon vermijdt	De persoon denkt dat de dichter bewust de persoon vermijden	vermijdt	vermijden	5	9	singular	singular	De persoon denkt dat de dichter bewust de persoon vermijdt.
De persoon ziet dat de boer publiekelijk de persoon roept	De persoon ziet dat de boer publiekelijk de persoon roepen	roept	roepen	5	9	singular	singular	De persoon ziet dat de boer publiekelijk de persoon roept.
De persoon wenst dat de meid bewust de persoon verleidt	De persoon wenst dat de meid bewust de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon wenst dat de meid bewust de persoon verleidt.
De persoon wil dat de persoon openlijk de persoon bekritiseert	De persoon wil dat de persoon openlijk de persoon bekritiseren	bekritiseert	bekritiseren	5	9	singular	singular	De persoon wil dat de persoon openlijk de persoon bekritiseert.
De persoon ziet dat de jongen bewust de persoon vermijdt	De persoon ziet dat de jongen bewust de persoon vermijden	vermijdt	vermijden	5	9	singular	singular	De persoon ziet dat de jongen bewust de persoon vermijdt.
De persoon wil dat de dichter voorzichtig de persoon kent	De persoon wil dat de dichter voorzichtig de persoon kennen	kent	kennen	5	9	singular	singular	De persoon wil dat de dichter voorzichtig de persoon kent.
De persoon gelooft dat de vader waarschijnlijk de persoon herkent	De persoon gelooft dat de vader waarschijnlijk de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon gelooft dat de vader waarschijnlijk de persoon herkent.
De persoon denkt dat de schrijver voorzichtig de persoon mist	De persoon denkt dat de schrijver voorzichtig de persoon missen	mist	missen	5	9	singular	singular	De persoon denkt dat de schrijver voorzichtig de persoon mist.
De persoon wil dat de vriend publiekelijk de persoon hoort	De persoon wil dat de vriend publiekelijk de persoon horen	hoort	horen	5	9	singular	singular	De persoon wil dat de vriend publiekelijk de persoon hoort.
De persoon wil dat de vriend publiekelijk de persoon verleidt	De persoon wil dat de vriend publiekelijk de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon wil dat de vriend publiekelijk de persoon verleidt.
De persoon gelooft dat de vriend bewust de persoon herkent	De persoon gelooft dat de vriend bewust de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon gelooft dat de vriend bewust de persoon herkent.
De persoon wenst dat de schrijver openlijk de persoon kent	De persoon wenst dat de schrijver openlijk de persoon kennen	kent	kennen	5	9	singular	singular	De persoon wenst dat de schrijver openlijk de persoon kent.
De persoon wil dat de zanger openlijk de persoon herkent	De persoon wil dat de zanger openlijk de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon wil dat de zanger openlijk de persoon herkent.
De persoon wenst dat de advocaat eigenlijk de persoon vertrouwt	De persoon wenst dat de advocaat eigenlijk de persoon vertrouwen	vertrouwt	vertrouwen	5	9	singular	singular	De persoon wenst dat de advocaat eigenlijk de persoon vertrouwt.
De persoon ziet dat de schrijver voorzichtig de persoon herkent	De persoon ziet dat de schrijver voorzichtig de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon ziet dat de schrijver voorzichtig de persoon herkent.
De persoon wenst dat de vrouw waarschijnlijk de persoon kent	De persoon wenst dat de vrouw waarschijnlijk de persoon kennen	kent	kennen	5	9	singular	singular	De persoon wenst dat de vrouw waarschijnlijk de persoon kent.
De persoon gelooft dat de vrouw openlijk de persoon groet	De persoon gelooft dat de vrouw openlijk de persoon groeten	groet	groeten	5	9	singular	singular	De persoon gelooft dat de vrouw openlijk de persoon groet.
De persoon ziet dat de vriend eigenlijk de persoon begrijpt	De persoon ziet dat de vriend eigenlijk de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon ziet dat de vriend eigenlijk de persoon begrijpt.
De persoon denkt dat de moeder openlijk de persoon vertrouwt	De persoon denkt dat de moeder openlijk de persoon vertrouwen	vertrouwt	vertrouwen	5	9	singular	singular	De persoon denkt dat de moeder openlijk de persoon vertrouwt.
De persoon gelooft dat de inwoner openlijk de persoon verleidt	De persoon gelooft dat de inwoner openlijk de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon gelooft dat de inwoner openlijk de persoon verleidt.
De persoon ziet dat de vrouw publiekelijk de persoon begrijpt	De persoon ziet dat de vrouw publiekelijk de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon ziet dat de vrouw publiekelijk de persoon begrijpt.
De persoon gelooft dat de advocaat voorzichtig de persoon stimuleert	De persoon gelooft dat de advocaat voorzichtig de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon gelooft dat de advocaat voorzichtig de persoon stimuleert.
De persoon gelooft dat de dokter openlijk de persoon ziet	De persoon gelooft dat de dokter openlijk de persoon zien	ziet	zien	5	9	singular	singular	De persoon gelooft dat de dokter openlijk de persoon ziet.
De persoon ziet dat de man waarschijnlijk de persoon onderzoekt	De persoon ziet dat de man waarschijnlijk de persoon onderzoeken	onderzoekt	onderzoeken	5	9	singular	singular	De persoon ziet dat de man waarschijnlijk de persoon onderzoekt.
De persoon ziet dat de meid eigenlijk de persoon kent	De persoon ziet dat de meid eigenlijk de persoon kennen	kent	kennen	5	9	singular	singular	De persoon ziet dat de meid eigenlijk de persoon kent.
De persoon gelooft dat de tante publiekelijk de persoon begrijpt	De persoon gelooft dat de tante publiekelijk de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon gelooft dat de tante publiekelijk de persoon begrijpt.
De persoon wil dat de leraar waarschijnlijk de persoon bekritiseert	De persoon wil dat de leraar waarschijnlijk de persoon bekritiseren	bekritiseert	bekritiseren	5	9	singular	singular	De persoon wil dat de leraar waarschijnlijk de persoon bekritiseert.
De persoon gelooft dat de dokter bewust de persoon vermijdt	De persoon gelooft dat de dokter bewust de persoon vermijden	vermijdt	vermijden	5	9	singular	singular	De persoon gelooft dat de dokter bewust de persoon vermijdt.
De persoon ziet dat de tante openlijk de persoon verleidt	De persoon ziet dat de tante openlijk de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon ziet dat de tante openlijk de persoon verleidt.
De persoon wenst dat de persoon openlijk de persoon hoort	De persoon wenst dat de persoon openlijk de persoon horen	hoort	horen	5	9	singular	singular	De persoon wenst dat de persoon openlijk de persoon hoort.
De persoon wenst dat de schrijver voorzichtig de persoon ziet	De persoon wenst dat de schrijver voorzichtig de persoon zien	ziet	zien	5	9	singular	singular	De persoon wenst dat de schrijver voorzichtig de persoon ziet.
De persoon wil dat de tante eigenlijk de persoon ziet	De persoon wil dat de tante eigenlijk de persoon zien	ziet	zien	5	9	singular	singular	De persoon wil dat de tante eigenlijk de persoon ziet.
De persoon gelooft dat de meid voorzichtig de persoon verleidt	De persoon gelooft dat de meid voorzichtig de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon gelooft dat de meid voorzichtig de persoon verleidt.
De persoon denkt dat de inwoner voorzichtig de persoon vermijdt	De persoon denkt dat de inwoner voorzichtig de persoon vermijden	vermijdt	vermijden	5	9	singular	singular	De persoon denkt dat de inwoner voorzichtig de persoon vermijdt.
De persoon ziet dat de tante waarschijnlijk de persoon vermijdt	De persoon ziet dat de tante waarschijnlijk de persoon vermijden	vermijdt	vermijden	5	9	singular	singular	De persoon ziet dat de tante waarschijnlijk de persoon vermijdt.
De persoon wil dat de dokter eigenlijk de persoon ziet	De persoon wil dat de dokter eigenlijk de persoon zien	ziet	zien	5	9	singular	singular	De persoon wil dat de dokter eigenlijk de persoon ziet.
De persoon ziet dat de zanger voorzichtig de persoon vertrouwt	De persoon ziet dat de zanger voorzichtig de persoon vertrouwen	vertrouwt	vertrouwen	5	9	singular	singular	De persoon ziet dat de zanger voorzichtig de persoon vertrouwt.
De persoon ziet dat de dichter publiekelijk de persoon onderzoekt	De persoon ziet dat de dichter publiekelijk de persoon onderzoeken	onderzoekt	onderzoeken	5	9	singular	singular	De persoon ziet dat de dichter publiekelijk de persoon onderzoekt.
De persoon wenst dat de vriend bewust de persoon vermijdt	De persoon wenst dat de vriend bewust de persoon vermijden	vermijdt	vermijden	5	9	singular	singular	De persoon wenst dat de vriend bewust de persoon vermijdt.
De persoon gelooft dat de zanger voorzichtig de persoon begrijpt	De persoon gelooft dat de zanger voorzichtig de persoon begrijpen	begrijpt	begrijpen	5	9	singular	singular	De persoon gelooft dat de zanger voorzichtig de persoon begrijpt.
De persoon ziet dat de atleet openlijk de persoon herkent	De persoon ziet dat de atleet openlijk de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon ziet dat de atleet openlijk de persoon herkent.
De persoon wenst dat de moeder eigenlijk de persoon roept	De persoon wenst dat de moeder eigenlijk de persoon roepen	roept	roepen	5	9	singular	singular	De persoon wenst dat de moeder eigenlijk de persoon roept.
De persoon gelooft dat de oom publiekelijk de persoon bekritiseert	De persoon gelooft dat de oom publiekelijk de persoon bekritiseren	bekritiseert	bekritiseren	5	9	singular	singular	De persoon gelooft dat de oom publiekelijk de persoon bekritiseert.
De persoon denkt dat de tante voorzichtig de persoon stimuleert	De persoon denkt dat de tante voorzichtig de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon denkt dat de tante voorzichtig de persoon stimuleert.
De persoon gelooft dat de man bewust de persoon stimuleert	De persoon gelooft dat de man bewust de persoon stimuleren	stimuleert	stimuleren	5	9	singular	singular	De persoon gelooft dat de man bewust de persoon stimuleert.
De persoon wenst dat de inwoner waarschijnlijk de persoon groet	De persoon wenst dat de inwoner waarschijnlijk de persoon groeten	groet	groeten	5	9	singular	singular	De persoon wenst dat de inwoner waarschijnlijk de persoon groet.
De persoon gelooft dat de dichter publiekelijk de persoon onderzoekt	De persoon gelooft dat de dichter publiekelijk de persoon onderzoeken	onderzoekt	onderzoeken	5	9	singular	singular	De persoon gelooft dat de dichter publiekelijk de persoon onderzoekt.
De persoon wenst dat de persoon waarschijnlijk de persoon herkent	De persoon wenst dat de persoon waarschijnlijk de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon wenst dat de persoon waarschijnlijk de persoon herkent.
De persoon ziet dat de vriend eigenlijk de persoon kent	De persoon ziet dat de vriend eigenlijk de persoon kennen	kent	kennen	5	9	singular	singular	De persoon ziet dat de vriend eigenlijk de persoon kent.
De persoon ziet dat de advocaat waarschijnlijk de persoon ziet	De persoon ziet dat de advocaat waarschijnlijk de persoon zien	ziet	zien	5	9	singular	singular	De persoon ziet dat de advocaat waarschijnlijk de persoon ziet.
De persoon wenst dat de oom voorzichtig de persoon bekritiseert	De persoon wenst dat de oom voorzichtig de persoon bekritiseren	bekritiseert	bekritiseren	5	9	singular	singular	De persoon wenst dat de oom voorzichtig de persoon bekritiseert.
De persoon gelooft dat de vriend voorzichtig de persoon kent	De persoon gelooft dat de vriend voorzichtig de persoon kennen	kent	kennen	5	9	singular	singular	De persoon gelooft dat de vriend voorzichtig de persoon kent.
De persoon wenst dat de schrijver openlijk de persoon verleidt	De persoon wenst dat de schrijver openlijk de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon wenst dat de schrijver openlijk de persoon verleidt.
De persoon wenst dat de jongen publiekelijk de persoon vertrouwt	De persoon wenst dat de jongen publiekelijk de persoon vertrouwen	vertrouwt	vertrouwen	5	9	singular	singular	De persoon wenst dat de jongen publiekelijk de persoon vertrouwt.
De persoon wil dat de vrouw waarschijnlijk de persoon herkent	De persoon wil dat de vrouw waarschijnlijk de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon wil dat de vrouw waarschijnlijk de persoon herkent.
De persoon gelooft dat de inwoner bewust de persoon kent	De persoon gelooft dat de inwoner bewust de persoon kennen	kent	kennen	5	9	singular	singular	De persoon gelooft dat de inwoner bewust de persoon kent.
De persoon ziet dat de leraar bewust de persoon herkent	De persoon ziet dat de leraar bewust de persoon herkennen	herkent	herkennen	5	9	singular	singular	De persoon ziet dat de leraar bewust de persoon herkent.
De persoon wil dat de advocaat bewust de persoon kent	De persoon wil dat de advocaat bewust de persoon kennen	kent	kennen	5	9	singular	singular	De persoon wil dat de advocaat bewust de persoon kent.
De persoon ziet dat de advocaat waarschijnlijk de persoon verleidt	De persoon ziet dat de advocaat waarschijnlijk de persoon verleiden	verleidt	verleiden	5	9	singular	singular	De persoon ziet dat de advocaat waarschijnlijk de persoon verleidt.
De persoon wenst dat de dichter openlijk de persoon mist	De persoon wenst dat de dichter openlijk de persoon missen	mist	missen	5	9	singular	singular	De persoon wenst dat de dichter openlijk de persoon mist.
