agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	completed
De jongen onderzoekt	De jongen onderzoeken	onderzoekt	onderzoeken	1	2	singular	De jongen onderzoekt de persoon openlijk.
De jongen onderzoekt	De jongen onderzoeken	onderzoekt	onderzoeken	1	2	singular	De jongen onderzoekt de persoon waarschijnlijk.
De jongen onderzoekt	De jongen onderzoeken	onderzoekt	onderzoeken	1	2	singular	De jongen onderzoekt de persoon voorzichtig.
De jongen onderzoekt	De jongen onderzoeken	onderzoekt	onderzoeken	1	2	singular	De jongen onderzoekt de persoon eigenlijk.
De jongen onderzoekt	De jongen onderzoeken	onderzoekt	onderzoeken	1	2	singular	De jongen onderzoekt de persoon bewust.
De jongen bekritiseert	De jongen bekritiseren	bekritiseert	bekritiseren	1	2	singular	De jongen bekritiseert de persoon publiekelijk.
De jongen bekritiseert	De jongen bekritiseren	bekritiseert	bekritiseren	1	2	singular	De jongen bekritiseert de persoon openlijk.
De jongen bekritiseert	De jongen bekritiseren	bekritiseert	bekritiseren	1	2	singular	De jongen bekritiseert de persoon waarschijnlijk.
De jongen bekritiseert	De jongen bekritiseren	bekritiseert	bekritiseren	1	2	singular	De jongen bekritiseert de persoon voorzichtig.
De jongen bekritiseert	De jongen bekritiseren	bekritiseert	bekritiseren	1	2	singular	De jongen bekritiseert de persoon eigenlijk.
De jongen bekritiseert	De jongen bekritiseren	bekritiseert	bekritiseren	1	2	singular	De jongen bekritiseert de persoon bewust.
De jongen hoort	De jongen horen	hoort	horen	1	2	singular	De jongen hoort de persoon publiekelijk.
De jongen hoort	De jongen horen	hoort	horen	1	2	singular	De jongen hoort de persoon openlijk.
De jongen hoort	De jongen horen	hoort	horen	1	2	singular	De jongen hoort de persoon waarschijnlijk.
De jongen hoort	De jongen horen	hoort	horen	1	2	singular	De jongen hoort de persoon voorzichtig.
De jongen hoort	De jongen horen	hoort	horen	1	2	singular	De jongen hoort de persoon eigenlijk.
De jongen hoort	De jongen horen	hoort	horen	1	2	singular	De jongen hoort de persoon bewust.
De jongen verleidt	De jongen verleiden	verleidt	verleiden	1	2	singular	De jongen verleidt de persoon publiekelijk.
De jongen verleidt	De jongen verleiden	verleidt	verleiden	1	2	singular	De jongen verleidt de persoon openlijk.
De jongen verleidt	De jongen verleiden	verleidt	verleiden	1	2	singular	De jongen verleidt de persoon waarschijnlijk.
De jongen verleidt	De jongen verleiden	verleidt	verleiden	1	2	singular	De jongen verleidt de persoon voorzichtig.
De jongen verleidt	De jongen verleiden	verleidt	verleiden	1	2	singular	De jongen verleidt de persoon eigenlijk.
De jongen verleidt	De jongen verleiden	verleidt	verleiden	1	2	singular	De jongen verleidt de persoon bewust.
De jongen ziet	De jongen zien	ziet	zien	1	2	singular	De jongen ziet de persoon publiekelijk.
De jongen ziet	De jongen zien	ziet	zien	1	2	singular	De jongen ziet de persoon openlijk.
De jongen ziet	De jongen zien	ziet	zien	1	2	singular	De jongen ziet de persoon waarschijnlijk.
De jongen ziet	De jongen zien	ziet	zien	1	2	singular	De jongen ziet de persoon voorzichtig.
De jongen ziet	De jongen zien	ziet	zien	1	2	singular	De jongen ziet de persoon eigenlijk.
De jongen ziet	De jongen zien	ziet	zien	1	2	singular	De jongen ziet de persoon bewust.
De jongen kent	De jongen kennen	kent	kennen	1	2	singular	De jongen kent de persoon publiekelijk.
De jongen kent	De jongen kennen	kent	kennen	1	2	singular	De jongen kent de persoon openlijk.
De jongen kent	De jongen kennen	kent	kennen	1	2	singular	De jongen kent de persoon waarschijnlijk.
De jongen kent	De jongen kennen	kent	kennen	1	2	singular	De jongen kent de persoon voorzichtig.
De jongen kent	De jongen kennen	kent	kennen	1	2	singular	De jongen kent de persoon eigenlijk.
De jongen kent	De jongen kennen	kent	kennen	1	2	singular	De jongen kent de persoon bewust.
De jongen mist	De jongen missen	mist	missen	1	2	singular	De jongen mist de persoon publiekelijk.
De jongen mist	De jongen missen	mist	missen	1	2	singular	De jongen mist de persoon openlijk.
De jongen mist	De jongen missen	mist	missen	1	2	singular	De jongen mist de persoon waarschijnlijk.
De jongen mist	De jongen missen	mist	missen	1	2	singular	De jongen mist de persoon voorzichtig.
De jongen mist	De jongen missen	mist	missen	1	2	singular	De jongen mist de persoon eigenlijk.
De jongen mist	De jongen missen	mist	missen	1	2	singular	De jongen mist de persoon bewust.
De jongen begrijpt	De jongen begrijpen	begrijpt	begrijpen	1	2	singular	De jongen begrijpt de persoon publiekelijk.
De jongen begrijpt	De jongen begrijpen	begrijpt	begrijpen	1	2	singular	De jongen begrijpt de persoon openlijk.
De jongen begrijpt	De jongen begrijpen	begrijpt	begrijpen	1	2	singular	De jongen begrijpt de persoon waarschijnlijk.
De jongen begrijpt	De jongen begrijpen	begrijpt	begrijpen	1	2	singular	De jongen begrijpt de persoon voorzichtig.
De jongen begrijpt	De jongen begrijpen	begrijpt	begrijpen	1	2	singular	De jongen begrijpt de persoon eigenlijk.
De jongen begrijpt	De jongen begrijpen	begrijpt	begrijpen	1	2	singular	De jongen begrijpt de persoon bewust.
De jongen vermijdt	De jongen vermijden	vermijdt	vermijden	1	2	singular	De jongen vermijdt de persoon publiekelijk.
De jongen vermijdt	De jongen vermijden	vermijdt	vermijden	1	2	singular	De jongen vermijdt de persoon openlijk.
De jongen vermijdt	De jongen vermijden	vermijdt	vermijden	1	2	singular	De jongen vermijdt de persoon waarschijnlijk.
De jongen vermijdt	De jongen vermijden	vermijdt	vermijden	1	2	singular	De jongen vermijdt de persoon voorzichtig.
De jongen vermijdt	De jongen vermijden	vermijdt	vermijden	1	2	singular	De jongen vermijdt de persoon eigenlijk.
De jongen vermijdt	De jongen vermijden	vermijdt	vermijden	1	2	singular	De jongen vermijdt de persoon bewust.
De dichter herkent	De dichter herkennen	herkent	herkennen	1	2	singular	De dichter herkent de persoon publiekelijk.
De dichter herkent	De dichter herkennen	herkent	herkennen	1	2	singular	De dichter herkent de persoon openlijk.
De dichter herkent	De dichter herkennen	herkent	herkennen	1	2	singular	De dichter herkent de persoon waarschijnlijk.
De dichter herkent	De dichter herkennen	herkent	herkennen	1	2	singular	De dichter herkent de persoon voorzichtig.
De dichter herkent	De dichter herkennen	herkent	herkennen	1	2	singular	De dichter herkent de persoon eigenlijk.
De dichter herkent	De dichter herkennen	herkent	herkennen	1	2	singular	De dichter herkent de persoon bewust.
De dichter groet	De dichter groeten	groet	groeten	1	2	singular	De dichter groet de persoon publiekelijk.
De dichter groet	De dichter groeten	groet	groeten	1	2	singular	De dichter groet de persoon openlijk.
De dichter groet	De dichter groeten	groet	groeten	1	2	singular	De dichter groet de persoon waarschijnlijk.
De dichter groet	De dichter groeten	groet	groeten	1	2	singular	De dichter groet de persoon voorzichtig.
De dichter groet	De dichter groeten	groet	groeten	1	2	singular	De dichter groet de persoon eigenlijk.
De dichter groet	De dichter groeten	groet	groeten	1	2	singular	De dichter groet de persoon bewust.
De dichter roept	De dichter roepen	roept	roepen	1	2	singular	De dichter roept de persoon publiekelijk.
De dichter roept	De dichter roepen	roept	roepen	1	2	singular	De dichter roept de persoon openlijk.
De dichter roept	De dichter roepen	roept	roepen	1	2	singular	De dichter roept de persoon waarschijnlijk.
De dichter roept	De dichter roepen	roept	roepen	1	2	singular	De dichter roept de persoon voorzichtig.
De dichter roept	De dichter roepen	roept	roepen	1	2	singular	De dichter roept de persoon eigenlijk.
De dichter roept	De dichter roepen	roept	roepen	1	2	singular	De dichter roept de persoon bewust.
De dichter vertrouwt	De dichter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dichter vertrouwt de persoon publiekelijk.
De dichter vertrouwt	De dichter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dichter vertrouwt de persoon openlijk.
De dichter vertrouwt	De dichter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dichter vertrouwt de persoon waarschijnlijk.
De dichter vertrouwt	De dichter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dichter vertrouwt de persoon voorzichtig.
De dichter vertrouwt	De dichter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dichter vertrouwt de persoon eigenlijk.
De dichter vertrouwt	De dichter vertrouwen	vertrouwt	vertrouwen	1	2	singular	De dichter vertrouwt de persoon bewust.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon publiekelijk.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon openlijk.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon waarschijnlijk.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon voorzichtig.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon eigenlijk.
De dichter stimuleert	De dichter stimuleren	stimuleert	stimuleren	1	2	singular	De dichter stimuleert de persoon bewust.
De dichter onderzoekt	De dichter onderzoeken	onderzoekt	onderzoeken	1	2	singular	De dichter onderzoekt de persoon publiekelijk.
De dichter onderzoekt	De dichter onderzoeken	onderzoekt	onderzoeken	1	2	singular	De dichter onderzoekt de persoon openlijk.
De dichter onderzoekt	De dichter onderzoeken	onderzoekt	onderzoeken	1	2	singular	De dichter onderzoekt de persoon waarschijnlijk.
De dichter onderzoekt	De dichter onderzoeken	onderzoekt	onderzoeken	1	2	singular	De dichter onderzoekt de persoon voorzichtig.
De dichter onderzoekt	De dichter onderzoeken	onderzoekt	onderzoeken	1	2	singular	De dichter onderzoekt de persoon eigenlijk.
De dichter onderzoekt	De dichter onderzoeken	onderzoekt	onderzoeken	1	2	singular	De dichter onderzoekt de persoon bewust.
De dichter bekritiseert	De dichter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dichter bekritiseert de persoon publiekelijk.
De dichter bekritiseert	De dichter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dichter bekritiseert de persoon openlijk.
De dichter bekritiseert	De dichter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dichter bekritiseert de persoon waarschijnlijk.
De dichter bekritiseert	De dichter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dichter bekritiseert de persoon voorzichtig.
De dichter bekritiseert	De dichter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dichter bekritiseert de persoon eigenlijk.
De dichter bekritiseert	De dichter bekritiseren	bekritiseert	bekritiseren	1	2	singular	De dichter bekritiseert de persoon bewust.
De dichter hoort	De dichter horen	hoort	horen	1	2	singular	De dichter hoort de persoon publiekelijk.
De dichter hoort	De dichter horen	hoort	horen	1	2	singular	De dichter hoort de persoon openlijk.
De dichter hoort	De dichter horen	hoort	horen	1	2	singular	De dichter hoort de persoon waarschijnlijk.
De dichter hoort	De dichter horen	hoort	horen	1	2	singular	De dichter hoort de persoon voorzichtig.
De dichter hoort	De dichter horen	hoort	horen	1	2	singular	De dichter hoort de persoon eigenlijk.
De dichter hoort	De dichter horen	hoort	horen	1	2	singular	De dichter hoort de persoon bewust.
De dichter verleidt	De dichter verleiden	verleidt	verleiden	1	2	singular	De dichter verleidt de persoon publiekelijk.
De dichter verleidt	De dichter verleiden	verleidt	verleiden	1	2	singular	De dichter verleidt de persoon openlijk.
De dichter verleidt	De dichter verleiden	verleidt	verleiden	1	2	singular	De dichter verleidt de persoon waarschijnlijk.
De dichter verleidt	De dichter verleiden	verleidt	verleiden	1	2	singular	De dichter verleidt de persoon voorzichtig.
De dichter verleidt	De dichter verleiden	verleidt	verleiden	1	2	singular	De dichter verleidt de persoon eigenlijk.
De dichter verleidt	De dichter verleiden	verleidt	verleiden	1	2	singular	De dichter verleidt de persoon bewust.
De dichter ziet	De dichter zien	ziet	zien	1	2	singular	De dichter ziet de persoon publiekelijk.
De dichter ziet	De dichter zien	ziet	zien	1	2	singular	De dichter ziet de persoon openlijk.
De dichter ziet	De dichter zien	ziet	zien	1	2	singular	De dichter ziet de persoon waarschijnlijk.
De dichter ziet	De dichter zien	ziet	zien	1	2	singular	De dichter ziet de persoon voorzichtig.
De dichter ziet	De dichter zien	ziet	zien	1	2	singular	De dichter ziet de persoon eigenlijk.
De dichter ziet	De dichter zien	ziet	zien	1	2	singular	De dichter ziet de persoon bewust.
De dichter kent	De dichter kennen	kent	kennen	1	2	singular	De dichter kent de persoon publiekelijk.
De dichter kent	De dichter kennen	kent	kennen	1	2	singular	De dichter kent de persoon openlijk.
De dichter kent	De dichter kennen	kent	kennen	1	2	singular	De dichter kent de persoon waarschijnlijk.
De dichter kent	De dichter kennen	kent	kennen	1	2	singular	De dichter kent de persoon voorzichtig.
De dichter kent	De dichter kennen	kent	kennen	1	2	singular	De dichter kent de persoon eigenlijk.
De dichter kent	De dichter kennen	kent	kennen	1	2	singular	De dichter kent de persoon bewust.
De dichter mist	De dichter missen	mist	missen	1	2	singular	De dichter mist de persoon publiekelijk.
De dichter mist	De dichter missen	mist	missen	1	2	singular	De dichter mist de persoon openlijk.
De dichter mist	De dichter missen	mist	missen	1	2	singular	De dichter mist de persoon waarschijnlijk.
De dichter mist	De dichter missen	mist	missen	1	2	singular	De dichter mist de persoon voorzichtig.
De dichter mist	De dichter missen	mist	missen	1	2	singular	De dichter mist de persoon eigenlijk.
De dichter mist	De dichter missen	mist	missen	1	2	singular	De dichter mist de persoon bewust.
De dichter begrijpt	De dichter begrijpen	begrijpt	begrijpen	1	2	singular	De dichter begrijpt de persoon publiekelijk.
De dichter begrijpt	De dichter begrijpen	begrijpt	begrijpen	1	2	singular	De dichter begrijpt de persoon openlijk.
De dichter begrijpt	De dichter begrijpen	begrijpt	begrijpen	1	2	singular	De dichter begrijpt de persoon waarschijnlijk.
De dichter begrijpt	De dichter begrijpen	begrijpt	begrijpen	1	2	singular	De dichter begrijpt de persoon voorzichtig.
De dichter begrijpt	De dichter begrijpen	begrijpt	begrijpen	1	2	singular	De dichter begrijpt de persoon eigenlijk.
De dichter begrijpt	De dichter begrijpen	begrijpt	begrijpen	1	2	singular	De dichter begrijpt de persoon bewust.
De dichter vermijdt	De dichter vermijden	vermijdt	vermijden	1	2	singular	De dichter vermijdt de persoon publiekelijk.
De dichter vermijdt	De dichter vermijden	vermijdt	vermijden	1	2	singular	De dichter vermijdt de persoon openlijk.
De dichter vermijdt	De dichter vermijden	vermijdt	vermijden	1	2	singular	De dichter vermijdt de persoon waarschijnlijk.
De dichter vermijdt	De dichter vermijden	vermijdt	vermijden	1	2	singular	De dichter vermijdt de persoon voorzichtig.
De dichter vermijdt	De dichter vermijden	vermijdt	vermijden	1	2	singular	De dichter vermijdt de persoon eigenlijk.
De dichter vermijdt	De dichter vermijden	vermijdt	vermijden	1	2	singular	De dichter vermijdt de persoon bewust.
De vriend herkent	De vriend herkennen	herkent	herkennen	1	2	singular	De vriend herkent de persoon publiekelijk.
De vriend herkent	De vriend herkennen	herkent	herkennen	1	2	singular	De vriend herkent de persoon openlijk.
De vriend herkent	De vriend herkennen	herkent	herkennen	1	2	singular	De vriend herkent de persoon waarschijnlijk.
De vriend herkent	De vriend herkennen	herkent	herkennen	1	2	singular	De vriend herkent de persoon voorzichtig.
De vriend herkent	De vriend herkennen	herkent	herkennen	1	2	singular	De vriend herkent de persoon eigenlijk.
De vriend herkent	De vriend herkennen	herkent	herkennen	1	2	singular	De vriend herkent de persoon bewust.
De vriend groet	De vriend groeten	groet	groeten	1	2	singular	De vriend groet de persoon publiekelijk.
De vriend groet	De vriend groeten	groet	groeten	1	2	singular	De vriend groet de persoon openlijk.
De vriend groet	De vriend groeten	groet	groeten	1	2	singular	De vriend groet de persoon waarschijnlijk.
De vriend groet	De vriend groeten	groet	groeten	1	2	singular	De vriend groet de persoon voorzichtig.
De vriend groet	De vriend groeten	groet	groeten	1	2	singular	De vriend groet de persoon eigenlijk.
De vriend groet	De vriend groeten	groet	groeten	1	2	singular	De vriend groet de persoon bewust.
De vriend roept	De vriend roepen	roept	roepen	1	2	singular	De vriend roept de persoon publiekelijk.
De vriend roept	De vriend roepen	roept	roepen	1	2	singular	De vriend roept de persoon openlijk.
De vriend roept	De vriend roepen	roept	roepen	1	2	singular	De vriend roept de persoon waarschijnlijk.
De vriend roept	De vriend roepen	roept	roepen	1	2	singular	De vriend roept de persoon voorzichtig.
De vriend roept	De vriend roepen	roept	roepen	1	2	singular	De vriend roept de persoon eigenlijk.
De vriend roept	De vriend roepen	roept	roepen	1	2	singular	De vriend roept de persoon bewust.
De vriend vertrouwt	De vriend vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vriend vertrouwt de persoon publiekelijk.
De vriend vertrouwt	De vriend vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vriend vertrouwt de persoon openlijk.
De vriend vertrouwt	De vriend vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vriend vertrouwt de persoon waarschijnlijk.
De vriend vertrouwt	De vriend vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vriend vertrouwt de persoon voorzichtig.
De vriend vertrouwt	De vriend vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vriend vertrouwt de persoon eigenlijk.
De vriend vertrouwt	De vriend vertrouwen	vertrouwt	vertrouwen	1	2	singular	De vriend vertrouwt de persoon bewust.
De vriend stimuleert	De vriend stimuleren	stimuleert	stimuleren	1	2	singular	De vriend stimuleert de persoon publiekelijk.
De vriend stimuleert	De vriend stimuleren	stimuleert	stimuleren	1	2	singular	De vriend stimuleert de persoon openlijk.
De vriend stimuleert	De vriend stimuleren	stimuleert	stimuleren	1	2	singular	De vriend stimuleert de persoon waarschijnlijk.
De vriend stimuleert	De vriend stimuleren	stimuleert	stimuleren	1	2	singular	De vriend stimuleert de persoon voorzichtig.
De vriend stimuleert	De vriend stimuleren	stimuleert	stimuleren	1	2	singular	De vriend stimuleert de persoon eigenlijk.
De vriend stimuleert	De vriend stimuleren	stimuleert	stimuleren	1	2	singular	De vriend stimuleert de persoon bewust.
De vriend onderzoekt	De vriend onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vriend onderzoekt de persoon publiekelijk.
De vriend onderzoekt	De vriend onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vriend onderzoekt de persoon openlijk.
De vriend onderzoekt	De vriend onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vriend onderzoekt de persoon waarschijnlijk.
De vriend onderzoekt	De vriend onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vriend onderzoekt de persoon voorzichtig.
De vriend onderzoekt	De vriend onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vriend onderzoekt de persoon eigenlijk.
De vriend onderzoekt	De vriend onderzoeken	onderzoekt	onderzoeken	1	2	singular	De vriend onderzoekt de persoon bewust.
De vriend bekritiseert	De vriend bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vriend bekritiseert de persoon publiekelijk.
De vriend bekritiseert	De vriend bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vriend bekritiseert de persoon openlijk.
De vriend bekritiseert	De vriend bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vriend bekritiseert de persoon waarschijnlijk.
De vriend bekritiseert	De vriend bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vriend bekritiseert de persoon voorzichtig.
De vriend bekritiseert	De vriend bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vriend bekritiseert de persoon eigenlijk.
De vriend bekritiseert	De vriend bekritiseren	bekritiseert	bekritiseren	1	2	singular	De vriend bekritiseert de persoon bewust.
De vriend hoort	De vriend horen	hoort	horen	1	2	singular	De vriend hoort de persoon publiekelijk.
De vriend hoort	De vriend horen	hoort	horen	1	2	singular	De vriend hoort de persoon openlijk.
De vriend hoort	De vriend horen	hoort	horen	1	2	singular	De vriend hoort de persoon waarschijnlijk.
De vriend hoort	De vriend horen	hoort	horen	1	2	singular	De vriend hoort de persoon voorzichtig.
De vriend hoort	De vriend horen	hoort	horen	1	2	singular	De vriend hoort de persoon eigenlijk.
De vriend hoort	De vriend horen	hoort	horen	1	2	singular	De vriend hoort de persoon bewust.
De vriend verleidt	De vriend verleiden	verleidt	verleiden	1	2	singular	De vriend verleidt de persoon publiekelijk.
De vriend verleidt	De vriend verleiden	verleidt	verleiden	1	2	singular	De vriend verleidt de persoon openlijk.
De vriend verleidt	De vriend verleiden	verleidt	verleiden	1	2	singular	De vriend verleidt de persoon waarschijnlijk.
De vriend verleidt	De vriend verleiden	verleidt	verleiden	1	2	singular	De vriend verleidt de persoon voorzichtig.
De vriend verleidt	De vriend verleiden	verleidt	verleiden	1	2	singular	De vriend verleidt de persoon eigenlijk.
De vriend verleidt	De vriend verleiden	verleidt	verleiden	1	2	singular	De vriend verleidt de persoon bewust.
De vriend ziet	De vriend zien	ziet	zien	1	2	singular	De vriend ziet de persoon publiekelijk.
De vriend ziet	De vriend zien	ziet	zien	1	2	singular	De vriend ziet de persoon openlijk.
De vriend ziet	De vriend zien	ziet	zien	1	2	singular	De vriend ziet de persoon waarschijnlijk.
De vriend ziet	De vriend zien	ziet	zien	1	2	singular	De vriend ziet de persoon voorzichtig.
De vriend ziet	De vriend zien	ziet	zien	1	2	singular	De vriend ziet de persoon eigenlijk.
De vriend ziet	De vriend zien	ziet	zien	1	2	singular	De vriend ziet de persoon bewust.
De vriend kent	De vriend kennen	kent	kennen	1	2	singular	De vriend kent de persoon publiekelijk.
De vriend kent	De vriend kennen	kent	kennen	1	2	singular	De vriend kent de persoon openlijk.
De vriend kent	De vriend kennen	kent	kennen	1	2	singular	De vriend kent de persoon waarschijnlijk.
De vriend kent	De vriend kennen	kent	kennen	1	2	singular	De vriend kent de persoon voorzichtig.
De vriend kent	De vriend kennen	kent	kennen	1	2	singular	De vriend kent de persoon eigenlijk.
De vriend kent	De vriend kennen	kent	kennen	1	2	singular	De vriend kent de persoon bewust.
De vriend mist	De vriend missen	mist	missen	1	2	singular	De vriend mist de persoon publiekelijk.
De vriend mist	De vriend missen	mist	missen	1	2	singular	De vriend mist de persoon openlijk.
De vriend mist	De vriend missen	mist	missen	1	2	singular	De vriend mist de persoon waarschijnlijk.
De vriend mist	De vriend missen	mist	missen	1	2	singular	De vriend mist de persoon voorzichtig.
De vriend mist	De vriend missen	mist	missen	1	2	singular	De vriend mist de persoon eigenlijk.
De vriend mist	De vriend missen	mist	missen	1	2	singular	De vriend mist de persoon bewust.
De vriend begrijpt	De vriend begrijpen	begrijpt	begrijpen	1	2	singular	De vriend begrijpt de persoon publiekelijk.
De vriend begrijpt	De vriend begrijpen	begrijpt	begrijpen	1	2	singular	De vriend begrijpt de persoon openlijk.
De vriend begrijpt	De vriend begrijpen	begrijpt	begrijpen	1	2	singular	De vriend begrijpt de persoon waarschijnlijk.
De vriend begrijpt	De vriend begrijpen	begrijpt	begrijpen	1	2	singular	De vriend begrijpt de persoon voorzichtig.
De vriend begrijpt	De vriend begrijpen	begrijpt	begrijpen	1	2	singular	De vriend begrijpt de persoon eigenlijk.
De vriend begrijpt	De vriend begrijpen	begrijpt	begrijpen	1	2	singular	De vriend begrijpt de persoon bewust.
De vriend vermijdt	De vriend vermijden	vermijdt	vermijden	1	2	singular	De vriend vermijdt de persoon publiekelijk.
De vriend vermijdt	De vriend vermijden	vermijdt	vermijden	1	2	singular	De vriend vermijdt de persoon openlijk.
De vriend vermijdt	De vriend vermijden	vermijdt	vermijden	1	2	singular	De vriend vermijdt de persoon waarschijnlijk.
De vriend vermijdt	De vriend vermijden	vermijdt	vermijden	1	2	singular	De vriend vermijdt de persoon voorzichtig.
De vriend vermijdt	De vriend vermijden	vermijdt	vermijden	1	2	singular	De vriend vermijdt de persoon eigenlijk.
De vriend vermijdt	De vriend vermijden	vermijdt	vermijden	1	2	singular	De vriend vermijdt de persoon bewust.
De inwoner herkent	De inwoner herkennen	herkent	herkennen	1	2	singular	De inwoner herkent de persoon publiekelijk.
De inwoner herkent	De inwoner herkennen	herkent	herkennen	1	2	singular	De inwoner herkent de persoon openlijk.
De inwoner herkent	De inwoner herkennen	herkent	herkennen	1	2	singular	De inwoner herkent de persoon waarschijnlijk.
De inwoner herkent	De inwoner herkennen	herkent	herkennen	1	2	singular	De inwoner herkent de persoon voorzichtig.
De inwoner herkent	De inwoner herkennen	herkent	herkennen	1	2	singular	De inwoner herkent de persoon eigenlijk.
De inwoner herkent	De inwoner herkennen	herkent	herkennen	1	2	singular	De inwoner herkent de persoon bewust.
