agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	completed
De directeur denkt dat de moeder werkt	De directeur denkt dat de moeder werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de moeder werkt.
De directeur denkt dat de moeder praat	De directeur denkt dat de moeder praten	praat	praten	5	6	singular	singular	De directeur denkt dat de moeder praat.
De directeur denkt dat de moeder zit	De directeur denkt dat de moeder zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de moeder zit.
De directeur denkt dat de moeder lacht	De directeur denkt dat de moeder lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de moeder lacht.
De directeur denkt dat de moeder groeit	De directeur denkt dat de moeder groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de moeder groeit.
De directeur denkt dat de moeder komt	De directeur denkt dat de moeder komen	komt	komen	5	6	singular	singular	De directeur denkt dat de moeder komt.
De directeur denkt dat de advocaat loopt	De directeur denkt dat de advocaat lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de advocaat loopt.
De directeur denkt dat de advocaat werkt	De directeur denkt dat de advocaat werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de advocaat werkt.
De directeur denkt dat de advocaat praat	De directeur denkt dat de advocaat praten	praat	praten	5	6	singular	singular	De directeur denkt dat de advocaat praat.
De directeur denkt dat de advocaat zit	De directeur denkt dat de advocaat zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de advocaat zit.
De directeur denkt dat de advocaat lacht	De directeur denkt dat de advocaat lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de advocaat lacht.
De directeur denkt dat de advocaat groeit	De directeur denkt dat de advocaat groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de advocaat groeit.
De directeur denkt dat de advocaat komt	De directeur denkt dat de advocaat komen	komt	komen	5	6	singular	singular	De directeur denkt dat de advocaat komt.
De directeur denkt dat de zanger loopt	De directeur denkt dat de zanger lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de zanger loopt.
De directeur denkt dat de zanger werkt	De directeur denkt dat de zanger werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de zanger werkt.
De directeur denkt dat de zanger praat	De directeur denkt dat de zanger praten	praat	praten	5	6	singular	singular	De directeur denkt dat de zanger praat.
De directeur denkt dat de zanger zit	De directeur denkt dat de zanger zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de zanger zit.
De directeur denkt dat de zanger lacht	De directeur denkt dat de zanger lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de zanger lacht.
De directeur denkt dat de zanger groeit	De directeur denkt dat de zanger groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de zanger groeit.
De directeur denkt dat de zanger komt	De directeur denkt dat de zanger komen	komt	komen	5	6	singular	singular	De directeur denkt dat de zanger komt.
De directeur denkt dat de winnaar loopt	De directeur denkt dat de winnaar lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de winnaar loopt.
De directeur denkt dat de winnaar werkt	De directeur denkt dat de winnaar werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de winnaar werkt.
De directeur denkt dat de winnaar praat	De directeur denkt dat de winnaar praten	praat	praten	5	6	singular	singular	De directeur denkt dat de winnaar praat.
De directeur denkt dat de winnaar zit	De directeur denkt dat de winnaar zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de winnaar zit.
De directeur denkt dat de winnaar lacht	De directeur denkt dat de winnaar lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de winnaar lacht.
De directeur denkt dat de winnaar groeit	De directeur denkt dat de winnaar groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de winnaar groeit.
De directeur denkt dat de winnaar komt	De directeur denkt dat de winnaar komen	komt	komen	5	6	singular	singular	De directeur denkt dat de winnaar komt.
De directeur denkt dat de leraar loopt	De directeur denkt dat de leraar lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de leraar loopt.
De directeur denkt dat de leraar werkt	De directeur denkt dat de leraar werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de leraar werkt.
De directeur denkt dat de leraar praat	De directeur denkt dat de leraar praten	praat	praten	5	6	singular	singular	De directeur denkt dat de leraar praat.
De directeur denkt dat de leraar zit	De directeur denkt dat de leraar zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de leraar zit.
De directeur denkt dat de leraar lacht	De directeur denkt dat de leraar lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de leraar lacht.
De directeur denkt dat de leraar groeit	De directeur denkt dat de leraar groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de leraar groeit.
De directeur denkt dat de leraar komt	De directeur denkt dat de leraar komen	komt	komen	5	6	singular	singular	De directeur denkt dat de leraar komt.
De directeur denkt dat de vrouw loopt	De directeur denkt dat de vrouw lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de vrouw loopt.
De directeur denkt dat de vrouw werkt	De directeur denkt dat de vrouw werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de vrouw werkt.
De directeur denkt dat de vrouw praat	De directeur denkt dat de vrouw praten	praat	praten	5	6	singular	singular	De directeur denkt dat de vrouw praat.
De directeur denkt dat de vrouw zit	De directeur denkt dat de vrouw zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de vrouw zit.
De directeur denkt dat de vrouw lacht	De directeur denkt dat de vrouw lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de vrouw lacht.
De directeur denkt dat de vrouw groeit	De directeur denkt dat de vrouw groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de vrouw groeit.
De directeur denkt dat de vrouw komt	De directeur denkt dat de vrouw komen	komt	komen	5	6	singular	singular	De directeur denkt dat de vrouw komt.
De directeur denkt dat de tante loopt	De directeur denkt dat de tante lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de tante loopt.
De directeur denkt dat de tante werkt	De directeur denkt dat de tante werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de tante werkt.
De directeur denkt dat de tante praat	De directeur denkt dat de tante praten	praat	praten	5	6	singular	singular	De directeur denkt dat de tante praat.
De directeur denkt dat de tante zit	De directeur denkt dat de tante zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de tante zit.
De directeur denkt dat de tante lacht	De directeur denkt dat de tante lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de tante lacht.
De directeur denkt dat de tante groeit	De directeur denkt dat de tante groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de tante groeit.
De directeur denkt dat de tante komt	De directeur denkt dat de tante komen	komt	komen	5	6	singular	singular	De directeur denkt dat de tante komt.
De directeur denkt dat de meid loopt	De directeur denkt dat de meid lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de meid loopt.
De directeur denkt dat de meid werkt	De directeur denkt dat de meid werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de meid werkt.
De directeur denkt dat de meid praat	De directeur denkt dat de meid praten	praat	praten	5	6	singular	singular	De directeur denkt dat de meid praat.
De directeur denkt dat de meid zit	De directeur denkt dat de meid zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de meid zit.
De directeur denkt dat de meid lacht	De directeur denkt dat de meid lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de meid lacht.
De directeur denkt dat de meid groeit	De directeur denkt dat de meid groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de meid groeit.
De directeur denkt dat de meid komt	De directeur denkt dat de meid komen	komt	komen	5	6	singular	singular	De directeur denkt dat de meid komt.
De directeur denkt dat de dichter loopt	De directeur denkt dat de dichter lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de dichter loopt.
De directeur denkt dat de dichter werkt	De directeur denkt dat de dichter werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de dichter werkt.
De directeur denkt dat de dichter praat	De directeur denkt dat de dichter praten	praat	praten	5	6	singular	singular	De directeur denkt dat de dichter praat.
De directeur denkt dat de dichter zit	De directeur denkt dat de dichter zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de dichter zit.
De directeur denkt dat de dichter lacht	De directeur denkt dat de dichter lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de dichter lacht.
De directeur denkt dat de dichter groeit	De directeur denkt dat de dichter groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de dichter groeit.
De directeur denkt dat de dichter komt	De directeur denkt dat de dichter komen	komt	komen	5	6	singular	singular	De directeur denkt dat de dichter komt.
De directeur denkt dat de vader loopt	De directeur denkt dat de vader lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de vader loopt.
De directeur denkt dat de vader werkt	De directeur denkt dat de vader werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de vader werkt.
De directeur denkt dat de vader praat	De directeur denkt dat de vader praten	praat	praten	5	6	singular	singular	De directeur denkt dat de vader praat.
De directeur denkt dat de vader zit	De directeur denkt dat de vader zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de vader zit.
De directeur denkt dat de vader lacht	De directeur denkt dat de vader lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de vader lacht.
De directeur denkt dat de vader groeit	De directeur denkt dat de vader groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de vader groeit.
De directeur denkt dat de vader komt	De directeur denkt dat de vader komen	komt	komen	5	6	singular	singular	De directeur denkt dat de vader komt.
De directeur denkt dat de boer loopt	De directeur denkt dat de boer lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de boer loopt.
De directeur denkt dat de boer werkt	De directeur denkt dat de boer werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de boer werkt.
De directeur denkt dat de boer praat	De directeur denkt dat de boer praten	praat	praten	5	6	singular	singular	De directeur denkt dat de boer praat.
De directeur denkt dat de boer zit	De directeur denkt dat de boer zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de boer zit.
De directeur denkt dat de boer lacht	De directeur denkt dat de boer lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de boer lacht.
De directeur denkt dat de boer groeit	De directeur denkt dat de boer groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de boer groeit.
De directeur denkt dat de boer komt	De directeur denkt dat de boer komen	komt	komen	5	6	singular	singular	De directeur denkt dat de boer komt.
De directeur denkt dat de oom loopt	De directeur denkt dat de oom lopen	loopt	lopen	5	6	singular	singular	De directeur denkt dat de oom loopt.
De directeur denkt dat de oom werkt	De directeur denkt dat de oom werken	werkt	werken	5	6	singular	singular	De directeur denkt dat de oom werkt.
De directeur denkt dat de oom praat	De directeur denkt dat de oom praten	praat	praten	5	6	singular	singular	De directeur denkt dat de oom praat.
De directeur denkt dat de oom zit	De directeur denkt dat de oom zitten	zit	zitten	5	6	singular	singular	De directeur denkt dat de oom zit.
De directeur denkt dat de oom lacht	De directeur denkt dat de oom lachen	lacht	lachen	5	6	singular	singular	De directeur denkt dat de oom lacht.
De directeur denkt dat de oom groeit	De directeur denkt dat de oom groeien	groeit	groeien	5	6	singular	singular	De directeur denkt dat de oom groeit.
De directeur denkt dat de oom komt	De directeur denkt dat de oom komen	komt	komen	5	6	singular	singular	De directeur denkt dat de oom komt.
De directeur denkt dat de personen lopen	De directeur denkt dat de personen loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de personen lopen.
De directeur denkt dat de personen werken	De directeur denkt dat de personen werkt	werken	werkt	5	6	singular	plural	De directeur denkt dat de personen werken.
De directeur denkt dat de personen praten	De directeur denkt dat de personen praat	praten	praat	5	6	singular	plural	De directeur denkt dat de personen praten.
De directeur denkt dat de personen zitten	De directeur denkt dat de personen zit	zitten	zit	5	6	singular	plural	De directeur denkt dat de personen zitten.
De directeur denkt dat de personen lachen	De directeur denkt dat de personen lacht	lachen	lacht	5	6	singular	plural	De directeur denkt dat de personen lachen.
De directeur denkt dat de personen groeien	De directeur denkt dat de personen groeit	groeien	groeit	5	6	singular	plural	De directeur denkt dat de personen groeien.
De directeur denkt dat de personen komen	De directeur denkt dat de personen komt	komen	komt	5	6	singular	plural	De directeur denkt dat de personen komen.
De directeur denkt dat de schrijvers lopen	De directeur denkt dat de schrijvers loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de schrijvers lopen.
De directeur denkt dat de schrijvers werken	De directeur denkt dat de schrijvers werkt	werken	werkt	5	6	singular	plural	De directeur denkt dat de schrijvers werken.
De directeur denkt dat de schrijvers praten	De directeur denkt dat de schrijvers praat	praten	praat	5	6	singular	plural	De directeur denkt dat de schrijvers praten.
De directeur denkt dat de schrijvers zitten	De directeur denkt dat de schrijvers zit	zitten	zit	5	6	singular	plural	De directeur denkt dat de schrijvers zitten.
De directeur denkt dat de schrijvers lachen	De directeur denkt dat de schrijvers lacht	lachen	lacht	5	6	singular	plural	De directeur denkt dat de schrijvers lachen.
De directeur denkt dat de schrijvers groeien	De directeur denkt dat de schrijvers groeit	groeien	groeit	5	6	singular	plural	De directeur denkt dat de schrijvers groeien.
De directeur denkt dat de schrijvers komen	De directeur denkt dat de schrijvers komt	komen	komt	5	6	singular	plural	De directeur denkt dat de schrijvers komen.
De directeur denkt dat de atleten lopen	De directeur denkt dat de atleten loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de atleten lopen.
De directeur denkt dat de atleten werken	De directeur denkt dat de atleten werkt	werken	werkt	5	6	singular	plural	De directeur denkt dat de atleten werken.
De directeur denkt dat de atleten praten	De directeur denkt dat de atleten praat	praten	praat	5	6	singular	plural	De directeur denkt dat de atleten praten.
De directeur denkt dat de atleten zitten	De directeur denkt dat de atleten zit	zitten	zit	5	6	singular	plural	De directeur denkt dat de atleten zitten.
De directeur denkt dat de atleten lachen	De directeur denkt dat de atleten lacht	lachen	lacht	5	6	singular	plural	De directeur denkt dat de atleten lachen.
De directeur denkt dat de atleten groeien	De directeur denkt dat de atleten groeit	groeien	groeit	5	6	singular	plural	De directeur denkt dat de atleten groeien.
De directeur denkt dat de atleten komen	De directeur denkt dat de atleten komt	komen	komt	5	6	singular	plural	De directeur denkt dat de atleten komen.
De directeur denkt dat de dokters lopen	De directeur denkt dat de dokters loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de dokters lopen.
De directeur denkt dat de dokters werken	De directeur denkt dat de dokters werkt	werken	werkt	5	6	singular	plural	De directeur denkt dat de dokters werken.
De directeur denkt dat de dokters praten	De directeur denkt dat de dokters praat	praten	praat	5	6	singular	plural	De directeur denkt dat de dokters praten.
De directeur denkt dat de dokters zitten	De directeur denkt dat de dokters zit	zitten	zit	5	6	singular	plural	De directeur denkt dat de dokters zitten.
De directeur denkt dat de dokters lachen	De directeur denkt dat de dokters lacht	lachen	lacht	5	6	singular	plural	De directeur denkt dat de dokters lachen.
De directeur denkt dat de dokters groeien	De directeur denkt dat de dokters groeit	groeien	groeit	5	6	singular	plural	De directeur denkt dat de dokters groeien.
De directeur denkt dat de dokters komen	De directeur denkt dat de dokters komt	komen	komt	5	6	singular	plural	De directeur denkt dat de dokters komen.
De directeur denkt dat de mannen lopen	De directeur denkt dat de mannen loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de mannen lopen.
De directeur denkt dat de mannen werken	De directeur denkt dat de mannen werkt	werken	werkt	5	6	singular	plural	De directeur denkt dat de mannen werken.
De directeur denkt dat de mannen praten	De directeur denkt dat de mannen praat	praten	praat	5	6	singular	plural	De directeur denkt dat de mannen praten.
De directeur denkt dat de mannen zitten	De directeur denkt dat de mannen zit	zitten	zit	5	6	singular	plural	De directeur denkt dat de mannen zitten.
De directeur denkt dat de mannen lachen	De directeur denkt dat de mannen lacht	lachen	lacht	5	6	singular	plural	De directeur denkt dat de mannen lachen.
De directeur denkt dat de mannen groeien	De directeur denkt dat de mannen groeit	groeien	groeit	5	6	singular	plural	De directeur denkt dat de mannen groeien.
De directeur denkt dat de mannen komen	De directeur denkt dat de mannen komt	komen	komt	5	6	singular	plural	De directeur denkt dat de mannen komen.
De directeur denkt dat de vrienden lopen	De directeur denkt dat de vrienden loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de vrienden lopen.
De directeur denkt dat de vrienden werken	De directeur denkt dat de vrienden werkt	werken	werkt	5	6	singular	plural	De directeur denkt dat de vrienden werken.
De directeur denkt dat de vrienden praten	De directeur denkt dat de vrienden praat	praten	praat	5	6	singular	plural	De directeur denkt dat de vrienden praten.
De directeur denkt dat de vrienden zitten	De directeur denkt dat de vrienden zit	zitten	zit	5	6	singular	plural	De directeur denkt dat de vrienden zitten.
De directeur denkt dat de vrienden lachen	De directeur denkt dat de vrienden lacht	lachen	lacht	5	6	singular	plural	De directeur denkt dat de vrienden lachen.
De directeur denkt dat de vrienden groeien	De directeur denkt dat de vrienden groeit	groeien	groeit	5	6	singular	plural	De directeur denkt dat de vrienden groeien.
De directeur denkt dat de vrienden komen	De directeur denkt dat de vrienden komt	komen	komt	5	6	singular	plural	De directeur denkt dat de vrienden komen.
De directeur denkt dat de inwoners lopen	De directeur denkt dat de inwoners loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de inwoners lopen.
De directeur denkt dat de inwoners werken	De directeur denkt dat de inwoners werkt	werken	werkt	5	6	singular	plural	De directeur denkt dat de inwoners werken.
De directeur denkt dat de inwoners praten	De directeur denkt dat de inwoners praat	praten	praat	5	6	singular	plural	De directeur denkt dat de inwoners praten.
De directeur denkt dat de inwoners zitten	De directeur denkt dat de inwoners zit	zitten	zit	5	6	singular	plural	De directeur denkt dat de inwoners zitten.
De directeur denkt dat de inwoners lachen	De directeur denkt dat de inwoners lacht	lachen	lacht	5	6	singular	plural	De directeur denkt dat de inwoners lachen.
De directeur denkt dat de inwoners groeien	De directeur denkt dat de inwoners groeit	groeien	groeit	5	6	singular	plural	De directeur denkt dat de inwoners groeien.
De directeur denkt dat de inwoners komen	De directeur denkt dat de inwoners komt	komen	komt	5	6	singular	plural	De directeur denkt dat de inwoners komen.
De directeur denkt dat de jongens lopen	De directeur denkt dat de jongens loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de jongens lopen.
De directeur denkt dat de jongens werken	De directeur denkt dat de jongens werkt	werken	werkt	5	6	singular	plural	De directeur denkt dat de jongens werken.
De directeur denkt dat de jongens praten	De directeur denkt dat de jongens praat	praten	praat	5	6	singular	plural	De directeur denkt dat de jongens praten.
De directeur denkt dat de jongens zitten	De directeur denkt dat de jongens zit	zitten	zit	5	6	singular	plural	De directeur denkt dat de jongens zitten.
De directeur denkt dat de jongens lachen	De directeur denkt dat de jongens lacht	lachen	lacht	5	6	singular	plural	De directeur denkt dat de jongens lachen.
De directeur denkt dat de jongens groeien	De directeur denkt dat de jongens groeit	groeien	groeit	5	6	singular	plural	De directeur denkt dat de jongens groeien.
De directeur denkt dat de jongens komen	De directeur denkt dat de jongens komt	komen	komt	5	6	singular	plural	De directeur denkt dat de jongens komen.
De directeur denkt dat de moeders lopen	De directeur denkt dat de moeders loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de moeders lopen.
De directeur denkt dat de moeders werken	De directeur denkt dat de moeders werkt	werken	werkt	5	6	singular	plural	De directeur denkt dat de moeders werken.
De directeur denkt dat de moeders praten	De directeur denkt dat de moeders praat	praten	praat	5	6	singular	plural	De directeur denkt dat de moeders praten.
De directeur denkt dat de moeders zitten	De directeur denkt dat de moeders zit	zitten	zit	5	6	singular	plural	De directeur denkt dat de moeders zitten.
De directeur denkt dat de moeders lachen	De directeur denkt dat de moeders lacht	lachen	lacht	5	6	singular	plural	De directeur denkt dat de moeders lachen.
De directeur denkt dat de moeders groeien	De directeur denkt dat de moeders groeit	groeien	groeit	5	6	singular	plural	De directeur denkt dat de moeders groeien.
De directeur denkt dat de moeders komen	De directeur denkt dat de moeders komt	komen	komt	5	6	singular	plural	De directeur denkt dat de moeders komen.
De directeur denkt dat de advocaten lopen	De directeur denkt dat de advocaten loopt	lopen	loopt	5	6	singular	plural	De directeur denkt dat de advocaten lopen.
