agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	number3	completed
De persoon gelooft dat de winnaar naast de boom publiekelijk de leider hoort	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider hoort.
De persoon gelooft dat de winnaar naast de boom publiekelijk de leider verleidt	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider verleidt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de leider stimuleert	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider stimuleert.
De persoon gelooft dat de winnaar naast de boom publiekelijk de leider kent	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider kent.
De persoon gelooft dat de winnaar naast de boom publiekelijk de leider roept	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider roept.
De persoon gelooft dat de winnaar naast de boom publiekelijk de leider mist	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider mist.
De persoon gelooft dat de winnaar naast de boom publiekelijk de leider vermijdt	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider vermijdt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de leider steunt	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de leider steunt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever begrijpt	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever begrijpt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever onderzoekt	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever onderzoekt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever ziet	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever ziet.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever bekritiseert	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever bekritiseert.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever groet	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever groet.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever vertrouwt	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever vertrouwt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever herkent	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever herkent.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever hoort	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever hoort.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever verleidt	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever verleidt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever stimuleert	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever stimuleert.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever kent	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever kent.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever roept	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever roept.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever mist	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever mist.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever vermijdt	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever vermijdt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever steunt	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de werkgever steunt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur begrijpt	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur begrijpt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur onderzoekt	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur onderzoekt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur ziet	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur ziet.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur bekritiseert	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur bekritiseert.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur groet	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur groet.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur vertrouwt	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur vertrouwt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur herkent	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur herkent.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur hoort	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur hoort.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur verleidt	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur verleidt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur stimuleert	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur stimuleert.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur kent	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur kent.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur roept	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur roept.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur mist	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur mist.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur vermijdt	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur vermijdt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur steunt	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de directeur steunt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist begrijpt	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist begrijpt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist onderzoekt	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist onderzoekt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist ziet	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist ziet.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist bekritiseert	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist bekritiseert.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist groet	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist groet.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist vertrouwt	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist vertrouwt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist herkent	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist herkent.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist hoort	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist hoort.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist verleidt	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist verleidt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist stimuleert	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist stimuleert.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist kent	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist kent.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist roept	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist roept.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist mist	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist mist.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist vermijdt	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist vermijdt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist steunt	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de automobilist steunt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer begrijpt	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer begrijpt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer onderzoekt	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer onderzoekt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer ziet	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer ziet.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer bekritiseert	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer bekritiseert.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer groet	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer groet.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer vertrouwt	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer vertrouwt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer herkent	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer herkent.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer hoort	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer hoort.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer verleidt	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer verleidt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer stimuleert	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer stimuleert.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer kent	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer kent.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer roept	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer roept.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer mist	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer mist.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer vermijdt	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer vermijdt.
De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer steunt	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom publiekelijk de toeschouwer steunt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon begrijpt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon begrijpt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon onderzoekt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon onderzoekt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon ziet	De persoon gelooft dat de winnaar naast de boom openlijk de persoon zien	ziet	zien	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon ziet.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon bekritiseert	De persoon gelooft dat de winnaar naast de boom openlijk de persoon bekritiseren	bekritiseert	bekritiseren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon bekritiseert.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon groet	De persoon gelooft dat de winnaar naast de boom openlijk de persoon groeten	groet	groeten	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon groet.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon vertrouwt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon vertrouwen	vertrouwt	vertrouwen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon vertrouwt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon herkent	De persoon gelooft dat de winnaar naast de boom openlijk de persoon herkennen	herkent	herkennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon herkent.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon hoort	De persoon gelooft dat de winnaar naast de boom openlijk de persoon horen	hoort	horen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon hoort.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon verleidt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon verleiden	verleidt	verleiden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon verleidt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon stimuleert	De persoon gelooft dat de winnaar naast de boom openlijk de persoon stimuleren	stimuleert	stimuleren	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon stimuleert.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon kent	De persoon gelooft dat de winnaar naast de boom openlijk de persoon kennen	kent	kennen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon kent.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon roept	De persoon gelooft dat de winnaar naast de boom openlijk de persoon roepen	roept	roepen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon roept.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon mist	De persoon gelooft dat de winnaar naast de boom openlijk de persoon missen	mist	missen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon mist.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon vermijdt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon vermijden	vermijdt	vermijden	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon vermijdt.
De persoon gelooft dat de winnaar naast de boom openlijk de persoon steunt	De persoon gelooft dat de winnaar naast de boom openlijk de persoon steunen	steunt	steunen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de persoon steunt.
De persoon gelooft dat de winnaar naast de boom openlijk de leider begrijpt	De persoon gelooft dat de winnaar naast de boom openlijk de leider begrijpen	begrijpt	begrijpen	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider begrijpt.
De persoon gelooft dat de winnaar naast de boom openlijk de leider onderzoekt	De persoon gelooft dat de winnaar naast de boom openlijk de leider onderzoeken	onderzoekt	onderzoeken	5	12	singular	singular	singular	De persoon gelooft dat de winnaar naast de boom openlijk de leider onderzoekt.
